PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.33210732205995125,0.33210732205995125
PC2,0.16766816865154585,0.4997754907114971
PC3,0.13217445003151657,0.6319499407430136
PC4,0.10768352125299147,0.739633461996005
PC5,0.08375345654450889,0.8233869185405138
PC6,0.052785383603471264,0.8761723021439851
PC7,0.036608895989010355,0.9127811981329955
PC8,0.025118377015823805,0.9378995751488193
PC9,0.01577783367672628,0.9536774088255455
PC10,0.012654345708855593,0.9663317545344011
PC11,0.008939921323938551,0.9752716758583396
PC12,0.006499666817463398,0.981771342675803
PC13,0.0045712681148709616,0.986342610790674
PC14,0.004119349961100681,0.9904619607517746
PC15,0.0037818594580316667,0.9942438202098063
PC16,0.0028445625051441528,0.9970883827149505
PC17,0.001227798058314192,0.9983161807732647
PC18,0.0009096875872186521,0.9992258683604833
PC19,0.0006001303628371393,0.9998259987233205
PC20,0.00017400127667931538,0.9999999999999998
