feature,reason,value
ppg_red_rms,|corr|>=0.95,1.0
ppg_red_dx_std,|corr|>=0.95,1.0
ppg_red_tke_mean,|corr|>=0.95,1.0
ppg_red_dx_mean,|corr|>=0.95,1.0
ppg_red_std,|corr|>=0.95,0.9999960614535672
ppg_red_diff_rms,|corr|>=0.95,0.9999842250513749
ppg_red_iqr,|corr|>=0.95,0.9974586177558583
ppg_red_p1,|corr|>=0.95,0.9961989654439669
ppg_red_mean_abs,|corr|>=0.95,0.9954763488649705
ppg_red_p99_p1,|corr|>=0.95,0.9943884091108842
ppg_red_signal_rms,|corr|>=0.95,0.9939038307430514
ppg_red_p90,|corr|>=0.95,0.9920326946855224
ppg_red_p90_p10,|corr|>=0.95,0.9906687981280988
ppg_red_p99,|corr|>=0.95,0.9885081557666258
ppg_red_diff_std,|corr|>=0.95,0.9877531381176966
ppg_red_p95_p5,|corr|>=0.95,0.987742057577182
ppg_red_tke_mean_abs,|corr|>=0.95,0.9870062223984762
ppg_red_range,|corr|>=0.95,0.978673374373616
ppg_red_impulse_factor,|corr|>=0.95,0.9725774896880719
ppg_red_tke_p95_abs,|corr|>=0.95,0.9640623798357412
ppg_red_p95,|corr|>=0.95,0.9580412128330585
ppg_red_max,|corr|>=0.95,0.9544397298853173
ppg_red_clearance_factor,|corr|>=0.95,0.9507419035641158
ppg_red_p5,|corr|>=0.95,0.9505361557356343
