PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.332107322059951,0.332107322059951
PC2,0.16766816865154632,0.49977549071149735
PC3,0.1321744500315166,0.6319499407430139
PC4,0.10768352125299144,0.7396334619960053
PC5,0.08375345654450872,0.823386918540514
PC6,0.05278538360347125,0.8761723021439853
PC7,0.03660889598901029,0.9127811981329956
PC8,0.02511837701582385,0.9378995751488195
PC9,0.015777833676726243,0.9536774088255457
PC10,0.012654345708855598,0.9663317545344013
PC11,0.008939921323938525,0.9752716758583398
PC12,0.006499666817463403,0.9817713426758032
PC13,0.004571268114870967,0.9863426107906742
PC14,0.004119349961100676,0.9904619607517748
PC15,0.0037818594580316567,0.9942438202098065
PC16,0.002844562505144151,0.9970883827149507
PC17,0.0012277980583141827,0.9983161807732649
PC18,0.0009096875872186529,0.9992258683604835
PC19,0.0006001303628371399,0.9998259987233207
PC20,0.0001740012766793142,1.0
