,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22
ppg_infra_mean,0.000689295007017279,0.011439888335956511,-0.22159919741789758,0.5921899735888,0.22773143064183438,0.051104868298774433,-0.07717173330495222,-0.28373134393983074,0.1658486562473875,-0.09356748749745884,0.577389063305108,0.0229529799998628,-0.02762103164606803,-0.024897632016329083,0.01664218875022845,0.021083959012801898,0.025963730717545846,-0.0019292202727150022,-0.11523806277646385,0.26997372209080395,-0.0015675111826928385,-0.005037281962658324
ppg_infra_median,-0.0180536175840853,0.011585888486907682,-0.24118021207441037,0.5323890562137208,-0.34013459846749056,0.026369078890690196,0.1722545660774909,-0.321027473169103,0.17404432769094164,0.028499804890705742,-0.5620159420484908,-0.006459712788865463,0.036647471111210694,-0.00922902204748701,0.00880419754383925,0.020565278669709763,-0.036757124685524785,0.004543293752900982,0.08283005994096317,-0.22713905831007353,0.004326368427495582,0.006107246241963396
ppg_infra_mad,0.3225368347564339,-0.15672378314066848,0.0251898377508753,0.014897493066779729,-0.00027515793052698136,0.04816000099640558,0.1897267393131674,-0.13120425006267233,-0.2548616904578679,0.07261428307882407,0.009583522929803363,0.1734908825647061,0.10370381875769305,-0.0281441258413753,-0.1378248333903839,0.11558718755890719,0.7852002898806884,0.047842054742186356,0.18304805533923427,0.05622668071577143,0.037070496045267916,-0.11759855085595879
ppg_infra_skew,0.0814851331500493,-0.08025185169938215,0.18278353916335752,-0.035308922696803996,0.720174179253483,0.060495610417836417,-0.29841597261993447,-0.2885349617422337,0.1881039425243749,0.02729177303017138,-0.45032758289492786,0.06481577196095284,0.04271723047068702,0.06295048146071039,-0.03849684649081565,0.002368806452263614,0.01231729410403177,-0.025833132216318905,-0.039091600226832314,0.06919933802793025,-0.0005842231848562549,0.010629392589775128
ppg_infra_kurtosis,0.0555338829082394,0.4172645129444488,0.06387013315025708,0.00710827087883951,0.030485715815529425,0.02649066065245409,0.07607144591462459,0.054747924007788246,-0.01797534531299519,-0.25510308421132505,-0.0365502828974776,0.2560358419406571,0.09081482004380256,0.33443646280680955,0.34485917354845746,0.6214811866449534,-0.044351833790945136,0.09726615243372694,-0.04850063635508036,-0.002466751521867076,-0.014324350097495154,-0.1916165942192343
ppg_infra_signal_energy,0.33295047734686295,-0.11632449223671913,0.007800671021315418,0.018226853441414628,-0.010631512086841592,0.06858216360174679,0.22607510838749034,-0.04761898403978461,-0.11729176851468315,-0.01974805890438587,0.059080079087784065,0.1511265007866617,0.09263187556350724,0.5714575371204743,-0.22821675497319693,-0.20531701732678898,-0.2255352103401467,-0.4400220095029653,-0.12677832052184312,-0.03779447718858923,-0.2917885706610496,0.00623364149071062
ppg_infra_zcr,-0.01661093931296122,0.12973233230512812,-0.5818101327674804,-0.26247861358749625,0.08152604123157646,0.0066204535086498125,-0.05310281216756129,-0.14645324686065295,-0.11098032599550298,0.13696019376944524,-0.023514260118267998,-0.11566626389471048,-0.4023616281567378,0.09486610928653752,-0.45442438387853845,0.34275136637884607,-0.05505811918027653,0.03966908876276258,0.002293598735842791,0.004855024080149409,0.0028814149906566796,0.003712034667383835
ppg_infra_p5,-0.33789228679299693,0.0991565958365934,-0.028587599840129336,0.026185175482599948,0.09428153507033632,-0.038785004475528045,-0.25706716116270684,0.07382638713677364,0.2104492518366972,-0.003884684856332721,0.2033336811038082,-0.03609799135593846,0.1281076123553094,0.12072383440288492,-0.08091953476263707,0.05875669341934382,0.2539436128731851,-0.35914700351257856,0.34923345463706984,-0.5699586056710606,-0.14464426409663908,-0.05844868553833483
ppg_infra_p95,0.3383748169250242,-0.09697573015115515,0.031517830571668265,0.03744956302945737,0.21879303664502317,0.06662637246378361,0.11662091926164778,-0.11586316328502519,-0.18078615150066019,-0.06155181397800734,0.21338697601484305,0.05480059935959755,-0.09921054199359688,-0.04774003883205214,0.05250823792587355,-0.06675711956393693,-0.26107573106524756,0.40330678332320224,0.1403245693372873,-0.6324240737100598,0.19004482573765152,0.058636207349327694
ppg_infra_crest_factor,0.07671672494396257,0.39769425016657417,-0.04305910529931134,-0.03333770575483309,0.04453404352508278,0.031722623743058107,0.030265109253143515,-0.01047889409099402,-0.057165940072709476,-0.45058278883124314,-0.047046468048083774,-0.09332059749864874,0.39485893088205204,-0.2831121886779142,-0.45288888594456556,-0.20085053178338727,-0.07580739477072307,0.036337037755296425,-0.03975446557139214,0.004488947949318374,0.0318739224766763,-0.34721611089598947
