PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.29023445584595564,0.29023445584595564
PC2,0.2197123211088813,0.5099467769548369
PC3,0.09742001275309152,0.6073667897079285
PC4,0.09157947093204553,0.698946260639974
PC5,0.05396949890492265,0.7529157595448966
PC6,0.049987995540797886,0.8029037550856946
PC7,0.0465780941241424,0.8494818492098369
PC8,0.03468757816457092,0.8841694273744078
PC9,0.03121567486836625,0.9153851022427741
PC10,0.027267021845044308,0.9426521240878184
PC11,0.01847994943061177,0.9611320735184302
PC12,0.011259059697698616,0.9723911332161288
PC13,0.007749492510689263,0.980140625726818
PC14,0.007070719531992319,0.9872113452588104
PC15,0.0049478957241061985,0.9921592409829165
PC16,0.002870518522124748,0.9950297595050412
PC17,0.002111366018236848,0.997141125523278
PC18,0.0018990511280657114,0.9990401766513438
PC19,0.000806517093398233,0.999846693744742
PC20,0.00015330625525800226,1.0
