feature,nan_ratio,variance
ppg_infra_mean,0.0,475958.51423323
ppg_infra_std,0.0,15054881.307875888
ppg_infra_p95_p5,0.0,155932713.60686493
ppg_infra_p99_p1,0.0,230975099.52577856
ppg_infra_trim_mean_10,0.0,512482.9982220756
ppg_infra_mean_abs,0.0,10075117.825070744
ppg_infra_rms,0.0,15310632.969765421
ppg_infra_crest_factor,0.0,0.273982041820809
ppg_infra_shape_factor,0.0,0.024128886125057446
ppg_infra_impulse_factor,0.0,1.4292065550078292
ppg_infra_clearance_factor,0.0,25.587260421994877
ppg_infra_mean_cross_rate,0.0,0.0016882545076766444
ppg_infra_tke_mean,0.0,33674088844968.723
ppg_infra_tke_std,0.0,280648167759135.88
ppg_infra_tke_mean_abs,0.0,33674088844968.723
ppg_infra_tke_p95_abs,0.0,6290125.364605255
ppg_infra_dx_mean,0.0,12188.500945633541
ppg_infra_dx_std,0.0,1548393.7958943918
ppg_infra_ddx_mean,0.0,1378.5244682462394
ppg_infra_ddx_std,0.0,1628681.380909943
ppg_infra_dx_kurtosis,0.0,17.10825993940488
ppg_infra_p90_p10,0.0,100980562.4081872
ppg_infra_p99,0.0,67909277.16270992
ppg_infra_p95,0.0,45624468.06176778
ppg_infra_diff_mean,0.0,12188.500945633541
ppg_infra_min,0.0,62755826.84815765
ppg_infra_max,0.0,75334845.39606209
ppg_infra_range,0.0,255727331.9169253
ppg_infra_median,0.0,1399945.1957270002
ppg_infra_iqr,0.0,30511877.68214801
ppg_infra_mad,0.0,6818693.676702173
ppg_infra_skew,0.0,0.5801888516561802
ppg_infra_kurtosis,0.0,3.330310232491472
ppg_infra_diff_std,0.0,1548393.7958943918
ppg_infra_p90,0.0,28146902.257382035
ppg_infra_diff_mean_abs,0.0,746016.8611403491
ppg_infra_diff_rms,0.0,1554695.6037385184
ppg_infra_signal_rms,0.0,15310632.969765421
ppg_infra_signal_energy,0.0,1.145495396465696e+19
ppg_infra_zcr,0.0,0.001636913615884301
ppg_infra_p1,0.0,56416155.82141991
ppg_infra_p5,0.0,38027284.63468192
ppg_infra_p10,0.0,25527069.656315282
ppg_infra_ddx_kurtosis,0.0,33.73873029769383
