feature,pca_energy_score
ppg_infra_ddx_kurtosis,0.17874389124986045
ppg_infra_dx_kurtosis,0.1665059778413255
ppg_infra_p95,0.16234464503511342
ppg_infra_mad,0.16086512051158702
ppg_infra_p5,0.1591043325299472
ppg_infra_tke_mean,0.15540696075824084
ppg_infra_tke_std,0.15359309742251953
ppg_infra_signal_energy,0.1504325297670065
ppg_infra_ddx_std,0.14780961408687326
ppg_infra_tke_p95_abs,0.13893390185199622
ppg_infra_shape_factor,0.13392695758500656
ppg_infra_impulse_factor,0.13312366938953837
ppg_infra_skew,0.13106790009014863
ppg_infra_clearance_factor,0.12293026075787915
ppg_infra_crest_factor,0.12174758603123954
ppg_infra_zcr,0.12070082892464692
ppg_infra_kurtosis,0.1200094720735374
ppg_infra_mean_cross_rate,0.11866686188323489
ppg_infra_median,0.11589071197296015
ppg_infra_ddx_mean,0.11445739255362543
ppg_infra_mean,0.1031301483825631
ppg_infra_dx_mean,0.06845008319151209
