,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
ppg_infra_dx_kurtosis,0.2602694670539063,0.22640629911237967,-0.05695135125701045,-0.024438611167934512,0.06157862509776035,-0.233392126244713,-0.3203258081808186,-0.03531129585185023,0.34741057152670596,0.23882901676821577,-0.004521598456313922,0.6616848657195722,-0.2754877649317026,-0.07095604965585747,0.11981440964992048,-0.015187290140969032,-0.05247581135500231,-0.0342908407858409,-0.003623148023611421,-0.001463122144100131
ppg_infra_crest_factor,0.18608266782979088,0.2984787729306499,0.08718512608653395,-0.0030444790798418125,-0.013083565026083911,-0.1483402759073144,-0.3113564691127546,-0.11440495383554704,-0.5118000384447554,-0.36619407558267575,-0.02966240534020085,-0.1112355483658535,-0.12040498762812264,-0.4109164998961197,0.21270908115686263,0.05021657165407746,-0.07781919479257085,0.044252893551528116,0.007793093742957825,-0.29662052236906344
ppg_infra_p10,-0.34469331335904296,0.21290228857701415,-0.02021603274006741,0.02720711694935111,0.10103063460199863,-0.10475627459280544,-0.07512375893913065,0.05073808947441526,-0.09661770450011241,0.28081764754541894,-0.16915996772558392,-0.057885036982977756,0.0912209109724999,-0.06298499096817234,0.13259245123645938,0.13222754289566133,0.29461364347923796,-0.34864711025099704,-0.6549794095431912,-0.021181089352807707
ppg_infra_signal_energy,0.33499399095431354,-0.22209544696268801,0.053579069457283725,0.025652891688386983,-0.048218527396321396,0.10586830111994067,0.14573358221070684,-0.001662305406276093,-0.05433476235704758,-0.1401309894883009,-0.03873454138129314,0.16730923494248115,0.3548460484459442,0.20003590726716794,0.6380254650814787,-0.007268702787403038,-0.07228821334366642,-0.41203979718818085,-0.0024292677657456268,-0.000538224294344969
ppg_infra_impulse_factor,0.2026517221442249,0.40340256791533574,0.03062949704420217,-0.013823735535176374,0.03697265798932102,0.05886487979810146,0.13902713041839945,0.04914378294005723,-0.12161332734324579,-0.08615317404980603,0.013889418443156568,-0.08247376417372594,-0.09285325351861373,-0.07230447737537649,0.053318392760960974,0.008692705111297085,0.0771863865392272,-0.026667606969751862,0.019941701864529187,0.8458439704079321
ppg_infra_p90,0.3467705636332418,-0.21713688106533138,0.01674755994352598,0.0724818158411427,0.06760747544750349,0.0013258950147111003,0.12309501445600073,0.03097945587677748,0.014473449034226864,-0.17944975488797518,-0.27303875834126257,0.03747052658174985,-0.0740646608307294,0.041258524437172234,-0.11540757852115867,-0.15023329077275765,-0.2801416951914563,0.3746700266758645,-0.6588283589122859,0.04503913928147725
ppg_infra_mad,0.3334894689119427,-0.23572353399803675,0.015875952724520432,0.022300523364899634,-0.035137059598070286,0.08002104643834637,0.12006129827584622,-0.001577969449568353,0.12161835636317929,-0.24935809306129608,-0.051404296542150535,0.1087343155745812,-0.07753945747232063,-0.24292884428808317,-0.23011240728439625,0.28799384158292346,0.7109800317459211,-0.08413282438932441,-0.013926671755413811,-0.07276506375924612
ppg_infra_ddx_kurtosis,0.2826218166425891,0.12113787240423925,-0.08419865311646467,-0.019818607362520266,0.015796231367853766,-0.27278970910763545,-0.35594732995261646,-0.022823552173131534,0.5278572937419984,-0.05851260411901641,-0.06749785552627743,-0.5804438522488787,0.25295644390960464,0.07282426239557295,0.042038589453645366,0.015296368629115443,0.032974947766929365,-0.012280070791944278,0.00459453403815372,-0.002506692863368331
ppg_infra_clearance_factor,0.1251550098251815,0.31346472651416357,-0.025432077213135233,-0.011145721372059325,0.03400157188822808,0.271643762613524,0.5335208247014496,0.13234557903425578,0.30013902318895913,0.22926646715437196,0.014286079519167076,-0.15785209561168675,-0.06295582250923654,-0.44208532066686107,0.17989428001608473,0.03690386090686323,-0.15758035270371876,0.03682253372609654,0.00782758124875941,-0.28470236133202953
ppg_infra_shape_factor,0.19657150243226398,0.38127307032314967,0.013483031848599902,-0.011112363389409765,0.05748166907760998,0.05765936880228916,0.1590275393973127,0.08443444525395705,-0.09254455613559502,-0.07938582173805207,0.021346195562976202,-0.11029427908334351,-0.3898999451659955,0.6639789522347032,-0.04219411501647364,-0.13052907165475974,0.1911626451058465,-0.09775847203937181,-0.013857144604569435,-0.3019111601517659
ppg_infra_ddx_std,0.3541814921477498,-0.1678870989459375,0.09944382049270714,0.031230912599113692,-0.015184808885501576,0.005027342048358687,-0.06352581492984283,-0.008591044427915154,-0.1780075255948645,0.30590426273479354,0.1206100293095938,-0.15713453642877076,-0.13183258934219586,-0.10867363223813106,-0.4457014932298287,0.007247276358351146,-0.31266763735377645,-0.583315288782233,-0.026142200527300038,0.006655553842146686
ppg_infra_tke_std,0.31088328156054246,-0.1425605182697754,0.11753451350304006,0.02157429344362016,-0.03554121113823737,0.008004775012585313,-0.10345774103037828,0.00535896407797595,-0.3031360432996798,0.6410304882846799,0.15630211713653458,-0.13947652720376458,0.06236811999454027,0.058751193580651354,0.2119368604553147,0.011767729770520518,0.2696926314024869,0.42919676490494446,0.025530551698735356,-0.0004572060291353837
ppg_infra_kurtosis,0.1662577947033445,0.3997037506595504,0.00030028018694208236,-0.022267153369789055,0.056424961401424376,0.0028435194972080283,0.06514703304594921,0.06315102094967409,-0.13633328207116083,0.0009937963433794387,0.06722432164523152,0.28056343504796477,0.709917206544406,0.08088911000733064,-0.39984656772840427,0.05599036551356187,-0.016557428831104913,0.09415684289269693,-0.006464051651549871,-0.12701755568736492
ppg_infra_skew,-0.010354789849173644,-0.16429844599654345,0.08445666235792323,-0.13327388832093792,0.595094598367655,-0.4594196621184426,0.15721621844237552,0.5148565340225326,-0.05220095585606994,-0.09012495991574601,0.2712297056497382,-0.009210757723996127,-0.011120574810943955,-0.05754920092470972,0.05243026617051292,-0.004986659123542129,0.0049795001164383125,-0.000415512677448924,0.047134928416027545,-0.007201292535240531
ppg_infra_median,-0.02760190342127026,0.036842616686188316,-0.09341978482322721,0.5988538653776636,-0.29866506723118047,0.044656909379712124,-0.1022452458851009,0.2673853657200338,0.08035468985337176,-0.13911153051163588,0.6210154612580328,0.016715812633429653,-0.01500901643401132,-0.017980534621568255,0.03969188394132477,-0.00999783729054785,-0.006026731855663659,0.019400882626218974,-0.20734248023534332,0.002711850168771163
ppg_infra_zcr,-0.06987049037491744,0.05142356316031805,0.6801004641177595,0.09594239167229363,-0.018475164466230383,-0.009007012540581654,-0.0054267580873394936,-0.012972768028946622,0.12686956304628902,-0.02407995676941752,-0.018265408050060158,0.004277037875059444,-0.05684196616809887,0.16957499677526838,0.019118897559221838,0.6517998585425929,-0.1943847335826173,0.08842882174846992,-0.0136067323695372,0.009939726980805341
ppg_infra_ddx_mean,0.0016479115522626188,-0.004731488635863857,0.060132031807671654,-0.4228391292809361,-0.4980643727617791,0.11165828389872709,-0.19385180461348167,0.699142203095417,-0.01842285284871755,-0.011179747481357397,-0.1686326780387952,0.023439066780319828,-0.016889805738504373,-0.016689293892798787,-0.009704512648662456,-0.004545698107423426,-0.01926749640171536,-0.0015642934635844083,-0.012131984648255479,-0.0013442916431417203
ppg_infra_mean_cross_rate,-0.06624292497280175,0.040972030578280305,0.6817056440113927,0.0970550649421446,-0.032268027351005736,-0.004261323958963816,-0.01668881040700777,-0.03146912129145189,0.13550084120914493,-0.022356641742178968,-0.026949226243203415,0.024002098250587682,0.07780091442457306,-0.14158766783074142,-0.038944729753421906,-0.6535342550882961,0.19434468452610232,-0.0669788795783587,0.009802202827071036,-0.014971877338388498
ppg_infra_dx_mean,0.0006565995820016023,-0.013845384995216032,0.009610597475770456,0.03702123805010686,0.5210280053746668,0.7076179526069323,-0.44265018584984006,0.15964935640537598,0.04891018615086133,-0.04437813073749474,0.007504317591421044,-0.0066445339108051876,0.008837322057182512,-0.005095256140821775,0.011349191861807932,-0.0010440334535756666,-0.00366046460370488,0.003802470397271209,-0.0007360364021327985,0.00020559789493168281
ppg_infra_trim_mean_10,0.003123314514061784,0.009182925122868986,-0.07717540682408201,0.6436614162715288,0.05182423811356744,-0.11616288444707228,0.007643568009224231,0.31374453879937136,-0.09732995082354992,0.10548591166373933,-0.5950696312786755,0.004176991614687565,0.005637112414601232,-0.005362413565739782,-0.029071761243692325,0.008266587867193496,-0.0023545477824261627,-0.016500839648671436,0.29829987329917923,-0.003980818638400363
