feature,pca_energy_score
ppg_green_tke_std,0.20558829016330865
ppg_green_shape_factor,0.20135749124695285
ppg_green_iqr,0.19882133835290217
ppg_green_diff_std,0.194263996067854
ppg_green_std,0.18886241710593044
ppg_green_tke_p95_abs,0.1874673510107823
ppg_green_dx_kurtosis,0.18626585495364398
ppg_green_p90,0.1848910684810322
ppg_green_crest_factor,0.18381707016005777
ppg_green_ddx_kurtosis,0.17275084734139107
ppg_green_diff_mean_abs,0.17193564967435604
ppg_green_min,0.1645037910830664
ppg_green_skew,0.16201169390272585
ppg_green_mean_cross_rate,0.1507964519767993
ppg_green_ddx_mean,0.14821615700231455
ppg_green_kurtosis,0.13233817985701196
ppg_green_diff_mean,0.11435815031424201
