,ppg_green_mean,ppg_green_std,ppg_green_min,ppg_green_max,ppg_green_range,ppg_green_median,ppg_green_iqr,ppg_green_mad,ppg_green_skew,ppg_green_kurtosis,ppg_green_diff_mean,ppg_green_diff_std,ppg_green_diff_mean_abs,ppg_green_diff_rms,ppg_green_signal_rms,ppg_green_signal_energy,ppg_green_p1,ppg_green_p5,ppg_green_p10,ppg_green_p90,ppg_green_p95,ppg_green_p99,ppg_green_p90_p10,ppg_green_p95_p5,ppg_green_p99_p1,ppg_green_trim_mean_10,ppg_green_mean_abs,ppg_green_rms,ppg_green_crest_factor,ppg_green_shape_factor,ppg_green_impulse_factor,ppg_green_clearance_factor,ppg_green_mean_cross_rate,ppg_green_tke_mean,ppg_green_tke_std,ppg_green_tke_mean_abs,ppg_green_tke_p95_abs,ppg_green_dx_mean,ppg_green_dx_std,ppg_green_ddx_mean,ppg_green_ddx_std,ppg_green_dx_kurtosis,ppg_green_ddx_kurtosis
ppg_green_mean,0.0,0.277828687019836,0.9835031819936088,0.9760320309636854,0.28492613554407376,0.9989761317962526,0.2770999328228656,0.2944509178416541,0.1094509155465387,0.01998703629514679,0.013068480106179324,0.14319571061235012,0.33001477557572234,0.14995859818397947,0.999953516167178,0.9924804943218853,0.9840681872818324,0.9861652947825015,0.9894578875128012,0.9817083969071303,0.9796382653659083,0.977309546250916,0.26922553015170314,0.2774462968916,0.28549300409065154,0.9999925625805909,1.0,0.999953516167178,0.15193764981434363,0.05002769534271553,0.14641394133404612,0.1441683243718856,0.17939867625035705,0.013335468227153232,0.010351785341567091,0.013335468227153232,0.3438559523414709,0.013068480106179324,0.14319571061235012,0.07392439635772896,0.07583725879321712,0.016711032707856274,0.09827401702741391
ppg_green_std,0.277828687019836,0.0,0.11329574834976765,0.4663259873537091,0.9877271691925192,0.26922913168492574,0.8588024889607349,0.828136224717162,0.030434830564334707,0.06542933372587688,0.05272963693979743,0.6672855785807175,0.8633001841075265,0.6996079313636978,0.28455067819728613,0.2713488330631825,0.11576212175446557,0.12498903374307464,0.1444942504317347,0.44349035725987423,0.4538211968384553,0.46256710192971395,0.9932881679400188,0.9933994185970219,0.9898368764779186,0.27811105755395166,0.2778286870198361,0.28455067819728613,0.9254585987159194,0.7126412600420224,0.9208891956085499,0.9188017369431906,0.08193606754550034,0.4698445339728905,0.4634027765069454,0.4698445339728905,0.8075834642673014,0.05272963693979743,0.6672855785807175,0.031017171148469618,0.5523960963271414,0.2387408807109011,0.293306568342551
ppg_green_min,0.9835031819936088,0.11329574834976765,0.0,0.929872762101311,0.12097839956634382,0.9816914658953739,0.12771020821776016,0.14942205855289978,0.07633773773806322,0.001959692533636601,0.01764378253046632,0.05313264929996195,0.19212371298599254,0.05365633721479589,0.982521564469496,0.9768975937362777,0.9999796990384082,0.9996270877990671,0.9985090005592283,0.9393794184833684,0.9354989292014264,0.9316651758066454,0.1085992544902063,0.11406092609414087,0.12106872082859252,0.9833151763516126,0.9835031819936088,0.982521564469496,0.013200693003461736,0.04741247016391035,0.009263588494127182,0.0076574906831429765,0.19883769195287324,0.03901911820561702,0.04082520949591937,0.03901911820561702,0.20963259392005662,0.01764378253046632,0.05313264929996195,0.0673225623784782,0.0082435980052081,0.018626673135831134,0.04835775103554899
ppg_green_max,0.9760320309636854,0.4663259873537091,0.929872762101311,0.0,0.47767377570075703,0.9708992045386997,0.4080361842852317,0.42152311803716297,0.051205251683572234,0.054803124847428934,0.0017380959756676795,0.31346669189540954,0.5031047543351258,0.32515152853033724,0.9777325750857393,0.9678236145095516,0.9308989657579173,0.9344947564186994,0.9414310892136086,0.9987330984042866,0.9995113959702384,0.999962362433378,0.46173177054663594,0.4698743737522196,0.4776507043103491,0.9759851716213054,0.9760320309636854,0.9777325750857393,0.36197578406441483,0.23024973439071045,0.3572393809849788,0.35517828485782077,0.1612809434619522,0.1578453690555287,0.15383293974418222,0.1578453690555287,0.49581451483554667,0.0017380959756676795,0.31346669189540954,0.046881901485083886,0.23116840939630043,0.08149366351214762,0.15336465335175173
ppg_green_range,0.28492613554407376,0.9877271691925192,0.12097839956634382,0.47767377570075703,0.0,0.2754027744832122,0.7960204576044282,0.7805622213014942,0.044134868991968564,0.14319548586998387,0.0468250248822104,0.7189419898300266,0.8987183649045969,0.7492205986476167,0.2918589193056206,0.27855214687044494,0.12379588853257194,0.13434049155737685,0.15572692208379807,0.4515524462216232,0.46291952488175253,0.4732917551291781,0.9865462775222944,0.9954744693839839,0.9997220502029641,0.28524867110523017,0.2849261355440737,0.2918589193056206,0.9451957124862207,0.7345092283346355,0.9418176615501251,0.9400917220627097,0.03965944753188609,0.5190961605814973,0.5125825376315192,0.5190961605814973,0.8372341338719146,0.0468250248822104,0.7189419898300266,0.03427143759662014,0.6040758400077212,0.26437694028386155,0.29834113859976175
ppg_green_median,0.9989761317962526,0.26922913168492574,0.9816914658953739,0.9708992045386997,0.2754027744832122,0.0,0.2763431717703695,0.294238650010491,0.1327220193149681,0.017659732626270443,0.013272893678313271,0.12685276480959512,0.31906654593620576,0.13375468682534117,0.9987852280956673,0.9915467056669832,0.9822672779628364,0.9844927304412948,0.9879143442440433,0.9771696935128357,0.9748439935351243,0.9723063044566176,0.2592468396908172,0.26786956106818155,0.2761268454417021,0.9990178016640444,0.9989761317962526,0.9987852280956673,0.13262520459556698,0.03462695720589837,0.12698979158180715,0.12473056504644357,0.17805514994697394,0.0031616257498279943,0.006138893554462399,0.0031616257498279943,0.33571553034939383,0.013272893678313271,0.12685276480959512,0.07943660320188604,0.0594133867691026,0.009947808505074502,0.09583469681450164
ppg_green_iqr,0.2770999328228656,0.8588024889607349,0.12771020821776016,0.4080361842852317,0.7960204576044282,0.2763431717703695,0.0,0.9558626702278209,0.02429298366860722,0.09393686247780655,0.009613106020702348,0.24618999126829963,0.6352651373499663,0.2848675423554928,0.28012788803246563,0.26623197557873096,0.1293762915088944,0.13719572657453957,0.14956425251977543,0.3900074033812447,0.400048531996661,0.40713958005445994,0.8086802165420125,0.8052834366617121,0.804109127721772,0.27685365180918814,0.27709993282286566,0.28012788803246563,0.6858764852484365,0.3319110682709811,0.66524951201807,0.65727754852609,0.127798426724912,0.016844615551888115,0.010160624626798889,0.016844615551888115,0.6536723685172573,0.009613106020702348,0.24618999126829963,0.01942909519064718,0.10752023408125154,0.0999391762658284,0.2691864181226958
ppg_green_mad,0.2944509178416541,0.828136224717162,0.14942205855289978,0.42152311803716297,0.7805622213014942,0.294238650010491,0.9558626702278209,0.0,0.024886831867126334,0.09529301965482602,0.029102003612367665,0.2452975367097572,0.6376749636840429,0.28334513846998566,0.2973190394481633,0.28283988503145147,0.15109059523495783,0.1589326758524461,0.17139490588280318,0.4028191991308624,0.41322481602345507,0.4206013465245937,0.7864967528883757,0.7869334120594703,0.7881162026708636,0.29416447285586916,0.2944509178416541,0.2973190394481633,0.6686357354322471,0.3151580224852106,0.6482789980186789,0.6403680432759378,0.09622784090520846,0.021246547213528404,0.014570567449672922,0.021246547213528404,0.6362571099787881,0.029102003612367665,0.2452975367097572,0.0374612071746671,0.111057049448811,0.08067415423868857,0.24986600045012683
ppg_green_skew,0.1094509155465387,0.030434830564334707,0.07633773773806322,0.051205251683572234,0.044134868991968564,0.1327220193149681,0.02429298366860722,0.024886831867126334,0.0,0.20419354457768848,0.030252657773435766,0.10199933736787672,0.07829602473958304,0.09941940160668525,0.10856469611356666,0.11049149977492069,0.07754325390329327,0.08330524469639056,0.09329554703812824,0.07339541792710105,0.06360749722008338,0.05389717622520796,0.03554590606594764,0.03221664105221079,0.0410891095005089,0.11168728404704151,0.10945091554653869,0.10856469611356666,0.25912467883870305,0.08972783039415669,0.25216225173997664,0.24904315398116902,0.13223962696289132,0.0931013844716879,0.0929383825009934,0.0931013844716879,0.08882666203254536,0.030252657773435766,0.10199933736787672,0.22693416848978046,0.09126968231472454,0.09579213753627139,0.11438654692155897
ppg_green_kurtosis,0.01998703629514679,0.06542933372587688,0.001959692533636601,0.054803124847428934,0.14319548586998387,0.017659732626270443,0.09393686247780655,0.09529301965482602,0.20419354457768848,0.0,0.08514737177446119,0.15880857184434571,0.1597465344546531,0.15768078860462148,0.020609093724172776,0.029446324071461274,0.003278770121949281,0.0085157686992569,0.01799722236289487,0.03094975432757534,0.038739944076180824,0.05149071490516721,0.046515281219131045,0.09041355429324283,0.13364489970366009,0.019714375475990004,0.019987036295146754,0.020609093724172776,0.18320669237578294,0.06599956379536329,0.17882975169459084,0.17680825580670978,0.3088453913035749,0.08880931493543553,0.08824793178680336,0.08880931493543553,0.22964487664214547,0.08514737177446119,0.15880857184434571,0.12474521549661804,0.1202129657964967,0.2845571880224915,0.2230584733037811
