,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
ppg_green_std,0.3631306668641265,-0.0743423979162691,-0.16460493178071026,-0.21952571822257214,-0.049792272596864424,0.002689005965832954,-0.049943838227546326,0.02514783370462587,0.0671062593159228,0.14216091811908463,0.1879911972642096,-0.06739443439241698,-0.03271443030188629,0.3209977316874612,-0.7165584084787681,0.09239078860508244,-0.3016823419623998
ppg_green_min,0.07561531795734726,-0.5660597807547522,0.1006064534459211,0.3381414171064522,-0.009847823473629563,0.11539921912338034,0.2828166486595533,-0.060839279926946835,0.07990449883182457,-0.0038080444009853578,0.006388144763614714,0.009390906225950176,-0.025636045443681758,-0.10442694161367731,0.18736784026696748,0.10553778691818735,-0.6228654630642138
ppg_green_iqr,0.25404683937649064,-0.24017076109544505,-0.18711372379934615,-0.47555587233800606,-0.09680939603769899,0.026185884855274816,-0.0762424442103183,-0.0058900211081270035,-0.017784196991719032,0.16855485803703155,0.361353424590409,0.47018923505830995,0.1534166159367572,-0.3706207889833764,0.23356151010327347,-0.034410323174111704,0.06078819392365985
ppg_green_skew,0.05451314214601155,0.18524472615781748,0.26972379116932504,-0.046672889635782866,-0.484108164614392,-0.06545371367981064,0.24684357959032638,-0.7446362345822689,-0.028523259071451097,-0.06583109375055259,0.003721565327363246,0.1461354574242373,0.02155454990951172,0.059902865263938884,-0.05551834708238229,-0.003852658160606157,0.0075389251179945145
ppg_green_kurtosis,0.07921163907074712,0.09788196565566332,0.4893378238216566,0.060224238431072066,-0.1257262945209625,-0.029283084826008166,-0.25986758357466466,0.17892387820336422,0.7627867322933404,0.16130816311732601,0.03214583844107743,0.10837723277311495,0.05720420439782119,-0.003943901209795338,0.029217700777385423,-0.008261909124610433,-0.0019865650026810035
ppg_green_diff_mean,0.04117570186122473,0.0887454222409065,0.07549576563310458,0.046032476875650784,0.0026728421695603488,0.934208465947491,-0.28720396040340723,-0.1287937791015375,-0.0979173546303174,-0.0006515714032775331,0.016309102162966698,-0.0210872110041781,0.01976283771201635,-0.0018804191639914668,-0.006767420078676319,-0.006687868421112345,0.0003691316913679419
ppg_green_diff_std,0.3466146404734091,0.20047831638534255,-0.047690493162365434,0.29103332868266135,0.07583450246404473,-0.036977714932670255,0.012255317395947594,0.030837942159387673,-0.051333211284614065,-0.09156247436059518,-0.15604836502936711,0.1673290731301053,0.23852524184209187,-0.252105364317243,-0.0917158589529661,0.7319422067938868,0.12845646991104823
ppg_green_diff_mean_abs,0.37336856475050945,-0.07328317150162161,-0.013427831620252375,-0.014049142122712252,-0.05706003315151443,-0.08115481553022331,-0.19458747545146343,0.03434092944569739,-0.09183205041454993,-0.2611212275289178,-0.26049043434607877,-0.036158720355948665,0.6190493755825386,0.38101068446593117,0.23917954283196616,-0.2614776363253183,-0.07882544375128571
ppg_green_p90,0.19550960363769726,-0.5282328091284965,0.03302964952815655,0.25199988916777527,-0.011235976902304533,0.09860417997500609,0.22965611403232836,-0.03474004831525879,0.09914894436999885,0.04157620902657901,0.04885731267411768,-0.053605625610821155,-0.00021663287591462007,0.11111475586043566,-0.16917189912783653,-0.11230625330188598,0.6956689607074124
ppg_green_crest_factor,0.3716498821558894,0.07963243725378068,-0.07402709727536189,-0.12918117116537559,-0.14620917017071755,-0.028788371129015892,0.004044918031285555,-0.08197173898435157,0.089524237518438,0.08439873184407552,0.10613679991447988,-0.7909952620016498,-0.06945829809665238,-0.3050666073848674,0.23025458115858927,0.02802090952944878,0.025630866765104825
