PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3728032080198464,0.3728032080198464
PC2,0.12553123905384928,0.4983344470736957
PC3,0.10735193671950127,0.605686383793197
PC4,0.08603413024779079,0.6917205140409878
PC5,0.07303931084370605,0.7647598248846939
PC6,0.058272962979965155,0.823032787864659
PC7,0.05382818512815178,0.8768609729928108
PC8,0.0443222271725328,0.9211832001653436
PC9,0.038554326669584305,0.959737526834928
PC10,0.019895997271837072,0.9796335241067651
PC11,0.013992748548781053,0.9936262726555461
PC12,0.0029727767266805706,0.9965990493822268
PC13,0.0015933001555118878,0.9981923495377386
PC14,0.0009231523231574421,0.999115501860896
PC15,0.0007574156261045197,0.9998729174870006
PC16,0.00011097132450478077,0.9999838888115054
PC17,1.6111188494909987e-05,1.0000000000000002
