feature,reason,value
ppg_green_tke_mean_abs,|corr|>=0.95,1.0
ppg_green_dx_mean,|corr|>=0.95,1.0
ppg_green_mean,|corr|>=0.95,1.0
ppg_green_dx_std,|corr|>=0.95,1.0
ppg_green_signal_rms,|corr|>=0.95,1.0
ppg_green_trim_mean_10,|corr|>=0.95,0.9999925625805909
ppg_green_p1,|corr|>=0.95,0.9999796990384082
ppg_green_max,|corr|>=0.95,0.999962362433378
ppg_green_rms,|corr|>=0.95,0.999953516167178
ppg_green_tke_mean,|corr|>=0.95,0.9999433277906682
ppg_green_clearance_factor,|corr|>=0.95,0.9998364764466602
ppg_green_range,|corr|>=0.95,0.9997220502029641
ppg_green_p99,|corr|>=0.95,0.9996855583195292
ppg_green_p95,|corr|>=0.95,0.9996818398617346
ppg_green_p5,|corr|>=0.95,0.9996270877990671
ppg_green_mean_abs,|corr|>=0.95,0.9989761317962526
ppg_green_impulse_factor,|corr|>=0.95,0.9989161330241355
ppg_green_diff_rms,|corr|>=0.95,0.9985448856583955
ppg_green_p10,|corr|>=0.95,0.9985090005592283
ppg_green_p99_p1,|corr|>=0.95,0.9966883989961315
ppg_green_p95_p5,|corr|>=0.95,0.9953547760168254
ppg_green_p90_p10,|corr|>=0.95,0.9932881679400188
ppg_green_signal_energy,|corr|>=0.95,0.9915467056669832
ppg_green_median,|corr|>=0.95,0.9816914658953739
ppg_green_ddx_std,|corr|>=0.95,0.9789757214695717
ppg_green_mad,|corr|>=0.95,0.9558626702278209
