PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3818893643277166,0.3818893643277166
PC2,0.19555518000451028,0.5774445443322269
PC3,0.11222408381359592,0.6896686281458229
PC4,0.08489703697207972,0.7745656651179026
PC5,0.05856868306688099,0.8331343481847836
PC6,0.04962755787354176,0.8827619060583254
PC7,0.037114976329510815,0.9198768823878362
PC8,0.02167681456299067,0.9415536969508268
PC9,0.01323456752222799,0.9547882644730548
PC10,0.009040549019381982,0.9638288134924368
PC11,0.008176048803323477,0.9720048622957602
PC12,0.007485432670883117,0.9794902949666433
PC13,0.007179634985981589,0.9866699299526249
PC14,0.006040956593073311,0.9927108865456983
PC15,0.002800820060708108,0.9955117066064064
PC16,0.0018380246150656895,0.9973497312214721
PC17,0.0012641190460448456,0.9986138502675169
PC18,0.0006086916930531568,0.99922254196057
PC19,0.0003240572528822165,0.9995465992134522
PC20,0.0002273617603728621,0.9997739609738251
PC21,0.0001354867497620844,0.9999094477235871
PC22,9.05522764127914e-05,0.9999999999999999
