,ppg_infra_mean,ppg_infra_std,ppg_infra_min,ppg_infra_max,ppg_infra_range,ppg_infra_median,ppg_infra_iqr,ppg_infra_mad,ppg_infra_skew,ppg_infra_kurtosis,ppg_infra_diff_mean,ppg_infra_diff_std,ppg_infra_diff_mean_abs,ppg_infra_diff_rms,ppg_infra_signal_rms,ppg_infra_signal_energy,ppg_infra_zcr,ppg_infra_p1,ppg_infra_p5,ppg_infra_p10,ppg_infra_p90,ppg_infra_p95,ppg_infra_p99,ppg_infra_p90_p10,ppg_infra_p95_p5,ppg_infra_p99_p1,ppg_infra_trim_mean_10,ppg_infra_mean_abs,ppg_infra_rms,ppg_infra_crest_factor,ppg_infra_shape_factor,ppg_infra_impulse_factor,ppg_infra_clearance_factor,ppg_infra_mean_cross_rate,ppg_infra_tke_mean,ppg_infra_tke_std,ppg_infra_tke_mean_abs,ppg_infra_tke_p95_abs,ppg_infra_dx_mean,ppg_infra_dx_std,ppg_infra_ddx_mean,ppg_infra_ddx_std,ppg_infra_dx_kurtosis,ppg_infra_ddx_kurtosis
ppg_infra_mean,0.0,0.4186608164316581,0.39150518131216555,0.5037617869031054,0.47041986819238046,0.7096186857045678,0.276588622123944,0.3014300134172707,0.06321927870231153,0.08548386975961572,0.30192808656546694,0.454115456433517,0.4027625830308568,0.4562981979602483,0.41132748710386186,0.5185637471682875,0.017376379775488053,0.39134287071639623,0.39217784943080575,0.33672597093811213,0.43510053051394054,0.4337556659115265,0.5054824381326181,0.3826694995574169,0.4180505795206551,0.4650209790480005,0.8501621509188982,0.38450524226702815,0.41132748710386186,0.08338721470644749,0.09231873030921192,0.09674653248672686,0.1043585009113283,0.013043753652618334,0.4697741161112826,0.4560206233786222,0.4697741161112826,0.44704705684783846,0.30192808656546694,0.454115456433517,0.117491653792503,0.4106747487612598,0.1222423184829108,0.05944170108079615
ppg_infra_std,0.4186608164316581,0.0,0.9617870583414523,0.9521193719900857,0.9914590482917351,0.6932356547036609,0.9416494967052039,0.9483438050594323,0.046589835678520375,0.05917815289433214,0.5610531771690986,0.946886131757766,0.9474350938754752,0.9498720159789907,0.9998797253163042,0.8980656731525497,0.019309319238677444,0.9643376808370334,0.974896164935414,0.9896601197380147,0.9625633891983294,0.9639848405638658,0.9671407328178014,0.9934734668286286,0.9949508178759343,0.9933324066511391,0.2989161253413425,0.9965596298752297,0.9998797253163042,0.13457081334923984,0.10813690355431893,0.12048812851605521,0.11020887569229378,0.0038343301341430304,0.7880307639873446,0.7588096761819523,0.7880307639873446,0.9740254666557293,0.5610531771690986,0.946886131757766,0.45671042252797567,0.7925392944921194,0.15128367963190095,0.18033589976340555
ppg_infra_min,0.39150518131216555,0.9617870583414523,0.0,0.8594498129355516,0.9557850723026335,0.7332439249794037,0.8442827041259007,0.865091227024379,0.046014086407317044,0.07845242010635774,0.39562464046855045,0.9786233896454116,0.9539207231018562,0.9789167053296087,0.9613312148962616,0.9025812440930944,0.0030350834146202696,0.9994385142640538,0.9922882582750692,0.9477351254587923,0.9142650737356522,0.88676222910688,0.886723449299361,0.948266003839767,0.9761274407640582,0.9661426029095548,0.40783285276969655,0.9499313079569508,0.9613312148962616,0.14643396000336928,0.1207514655558349,0.12999321318433912,0.11702368728082659,0.025071720540698565,0.8847700971161246,0.867584421551715,0.8847700971161246,0.9482200470486193,0.39562464046855045,0.9786233896454116,0.2800988433913055,0.9036475086729251,0.1764904063833889,0.18914690095925432
ppg_infra_max,0.5037617869031054,0.9521193719900857,0.8594498129355516,0.0,0.9717818320182986,0.6693456957691546,0.9037224264372605,0.8953136744206206,0.11665340587041091,0.10230043154991261,0.7274990361696798,0.8621981570321898,0.8574103067411387,0.8679892970940375,0.9506800211277058,0.8966816086385574,0.009035820921141873,0.8634504442212012,0.8863603626146417,0.935756768413216,0.8885662993557513,0.9326035375945366,0.9977201700841599,0.930412127986371,0.9263484879812776,0.9616004773645153,0.24275526255519217,0.9410081704305804,0.9506800211277058,0.17249126645695792,0.13841507038582268,0.1619498655515548,0.154185006240325,0.006602556649645673,0.7027184742935322,0.6635724642464995,0.7027184742935322,0.9376108919109784,0.7274990361696798,0.8621981570321898,0.6255557337966724,0.654808123008664,0.15367449536647987,0.15250439281630723
ppg_infra_range,0.47041986819238046,0.9914590482917351,0.9557850723026335,0.9717818320182986,0.0,0.7233489951596314,0.9094024129461322,0.9141667320969401,0.04587054585384295,0.09504431306103148,0.6010196823958123,0.9475026294973974,0.933350514340139,0.9509691713120102,0.9904207687906011,0.9322518254165204,0.006598036280745118,0.9578272573898128,0.9677064035521352,0.9755631984748676,0.9329747259432659,0.9456159518650918,0.9830547152940184,0.9727337844260806,0.9832517934998515,0.99892249534869,0.3278163549445374,0.9795972694882743,0.9904207687906011,0.16678705557346474,0.13533547663146858,0.15313748204257888,0.14268669412131435,0.015366262771595208,0.8124613343434466,0.782013983368953,0.8124613343434466,0.9768534821072337,0.6010196823958123,0.9475026294973974,0.48907481548238574,0.7936123495227424,0.1698315047186878,0.174998251766342
ppg_infra_median,0.7096186857045678,0.6932356547036609,0.7332439249794037,0.6693456957691546,0.7233489951596314,0.0,0.5343281970067363,0.5476882058088774,0.2121739844437567,0.04234253646001616,0.3791613515826592,0.7211904952781528,0.648043062791406,0.7223841253972191,0.6901504609817847,0.7989207015825416,0.017801635671029336,0.7355071607581204,0.7414936364190029,0.6809737193673454,0.6024106053733171,0.5803891772255222,0.6814679916757508,0.6587346498004271,0.6975583459470062,0.7268433227050812,0.674195931573118,0.6629417636381265,0.6901504609817847,0.05169906937347497,0.046437728608169984,0.04892819855514061,0.04444916928795907,0.0041055307822143745,0.7707906517933313,0.7572369368215374,0.7707906517933313,0.6844699593542546,0.3791613515826592,0.7211904952781528,0.1974334495608545,0.6793417330995101,0.13146772444925475,0.05086440026675539
ppg_infra_iqr,0.276588622123944,0.9416494967052039,0.8442827041259007,0.9037224264372605,0.9094024129461322,0.5343281970067363,0.0,0.9915332186486401,0.06178328237196948,0.016162792439976217,0.6190432049832026,0.8194415296493712,0.8705916227432787,0.8240549420641292,0.9431950972950824,0.7472728705836764,0.033909302295800525,0.8480995574746917,0.8679169293314127,0.9492163814895137,0.9338252381927985,0.9450425315473434,0.9087271710074695,0.9572716233076488,0.9194078860627921,0.9054654112062699,0.08788508750003515,0.962631083851939,0.9431950972950824,0.07833412617542018,0.012961297686490505,0.04878561004332625,0.03217471511550512,0.015167323765277428,0.5692923269558539,0.5322712522552937,0.5692923269558539,0.8995351075470156,0.6190432049832026,0.8194415296493712,0.5472141014767227,0.6010507437629398,0.09294505302422967,0.16909244334809528
ppg_infra_mad,0.3014300134172707,0.9483438050594323,0.865091227024379,0.8953136744206206,0.9141667320969401,0.5476882058088774,0.9915332186486401,0.0,0.06600400964799377,0.013339769516801764,0.5728771798720119,0.8449721677108439,0.8966000680524117,0.8488639037916118,0.9493585502656953,0.7481840422031213,0.021089180110284263,0.8681549435199838,0.8836406525839859,0.9510223827688894,0.951933866599829,0.9548535831852022,0.9046106597871095,0.9658698624914984,0.9332329792495473,0.9128485542281047,0.14193416201761147,0.9677956311194451,0.9493585502656953,0.08192375523009238,0.022074482614468642,0.05362832388190486,0.037937302219024,0.0003889605489433592,0.5944930855376495,0.560117489756767,0.5944930855376495,0.9103006779250274,0.5728771798720119,0.8449721677108439,0.4969856873684005,0.6428622626893363,0.09385756959961458,0.1790880848351915
ppg_infra_skew,0.06321927870231153,0.046589835678520375,0.046014086407317044,0.11665340587041091,0.04587054585384295,0.2121739844437567,0.06178328237196948,0.06600400964799377,0.0,0.008481165799902194,0.012748202478705426,0.027226900482574395,0.044931122662859306,0.028052865772747692,0.047511960709999294,0.005564728043453053,0.021245805810964236,0.043390462918158595,0.025580297869220645,0.003067248198586991,0.11564888894541311,0.15479258926698883,0.11607587144062687,0.049829566342355976,0.04364933827027488,0.04274249931541379,0.07710049074279168,0.0473142283566915,0.047511960709999294,0.003498647152659349,0.08252441282451581,0.04005231117817314,0.06295327492238341,0.003973038922845909,0.026676773327646605,0.030224234194292557,0.026676773327646605,0.04513538748664183,0.012748202478705426,0.027226900482574395,0.07870435082447319,0.0029028598859844944,0.08661577946171137,0.024829077554135864
ppg_infra_kurtosis,0.08548386975961572,0.05917815289433214,0.07845242010635774,0.10230043154991261,0.09504431306103148,0.04234253646001616,0.016162792439976217,0.013339769516801764,0.008481165799902194,0.0,0.022699545522871796,0.09326059046658283,0.06001614832684941,0.09401316837229103,0.059565089046555324,0.04813447035930448,0.0970789831029792,0.06644216965251885,0.039382349923511376,0.018720052058779277,0.027455224506399017,0.06315536535909255,0.09667857565869568,0.022629518958220914,0.04957160745713651,0.08490000889483089,0.05192346352718008,0.03047112210226363,0.059565089046555324,0.7988964896144294,0.7232347463801497,0.8814840311069685,0.8622536253388708,0.06238602648876454,0.04048810661238845,0.03954477825972672,0.04048810661238845,0.08591755093054008,0.022699545522871796,0.09326059046658283,0.044739740208262296,0.08310600552780055,0.6830289128013782,0.4739969281508936
