PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.38295809846556617,0.38295809846556617
PC2,0.126381878225558,0.5093399766911242
PC3,0.08498229144816541,0.5943222681392896
PC4,0.07475454418742995,0.6690768123267196
PC5,0.0713567151602438,0.7404335274869633
PC6,0.06482918298523663,0.8052627104722
PC7,0.06066318011600866,0.8659258905882087
PC8,0.047029248696040075,0.9129551392842488
PC9,0.03387001404283335,0.9468251533270822
PC10,0.02246760360761226,0.9692927569346944
PC11,0.011546828200099387,0.9808395851347937
PC12,0.010705692429086687,0.9915452775638804
PC13,0.004343635220331808,0.9958889127842122
PC14,0.002773556921108206,0.9986624697053205
PC15,0.0013375302946795982,1.0
