feature,pca_energy_score
ppg_green_tke_std,0.22511507063434832
ppg_green_ddx_kurtosis,0.22414294560014267
ppg_green_ddx_std,0.21384864897822312
ppg_green_dx_kurtosis,0.20667482965333353
ppg_green_mad,0.20595056873204792
ppg_green_clearance_factor,0.20024259025011049
ppg_green_p90_p10,0.19436607459804087
ppg_green_mean_cross_rate,0.18982592990424713
ppg_green_shape_factor,0.1858285427205359
ppg_green_kurtosis,0.18294157774343778
ppg_green_tke_p95_abs,0.17634363717476262
ppg_green_min,0.17607189066923734
ppg_green_skew,0.17590481420859905
ppg_green_ddx_mean,0.1422598995150057
ppg_green_diff_mean,0.11459840137052978
