,ppg_green_mean,ppg_green_std,ppg_green_min,ppg_green_max,ppg_green_range,ppg_green_median,ppg_green_iqr,ppg_green_mad,ppg_green_skew,ppg_green_kurtosis,ppg_green_diff_mean,ppg_green_diff_std,ppg_green_diff_mean_abs,ppg_green_diff_rms,ppg_green_signal_rms,ppg_green_signal_energy,ppg_green_p1,ppg_green_p5,ppg_green_p10,ppg_green_p90,ppg_green_p95,ppg_green_p99,ppg_green_p90_p10,ppg_green_p95_p5,ppg_green_p99_p1,ppg_green_trim_mean_10,ppg_green_mean_abs,ppg_green_rms,ppg_green_crest_factor,ppg_green_shape_factor,ppg_green_impulse_factor,ppg_green_clearance_factor,ppg_green_mean_cross_rate,ppg_green_tke_mean,ppg_green_tke_std,ppg_green_tke_mean_abs,ppg_green_tke_p95_abs,ppg_green_dx_mean,ppg_green_dx_std,ppg_green_ddx_mean,ppg_green_ddx_std,ppg_green_dx_kurtosis,ppg_green_ddx_kurtosis
ppg_green_mean,0.0,0.1724646474466841,0.9758863665977688,0.8942557500145741,0.18299108352618268,0.9955074160170101,0.23219181907101635,0.28709871395699516,0.1265726426620537,0.018961573187804052,0.0015284416281123475,0.03053232568717551,0.17408563836672752,0.03428937822581718,0.9990442794185778,0.9899919753176054,0.9766071899126394,0.979451782790136,0.9829318386729899,0.9261072491176624,0.9124841232728401,0.8991409904454502,0.1639479808357828,0.17635928027468054,0.1843004598017595,0.9999448803513283,1.0,0.9990442794185778,0.3306806928354174,0.1153127648759189,0.2981809654235113,0.2835002565041056,0.07346391102222187,0.037371680530834485,0.04198015795053411,0.037371680530834485,0.19128193744669192,0.0015284416281123475,0.03053232568717551,0.017229825938336146,0.00858592757729447,0.007483685472790936,0.1139213954761753
ppg_green_std,0.1724646474466841,0.0,0.35884948381191195,0.25985639016856427,0.9776179327003262,0.2341125455462615,0.8348042317832651,0.7022214859380035,0.17712877636437593,0.09110583484126948,0.1405545951479825,0.8862456243879496,0.9257099223995194,0.8916997340995523,0.13460929628743584,0.12069468328118367,0.3570557624732541,0.34897395706349293,0.3366678141757354,0.18946809790234195,0.2251841416978096,0.25233742571852424,0.9792888437026526,0.9850458571628047,0.9819774448705314,0.17476705351739907,0.1724646474466841,0.13460929628743584,0.8722740072533958,0.8405826109917469,0.8911052812701868,0.8950315544030916,0.11461869639583896,0.7800985115475245,0.7749368748497107,0.7800985115475245,0.7961080292104916,0.1405545951479825,0.8862456243879496,0.07353235419535928,0.8534565828705041,0.4822021667455298,0.3387486190599844
ppg_green_min,0.9758863665977688,0.35884948381191195,0.0,0.7991656169444685,0.36872635439894824,0.9784694999876205,0.40080653292821855,0.4418841677813241,0.1023550324883691,0.04233543912548584,0.0332735886522324,0.1805834272224136,0.34938110559312674,0.18580924663311224,0.9689247906540618,0.9589227096418239,0.9999600493182078,0.9993296762284346,0.9979770550292102,0.841819068433184,0.8226852101021289,0.8053601693837057,0.3458536250845338,0.36146137258086947,0.3701582752101407,0.9759307091402566,0.9758863665977688,0.9689247906540618,0.47213234097345563,0.24401103197634702,0.4403862454039167,0.4254226199662797,0.042760445144524144,0.08337357181318364,0.07701537998375897,0.08337357181318364,0.35064124529329915,0.0332735886522324,0.1805834272224136,0.025821640106455643,0.13187033292151468,0.082577984203489,0.18802484940997638
ppg_green_max,0.8942557500145741,0.25985639016856427,0.7991656169444685,0.0,0.2640819954948425,0.8602074088058076,0.07779722931417793,0.0175796151793123,0.027154005822612542,0.0789753699568522,0.036186543935183946,0.3931864215485774,0.2502429751696581,0.3913414201417065,0.9103643854794334,0.9084395033226884,0.8006802068152075,0.8066504848043339,0.8145607568265579,0.9824629704935125,0.9904350833474836,0.9989587215803488,0.25584290706925467,0.2551754658391635,0.26095239528246317,0.8922660827955463,0.8942557500145741,0.9103643854794334,0.10462762760856054,0.27094974890787693,0.14288066318491793,0.15761920006102623,0.0976211568851375,0.4071471078391742,0.41433285275261605,0.4071471078391742,0.17396874468719,0.036186543935183946,0.3931864215485774,0.06458078541972054,0.41968258546699017,0.2558997886888757,0.04759887903549135
ppg_green_range,0.18299108352618268,0.9776179327003262,0.36872635439894824,0.2640819954948425,0.0,0.23978702466990345,0.763409003205484,0.681831690611986,0.2062217342131907,0.190053361492093,0.10934613081174896,0.8977619135607783,0.9475597730611012,0.9032938464001741,0.14691116852137784,0.133839107529154,0.3663201407345261,0.35607644830776114,0.34167394489314395,0.1685245885969479,0.21155324186043306,0.25253245430981147,0.9505593754056535,0.9745703591806555,0.997458049204462,0.1861389879379657,0.18299108352618262,0.14691116852137784,0.9193430124891867,0.8105106404940133,0.9275586898644738,0.9263402952704282,0.08234772402727694,0.7633741664195279,0.7642840573942405,0.7633741664195279,0.8316337606794192,0.10934613081174896,0.8977619135607783,0.1412971734390678,0.8605731023673032,0.5282137775100564,0.375296765768653
ppg_green_median,0.9955074160170101,0.2341125455462615,0.9784694999876205,0.8602074088058076,0.23978702466990345,0.0,0.2751584030749335,0.30635303278971837,0.16296426851872017,0.024710355554702086,0.010157555915376822,0.09916205782721957,0.23044456435371596,0.10280870234183881,0.9913230969811447,0.9805068816780504,0.9791752362619391,0.9819947758934954,0.9854381252367207,0.8955383803338506,0.8800571008189048,0.8653549471527581,0.22436344391663465,0.23512986165738697,0.2416851806984475,0.9956774506170373,0.9955074160170104,0.9913230969811447,0.3853395767187272,0.1833523483004264,0.35725904875521974,0.3441951390632132,0.07179218778723832,0.03176228078837762,0.026760255892990425,0.03176228078837762,0.23411120413109743,0.010157555915376822,0.09916205782721957,0.01871496503440777,0.06139777912225889,0.02521159219940231,0.12643836507946463
ppg_green_iqr,0.23219181907101635,0.8348042317832651,0.40080653292821855,0.07779722931417793,0.763409003205484,0.2751584030749335,0.0,0.8441507018589504,0.08142706337522256,0.08277261547558842,0.18858292998588672,0.5539904631889542,0.6980728076104898,0.5616364799719231,0.20636143289978554,0.19214082697308518,0.39962676922910667,0.394046450668377,0.3854910507254862,0.036824981645622465,0.05228808908824329,0.07009571280987278,0.7931347270675128,0.773785560897381,0.7648568945740035,0.2327189552677396,0.23219181907101635,0.20636143289978554,0.665028875026902,0.5798230217983723,0.6592093317999166,0.6552533661192478,0.16789760156341377,0.4194715797907429,0.40947110546895327,0.4194715797907429,0.647607003417419,0.18858292998588672,0.5539904631889542,0.057497211657057776,0.5070284289520072,0.3004015777285138,0.2785636938875035
ppg_green_mad,0.28709871395699516,0.7022214859380035,0.4418841677813241,0.0175796151793123,0.681831690611986,0.30635303278971837,0.8441507018589504,0.0,0.07825952976127021,0.09157621466185395,0.11869333243858599,0.40690106493357386,0.635244492951047,0.4152277411723324,0.26980209186872983,0.2643429960222349,0.44056513589383534,0.4342887856471571,0.42489409994225913,0.06133148934862299,0.0443171923379974,0.02566684452517647,0.6885106117314705,0.6819653878025075,0.6811790416731581,0.2875777224775879,0.28709871395699516,0.26980209186872983,0.6255610393861211,0.42808859766812973,0.5989416761631172,0.5859222438624405,0.14202557656438625,0.24893564667463927,0.23367769549220582,0.24893564667463927,0.6415681247535031,0.11869333243858599,0.40690106493357386,0.08627747131779256,0.3469172768366877,0.2085417017524393,0.25183039728681667
ppg_green_skew,0.1265726426620537,0.17712877636437593,0.1023550324883691,0.027154005822612542,0.2062217342131907,0.16296426851872017,0.08142706337522256,0.07825952976127021,0.0,0.021443369386503087,0.010506948042197086,0.2381933066754889,0.20190896811088063,0.23772576203398854,0.11873954282520864,0.1019930603583745,0.10380368120910392,0.11148376101384588,0.12213856346099163,0.03762110754849047,0.012262304479248878,0.02015142301308098,0.16149420372434833,0.17357877287599827,0.20173252649843057,0.13104858666873215,0.12657264266205373,0.11873954282520864,0.35471705311892504,0.18497716606139952,0.33752366500130804,0.3280552244251758,0.05551114571643247,0.19768650470438046,0.20833110958165468,0.19768650470438046,0.15708740311853778,0.010506948042197086,0.2381933066754889,0.1347002037657229,0.24065294153246694,0.11835676052355427,0.01844284541807413
ppg_green_kurtosis,0.018961573187804052,0.09110583484126948,0.04233543912548584,0.0789753699568522,0.190053361492093,0.024710355554702086,0.08277261547558842,0.09157621466185395,0.021443369386503087,0.0,0.003869026388614007,0.1985573880552145,0.15463865352847905,0.19891549266487685,0.015610477217443939,0.014580720298500171,0.03944916580477005,0.029239744690641143,0.020827738901870167,0.0004109595563171128,0.01972875388268312,0.06677953670246306,0.03997611579747545,0.08397781209754537,0.16972154021644642,0.021155264230211114,0.018961573187804063,0.015610477217443939,0.21222091671048401,0.07464416317357413,0.19757009659397534,0.18967942328956416,0.16316524393391035,0.1288086380031738,0.1496921990289773,0.1288086380031738,0.1390263822202313,0.003869026388614007,0.1985573880552145,0.17823783275978314,0.1880772549392851,0.4323578907274414,0.41926003706171844
