PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.25776230595038657,0.25776230595038657
PC2,0.25307157233846034,0.5108338782888469
PC3,0.13384088474415495,0.6446747630330019
PC4,0.08881482823188803,0.7334895912648899
PC5,0.08533288611063798,0.8188224773755278
PC6,0.04933306701604992,0.8681555443915777
PC7,0.04679092001940123,0.9149464644109789
PC8,0.028685971246446427,0.9436324356574254
PC9,0.018468164204433028,0.9621005998618584
PC10,0.015415418799985267,0.9775160186618437
PC11,0.010754845424736554,0.9882708640865803
PC12,0.005887457708663057,0.9941583217952433
PC13,0.004444666341223819,0.9986029881364672
PC14,0.0008818468569786207,0.9994848349934459
PC15,0.0005151650065543713,1.0000000000000002
