PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3564769303111682,0.3564769303111682
PC2,0.21339562790919323,0.5698725582203614
PC3,0.10174626095366507,0.6716188191740264
PC4,0.05971562933829415,0.7313344485123205
PC5,0.05288643335690063,0.7842208818692211
PC6,0.04749711255583047,0.8317179944250516
PC7,0.03686195718313541,0.868579951608187
PC8,0.03381405343537491,0.9023940050435619
PC9,0.030907734795284393,0.9333017398388463
PC10,0.01603757137530277,0.9493393112141492
PC11,0.01322881277372255,0.9625681239878717
PC12,0.00911437794369886,0.9716825019315706
PC13,0.006362698051699056,0.9780451999832697
PC14,0.005635199416659378,0.983680399399929
PC15,0.004973927991745558,0.9886543273916746
PC16,0.0038468810263729953,0.9925012084180476
PC17,0.003417601628845185,0.9959188100468928
PC18,0.001621685560405038,0.9975404956072977
PC19,0.0011379796326851479,0.9986784752399829
PC20,0.0009369383069341398,0.999615413546917
PC21,0.00038458645308283483,0.9999999999999998
