feature,nan_ratio,variance
ppg_infra_mean,0.0,24122.240603479837
ppg_infra_std,0.0,12105098.179279963
ppg_infra_p95_p5,0.0,137143926.63805833
ppg_infra_p99_p1,0.0,330659271.201695
ppg_infra_trim_mean_10,0.0,45891.7352699513
ppg_infra_mean_abs,0.0,6568319.392396183
ppg_infra_rms,0.0,12114524.24006657
ppg_infra_crest_factor,0.0,1.3149631224449307
ppg_infra_shape_factor,0.0,0.10449708645369349
ppg_infra_impulse_factor,0.0,10.346395740857051
ppg_infra_clearance_factor,0.0,67.9460953764005
ppg_infra_mean_cross_rate,0.0,0.0007931863822627382
ppg_infra_tke_mean,0.0,14306644543045.078
ppg_infra_tke_std,0.0,242769472434120.12
ppg_infra_tke_mean_abs,0.0,14306644543045.078
ppg_infra_tke_p95_abs,0.0,5140774.304223089
ppg_infra_dx_mean,0.0,593.2024731848456
ppg_infra_dx_std,0.0,1213757.679914816
ppg_infra_ddx_mean,0.0,52.431608548784475
ppg_infra_ddx_std,0.0,1280938.4665366388
ppg_infra_dx_kurtosis,0.0,169.0825279796911
ppg_infra_p90_p10,0.0,73486607.60228981
ppg_infra_p99,0.0,94167572.63264933
ppg_infra_p95,0.0,36012159.34732461
ppg_infra_diff_mean,0.0,593.2024731848456
ppg_infra_min,0.0,122038382.91228001
ppg_infra_max,0.0,154811317.41571224
ppg_infra_range,0.0,515755992.69236654
ppg_infra_median,0.0,127153.71203430802
ppg_infra_iqr,0.0,15774918.234274818
ppg_infra_mad,0.0,3893784.8979869736
ppg_infra_skew,0.0,0.8774805788196198
ppg_infra_kurtosis,0.0,24.760498573050064
ppg_infra_diff_std,0.0,1213757.679914816
ppg_infra_p90,0.0,19252309.63904933
ppg_infra_diff_mean_abs,0.0,479996.45594801265
ppg_infra_diff_rms,0.0,1213984.1159965866
ppg_infra_signal_rms,0.0,12114524.24006657
ppg_infra_signal_energy,0.0,1.497442481682569e+20
ppg_infra_zcr,0.0,0.0007417471995172806
ppg_infra_p1,0.0,80274053.18399763
ppg_infra_p5,0.0,34132048.16837058
ppg_infra_p10,0.0,18160322.13024058
ppg_infra_ddx_kurtosis,0.0,478.86043593242414
