feature,pca_energy_score
ppg_infra_crest_factor,0.1732612838360293
ppg_infra_p10,0.1723825451291675
ppg_infra_signal_energy,0.17113306863845068
ppg_infra_impulse_factor,0.1708920843196796
ppg_infra_diff_mean_abs,0.16995800725823745
ppg_infra_dx_kurtosis,0.16781668603202993
ppg_infra_iqr,0.1676121913361279
ppg_infra_ddx_kurtosis,0.1674935440553316
ppg_infra_shape_factor,0.16601709265326203
ppg_infra_kurtosis,0.16425359767535536
ppg_infra_min,0.16364411360713468
ppg_infra_max,0.1614266958295781
ppg_infra_clearance_factor,0.16031198727215581
ppg_infra_tke_std,0.15648685435748877
ppg_infra_median,0.13784305473623676
ppg_infra_zcr,0.13241686976247402
ppg_infra_skew,0.12377935430161935
ppg_infra_ddx_mean,0.11032489490447847
ppg_infra_dx_mean,0.10354854946786583
ppg_infra_trim_mean_10,0.09460799657841798
ppg_infra_mean,0.09147169034286869
