,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
ppg_infra_ddx_kurtosis,0.13669514170591512,0.2635289196846744,-0.05833839418095358,-0.029313364364742803,0.19047846059136958,-0.0909247642310955,0.4848991884693184,0.039651362360475624,-0.16215817172423663,-0.3709170862252936,0.1734238929342227,-0.3421234638046041,0.14331898406452268,0.5350141285739078,0.021459284866108205,0.010513196711265894,-0.043717541715419896,-0.02933275750139419,-0.022136910500374665,-0.0034743261969470388,-0.06830415965994804,-0.004009761324866462,-0.004503338699959326,-0.005420773874938314
ppg_infra_p90,0.33124297749467463,-0.09487769683173168,-0.017575095998757187,-0.04545358689009467,-0.06677851238435527,0.013361703249676653,-0.10130638940265797,0.14424108271705136,-0.11274317497436924,-0.19260021987109022,0.10645121628980264,0.07367736528778665,0.03995335455451763,-0.046374106383159926,-0.01587387681529084,-0.02790459201581253,-0.08989388756119962,-0.06857818610928448,-0.060373227690384085,-0.1784255119364936,0.5593019463736915,-0.6215851132524418,0.15605911137286224,0.006769585696839443
ppg_infra_diff_mean_abs,0.3367706356902473,-0.07770126019067108,-0.05717052722739472,0.08281331840942478,-0.05841962585716415,0.009398141716418035,-0.0840098603069734,0.010091237804111945,-0.005076738297841623,-0.046232645728333154,-0.003270312705757088,0.05338076953843216,0.09162763037346447,0.008728827661216241,0.37948377117750115,-0.4130872648997482,0.09029971611523221,-0.1372164737060438,0.1643785574290112,-0.1935911996873366,-0.07393093419647978,0.054572146041032416,-0.6558638810785218,-0.03917917268204981
ppg_infra_iqr,0.3134205920565501,-0.12779117823004288,-0.005950921421381252,-0.008542173359699664,-0.051157148351662705,-0.005357796976405849,-0.12182202069596852,0.03603514999602589,-0.09123031476813656,-0.21736958335744,0.015233852575468845,0.3811903341242294,0.3603019683483086,0.04191041560201746,0.21840501926543984,0.004564315206907914,-0.05874798290969982,0.12628971022624602,-0.14126428332213037,0.6067278848945123,-0.17492980154362614,0.09287302500608383,0.19730714063332555,-0.02251137687101133
ppg_infra_tke_std,0.2803298054139851,0.04387855340764232,-0.0830430892562017,0.06699906042294043,0.15830857513116722,-0.024477892434725,0.2726006742862494,-0.10634652539464272,0.1879425006943872,0.6168992207773331,-0.16055953486263871,-0.043468785338282245,0.012483746441743482,0.1420113747674879,-0.05210393184943006,0.08477215016465107,-0.05880807285133864,0.02435890362531417,-0.15600167026048176,0.3502178923102981,0.34798703955485905,-0.038792246356550875,-0.22068439255330088,-0.026475636754980648
ppg_infra_dx_kurtosis,0.0886770620527584,0.29920666361841786,-0.0659745906445562,0.028493393229043557,0.17266679488681383,-0.032452035105829606,0.5302105430198797,-0.05975600989117523,-0.09523290234204726,0.00891006432099825,0.24375214678135815,0.3897380265544523,0.03664975889168041,-0.5818685740516458,-0.010228934886742203,-0.010312046420156411,0.021966755948586547,0.011285093833525476,0.08250012053423827,-0.1027056913408143,-0.053401028869230996,0.005149192059432232,0.021283127718920547,0.002398435517545551
ppg_infra_max,0.3274714253128727,0.06680768610579663,0.025748594599325665,0.01687884038268255,-0.09644692720713806,0.12548020206499363,-0.0029884475013083446,-0.08828038860685669,0.017638199387215222,-0.035409157230335456,-0.10501633465495358,-0.4099015639234694,-0.1949989961046642,-0.2709762369061779,-0.02386876982775271,0.15187192203182154,0.2913898934239391,-0.33892902586607865,0.2280685329622146,0.3074375463924393,-0.32118904315344343,-0.2836699100201088,0.09035725130300787,-0.02630573600989395
ppg_infra_min,-0.33184407068693755,-0.04068536465268925,0.07320602128969353,0.008900740719561366,-0.1181854191572766,0.049471842555613356,0.07419789372853704,-0.027662677116159266,-0.02526184932161936,0.07510620750390058,0.03429825783285466,0.1350668438537451,0.42848515701387313,0.07582120785612025,-0.16462232800276458,-0.026736363855879627,-0.21893841776268866,-0.6846007000688356,0.26440261305522683,0.13750432547205593,0.07718830825746352,-0.049957208641364804,-0.054216072480843036,-0.020404291168966207
ppg_infra_tke_mean,0.3291402358165561,-0.04297861337365697,-0.07042568532791321,0.07678516032107574,0.0384884682272722,-0.019618129991606455,0.01115075920288794,-0.04149116144954406,0.11983008577636721,0.3640908828037449,-0.1211678085075537,0.08686600135594046,0.16929346269159135,0.21120033623751214,0.014917498146062854,-0.2227127437717632,-0.06395976603405652,-0.07475343530635332,0.1397069997678847,-0.41260187724330377,-0.30627246051792273,0.004016867816115234,0.5364138111900105,0.044917536898731715
ppg_infra_signal_energy,0.3322264699613066,-0.07120196910746877,-0.004850778330026675,-0.017113299375729526,-0.012442563972775284,-0.012222569087361947,-0.15278606920211002,0.025201581644206363,-0.006072592475266282,-0.045344933578317315,0.07428484249041957,0.11963897220591775,0.15610590183553102,0.03385228421254427,-0.6029068209861167,0.43755577044030974,-0.15608813405975303,0.08070743053654061,-0.012259830640512934,-0.1997081275945541,-0.261617750744563,0.017312554713308732,-0.3401405262219333,-0.047064679329887726
ppg_infra_p5,-0.3419574487079586,0.04471097275786704,0.009323174766601728,0.021905558953764344,-0.013695266952099138,0.01559318554749853,0.10212298908504405,0.05506922317879593,-0.0035885575875635504,0.15804410673875421,-0.14245552936580247,0.10778799930007683,0.2199891004017487,0.10173756762842022,0.134022511166251,0.0411343947121705,0.10233251640754924,0.28179266458581614,-0.07728239525368426,-0.00971909186751051,-0.3789478289459624,-0.6736543721961111,-0.17753962880921392,-0.080164200190353
ppg_infra_skew,0.055712063322468044,0.1014070067593472,0.12242747401263304,-0.03162611613161517,-0.6046658862074793,0.43214747446758345,0.16216280683890374,-0.3783889952626972,-0.13810417356407265,0.07820935844312066,0.20540705135661538,0.20260574045602878,-0.2537602445226581,0.2572249120176968,0.03247357120207206,0.03289734201823166,-0.03592709515898828,0.06711683015992595,-0.03080385148931912,-0.027302115023008527,-0.003891504396521617,-0.0010284405544063507,-0.005200142631979727,-0.010842553663214984
ppg_infra_median,-0.06866968432400394,0.029783785310677713,-0.3859785077397863,-0.09898547051259475,0.25936862478928263,-0.0479806774837792,-0.2107762805944541,-0.7865173017471887,0.19844473306451924,-0.19455122742904987,0.042032903173824944,0.03400666963848237,0.07541154225434127,0.02036446113833672,0.011840423830690354,0.0017816874495927173,-0.0008752786957006675,-0.011112796164276338,0.0056405470816603695,-0.016961537128639334,0.03938909462102692,-0.12072319843802926,-0.0007422563283556668,-0.006397536495269648
ppg_infra_trim_mean_10,-0.05138096084753235,-0.012788592016246424,-0.5288330879684413,-0.21916914435715837,0.23979465114126425,0.12471696335104784,-0.11306680532457526,0.28076029253607715,-0.26129568764167527,0.13108342285900254,0.09936795113255224,0.2901027933198485,-0.43336296660014334,0.22022885658229985,0.04372301146224963,0.0781520469724615,-0.00937303550639761,-0.21695361051983839,0.08718739646560146,0.0897201180428154,-0.1218661000154545,-0.049140077385911064,-0.02248907023841334,-0.020860699804527948
ppg_infra_crest_factor,0.04121475714616159,0.3857175210989967,-0.034635514203587035,0.12458883592052143,-0.056805006959056124,0.020477777284171286,-0.05780279630613297,0.002274361808002904,-0.036117311812721584,-0.14339092373604462,-0.5367218893227108,0.043414065343229225,-0.09143005335123214,-0.07002049814026438,0.2749648226757364,0.26074856841569344,-0.47847101384075325,-0.09448912945486623,-0.04275687008265495,-0.12054158171251263,0.011688915192019011,0.04290376963201614,0.00475162880255282,-0.3176624084604298
ppg_infra_impulse_factor,0.01869446096183956,0.4162526872085956,-0.015426358198070913,0.05877740420952616,-0.05406929383193198,-0.014983210025887822,-0.17224495786473648,0.045674311798979676,0.013452525057367019,-0.004287625218861863,-0.10436233005929076,0.047663240132832234,0.014193605932887971,0.01787258612596235,-0.002826084676659003,-0.004599627956937368,-0.09557005984760607,-0.01959601669426154,-0.025093502848474558,0.049337840915546195,-0.025082215148239724,-0.055454064382890696,-0.07897872341254143,0.866806141258635
ppg_infra_mean_cross_rate,-0.05640490765638496,-0.081620695263965,-0.26149453830152153,0.626028895460581,-0.08883569661624667,0.013040269980209762,0.029623567913686887,0.005392464015084248,-0.06177869327442122,-0.06415321552847539,0.03415926808049625,0.0010680285876663296,-0.028520496195496813,-0.033115253568808296,-0.10090032456750965,-0.057534400987129905,0.15430182126344888,-0.27911435022222575,-0.6187461654209474,-0.0647007760259458,-0.08463928388466349,0.008958353237640769,0.01951884636938011,-0.004819448370103166
ppg_infra_ddx_mean,0.011808932677427816,0.01744650391057357,0.3491833717872013,0.1732569803962428,0.41903646088751234,0.20158427939655943,-0.22126943504734492,-0.22749364441759817,-0.690147919636529,0.19316710693699873,0.01906825932595877,-0.09499264446043514,0.06488623514979613,-0.021729075823765737,0.01816645847790771,-0.0251059766819815,-0.027823690283044253,0.02500341031334778,-0.014735262484521885,-0.016772704939618917,0.00994651961320221,0.0029576213264493915,-0.0038465776044709823,0.00012374789137244762
ppg_infra_zcr,-0.06101456293283673,-0.057684150165069184,-0.26992488689815264,0.6253682869985525,-0.08378315205876546,-0.005576892480844109,-0.03978232597846558,0.0478157623220641,-0.019399358203218343,0.007005327574891204,0.18647627446356166,-0.08586652905143523,0.012161954859984525,0.031180757552686417,0.03130004947675815,0.12612262589709156,-0.13103078371356,0.30608952128092304,0.5662958782931617,0.11200709660484881,0.10869911257226414,-0.015128516867031237,0.03692294529061567,0.0015310839196611928
ppg_infra_mean,-0.028956822429599075,0.010258501181087917,-0.5005170096382752,-0.26105955517830143,-0.22376658430070798,0.34651898196681435,0.032072052499326584,0.07817384696029323,-0.26325152978069194,0.09427487724241115,-0.141436817934848,-0.33877729957778396,0.40326302188502927,-0.2357879339646396,-0.06417316734083242,-0.08153780589682864,-0.00557123801203714,0.17207019232743812,-0.07049532584617733,-0.0516698073404453,0.07097803492426065,0.1350683507773751,0.015452539389822233,0.01882533786949996
ppg_infra_clearance_factor,0.005783043122797766,0.374640293623575,0.00872672844096621,-0.03103197374776618,-0.04909519775891512,-0.0419160413408837,-0.29726142033671515,0.10108254714407376,0.10987323166886108,0.21504439812944656,0.4081001632886042,-0.04206334983210344,0.26202748924144587,0.04564508506411372,0.3308654411783068,0.408732217173506,0.32564754044853894,-0.10584127432788758,-0.07547838983488253,-0.13572204652121558,0.09430364284583619,0.09362415603644483,0.041043200052558265,-0.1456236480659663
ppg_infra_shape_factor,0.0038239876637547374,0.3875667091332366,0.006297475475344435,-0.0194566810703937,-0.04132812052074766,-0.059824345841585136,-0.26273246938793443,0.07692976607980499,0.10787119234075396,0.11300316950333442,0.3605606736144348,-0.16497431228916126,-0.08185658616573893,-0.07882962517400531,-0.2206444848050324,-0.48073619141443824,-0.3738706550297908,0.06487518891803838,-0.11788287188509551,0.19444439866512608,-0.14415521526290206,-0.10653892198301958,0.00016995856349026706,-0.25878375021495637
ppg_infra_kurtosis,0.0027088041496822384,0.39702035844502287,-0.012699668671108158,0.0795699590062051,-0.03676901308935147,-0.00899698371033383,-0.10726640959622888,0.03325181302259246,-0.0757064502177,-0.1093434918732328,-0.3375944954542512,0.25197784630595316,0.048174690160759946,0.16899039120404633,-0.3779397532223476,-0.23276151554905672,0.5248727132841214,0.07322793024335349,0.17514901241462777,0.059538524698105146,0.19003844319139943,0.0525072421727335,0.02904184790431103,-0.20974778064121485
ppg_infra_diff_mean,0.007168892235016346,-0.02706275680184251,-0.10775232926348687,-0.1056355027680489,-0.36148343060506916,-0.7741016043051281,0.0010661351705160457,-0.1651266218076158,-0.43063071151261173,0.16043292829953051,-0.028880625846063872,-0.040917887806238326,-0.0564330019879564,-0.021554563163519145,0.009203988550549286,0.024105018745696406,0.012057398405102558,-0.01633775273271159,0.01208941920567124,0.01440361646733772,-0.021120443059236244,-0.007101873456241955,-0.002058472735478439,-0.0019165643249094357
