,ppg_infra_mean,ppg_infra_std,ppg_infra_min,ppg_infra_max,ppg_infra_range,ppg_infra_median,ppg_infra_iqr,ppg_infra_mad,ppg_infra_skew,ppg_infra_kurtosis,ppg_infra_diff_mean,ppg_infra_diff_std,ppg_infra_diff_mean_abs,ppg_infra_diff_rms,ppg_infra_signal_rms,ppg_infra_signal_energy,ppg_infra_zcr,ppg_infra_p1,ppg_infra_p5,ppg_infra_p10,ppg_infra_p90,ppg_infra_p95,ppg_infra_p99,ppg_infra_p90_p10,ppg_infra_p95_p5,ppg_infra_p99_p1,ppg_infra_trim_mean_10,ppg_infra_mean_abs,ppg_infra_rms,ppg_infra_crest_factor,ppg_infra_shape_factor,ppg_infra_impulse_factor,ppg_infra_clearance_factor,ppg_infra_mean_cross_rate,ppg_infra_tke_mean,ppg_infra_tke_std,ppg_infra_tke_mean_abs,ppg_infra_tke_p95_abs,ppg_infra_dx_mean,ppg_infra_dx_std,ppg_infra_ddx_mean,ppg_infra_ddx_std,ppg_infra_dx_kurtosis,ppg_infra_ddx_kurtosis
ppg_infra_mean,0.0,0.054788309443334765,0.05849869342096018,0.0708199004174599,0.06573845252909319,0.2505761033137058,0.040180020346667615,0.046855220647806485,0.11773411287641052,0.011522881757857269,0.06461026359887603,0.05019422096382327,0.045635256720783834,0.0501985782667893,0.05513989684194373,0.044365126045686216,0.023344170732303122,0.043047251547937655,0.013950870185411217,0.010766744931910035,0.10582541567559972,0.0865201151058441,0.07482203606057555,0.048592225965795155,0.051163748571939775,0.05988225457413623,0.7462193311906706,0.050448068094484246,0.05513989684194373,0.02936804552118095,0.01639259232787678,0.016849786877061252,0.012981803869446864,0.029834600700577002,0.04059179130957864,0.03801223420250846,0.04059179130957864,0.055373961261670566,0.06461026359887603,0.05019422096382327,0.4295373458039148,0.04134000131813633,0.04932747463297725,0.017536399089568267
ppg_infra_std,0.054788309443334765,0.0,0.9562758745281574,0.9643394620166805,0.9767883279930023,0.1629979828280136,0.9337323124421613,0.9346411141167019,0.09633245997037353,0.20184397547623395,0.057562323432458956,0.958479455314677,0.9476272272441054,0.9585015804328484,0.9999993001522451,0.9440209099116769,0.28180663190555777,0.9741533879110761,0.9852728327484652,0.9766636836170061,0.9760306976393421,0.9872007956368691,0.9769923902403035,0.9836963729029242,0.992937116940766,0.9870043525538281,0.004072734457669257,0.9906411674546801,0.9999993001522451,0.2954419490474755,0.18292823471906694,0.20424229897682653,0.10135689068628258,0.27647963597626873,0.8448276811028924,0.7966904222772607,0.8448276811028924,0.9576790631673909,0.057562323432458956,0.958479455314677,0.04571776651589997,0.9250350079432488,0.39573497996577145,0.4666221983510977
ppg_infra_min,0.05849869342096018,0.9562758745281574,0.0,0.93299574175177,0.9832794032334766,0.0910114282372706,0.8455547099528746,0.8477096279377428,0.005936536871159799,0.3125590131820148,0.05561931502883269,0.9328450563039139,0.8950273431613479,0.932867246363757,0.956277443398033,0.8784476769210465,0.2773749466847848,0.9828683083307281,0.9275735053306747,0.898203946883239,0.9046991480054685,0.9272036801293434,0.9400360993405591,0.9082797784864811,0.933671413251943,0.9723470910228404,0.08089642457024984,0.9253190446008306,0.956277443398033,0.4088649386994837,0.27383052225177124,0.31345221789723043,0.17989289687056148,0.2763680163147351,0.8064185883367251,0.8023585387810152,0.8064185883367251,0.9310630565318653,0.05561931502883269,0.9328450563039139,0.031813840918121894,0.9020765784958553,0.4859541237908142,0.5261139857842831
ppg_infra_max,0.0708199004174599,0.9643394620166805,0.93299574175177,0.0,0.9829321839183622,0.15766664400373437,0.8478437758835827,0.8486234851105714,0.1897651175616794,0.29555395374036986,0.07790614618812552,0.928551999631678,0.8927122714619335,0.9285893379710503,0.9643556672985586,0.8765205638056948,0.28954472968130884,0.9492603718408908,0.9374976344309423,0.9164829925900203,0.9110579823979952,0.938831779731398,0.9857566880554604,0.9206194221512701,0.9445343688181003,0.9791194269973573,0.054044435950550807,0.9325715140355048,0.9643556672985586,0.40130825657771624,0.27375729401346427,0.3027074030252362,0.1791238160512102,0.28833961905410727,0.7948758941902967,0.7785887003796264,0.7948758941902967,0.9263258494035421,0.07790614618812552,0.928551999631678,0.056371996767437114,0.8991343116184798,0.4808905882884934,0.5377530572257881
ppg_infra_range,0.06573845252909319,0.9767883279930023,0.9832794032334766,0.9829321839183622,0.0,0.12630292437338816,0.8612426616641764,0.8627387522144271,0.09298664195381941,0.3093253320817899,0.0678522096292103,0.9467024121267704,0.9092357160826174,0.9467326485332216,0.9767973298576332,0.8925674586664021,0.2882991693550992,0.9827518921399531,0.9485341839789757,0.922887544813593,0.9234627207071089,0.949020214250015,0.979323966864169,0.9301311735086826,0.9552119228980144,0.992482331733445,0.014006336404089648,0.9448891215976628,0.9767973298576332,0.41206702738788586,0.2784988656691118,0.31340157391936924,0.18259495079815877,0.28717465692117067,0.8144351587884667,0.8041183983828543,0.8144351587884667,0.9446650506876046,0.0678522096292103,0.9467024121267704,0.04478696359683276,0.9160887214797176,0.4917424171249426,0.5410439026898958
ppg_infra_median,0.2505761033137058,0.1629979828280136,0.0910114282372706,0.15766664400373437,0.12630292437338816,0.0,0.22487599662897687,0.21004684308319907,0.16563072997191927,0.04961651861361959,0.11333579523848225,0.20834932438715065,0.22081264666794562,0.20833733074099012,0.1629337229720823,0.1829700294321385,0.0013763287858893144,0.09395275817665626,0.11355905121286619,0.14838965727230088,0.22593806557127544,0.2067598230067992,0.1618202208999419,0.18904229284019328,0.1619998558858562,0.12993397035851098,0.2949596630199765,0.19008504312957644,0.1629337229720823,0.032902820068809825,0.056161653572160644,0.04468821412791246,0.02898705902190941,0.0005994327792534657,0.27431306638308695,0.24690168405990356,0.27431306638308695,0.21109157829296182,0.11333579523848225,0.20834932438715065,0.06361691464036369,0.22160396838826193,0.015920841470470803,0.017111976985996702
ppg_infra_iqr,0.040180020346667615,0.9337323124421613,0.8455547099528746,0.8478437758835827,0.8612426616641764,0.22487599662897687,0.0,0.9985705712315391,0.07746316505344795,0.03724044135630795,0.06671496086008616,0.9043502624896288,0.9434551719670302,0.9043529540115351,0.9337147235490282,0.933024206485685,0.22695251224155108,0.8702986184358169,0.9201333074211724,0.9476809641793232,0.9538070646771526,0.9293860266702637,0.8687898877625547,0.9579412423850541,0.9311026047808187,0.8797004545177691,0.0005633093818878428,0.9713433466400088,0.9337147235490282,0.13233961659699583,0.01626535974230537,0.03052414823121444,0.031390922566844996,0.2146941760177284,0.8458751838139843,0.7452988612093308,0.8458751838139843,0.8985071747052101,0.06671496086008616,0.9043502624896288,0.04505649270327678,0.8760030134332905,0.2143102282284755,0.2965453981863626
ppg_infra_mad,0.046855220647806485,0.9346411141167019,0.8477096279377428,0.8486234851105714,0.8627387522144271,0.21004684308319907,0.9985705712315391,0.0,0.0778665964497781,0.03707257637160985,0.06348616744912058,0.9048819721092349,0.9438250800491111,0.9048854948746015,0.9346201915167395,0.9344839582244623,0.2263284129076467,0.8718471203993224,0.9213799583320933,0.9494514981706383,0.953700983329104,0.9302594545555704,0.8697560621180601,0.9587683899153331,0.9321668062482513,0.8809677598907459,0.003667230173152919,0.9719458847666761,0.9346201915167395,0.13264366628203078,0.01602028058323617,0.03060918454168052,0.03142665330098324,0.21409367454122183,0.8462633304167572,0.7461309046345783,0.8462633304167572,0.8990707687944244,0.06348616744912058,0.9048819721092349,0.04581447320861007,0.8770382081161714,0.21483837668412117,0.2979512520254393
ppg_infra_skew,0.11773411287641052,0.09633245997037353,0.005936536871159799,0.1897651175616794,0.09298664195381941,0.16563072997191927,0.07746316505344795,0.0778665964497781,0.0,0.11734005840462348,0.049366376691482236,0.08245458903026769,0.07751414297516704,0.0824734542570361,0.0963389129369105,0.07730703966622403,0.00032433764373287046,0.013750504567275952,0.08976433757456656,0.09963480193799065,0.09138719577561587,0.11046446966803829,0.17880524430795824,0.09618043902249145,0.10096063331253237,0.09874615742301827,0.20244431184899594,0.09278085647627339,0.0963389129369105,0.0031013462133639615,0.03869521482542513,0.08012631528066594,0.07978057858261499,0.009554344349784721,0.06757758483702368,0.0587735595915597,0.06757758483702368,0.08642164056331751,0.049366376691482236,0.08245458903026769,0.11009844625647565,0.0816538747310752,0.012113836753429788,0.04329434375648111
ppg_infra_kurtosis,0.011522881757857269,0.20184397547623395,0.3125590131820148,0.29555395374036986,0.3093253320817899,0.04961651861361959,0.03724044135630795,0.03707257637160985,0.11734005840462348,0.0,0.027882154048482263,0.1940001137113229,0.11270241208644435,0.19406535983899806,0.20201791852739553,0.07017507566282737,0.21110134194477362,0.28313203416386656,0.143297123019904,0.09386843198446987,0.09333255502784044,0.13950407967904083,0.2705220334740781,0.09430217210077181,0.14232828991480775,0.2799616975946529,0.015182261298149393,0.12481699391028823,0.20201791852739553,0.8038175043826351,0.8508827644119846,0.9362721221601449,0.755649542777174,0.26181207456990313,0.07138751621086328,0.1458645115819641,0.07138751621086328,0.176148115195547,0.027882154048482263,0.1940001137113229,0.013070457008921796,0.17706305104308442,0.6748988138060532,0.6028341967698294
