feature,nan_ratio,variance
acc_x_dyn__harmonic_mean_of_abs,0.0,266.28221886553115
acc_x_dyn__quantile_0.4,0.0,435.1190858188137
acc_z_dyn__katz_fractal_dimension,0.0,0.14508934709556132
acc_x_dyn__katz_fractal_dimension,0.0,0.13385492607652003
acc_x_dyn__harmonic_mean,0.0,7.075280877203364e-18
acc_z_dyn__lower_complete_moment,0.0,92593760.17493492
acc_y_dyn__quantile_0.3,0.0,1664.0355354912144
acc_x_dyn__approximate_entropy_0.1,0.0,0.0060976593913289285
acc_z_dyn__harmonic_mean_of_abs,0.0,291.3895321421319
acc_x_dyn__quantile_0.9,0.0,4728.80078129498
acc_x_dyn__quantile_0.3,0.0,1121.0083159517142
acc_x_dyn__variance_of_absolute_differences,0.0,441995.70834517997
acc_x_dyn__cardinality,0.0,281.7603602248463
acc_y_dyn__katz_fractal_dimension,0.0,0.18013326733294382
acc_y_dyn__tsallis_entropy,0.0,0.0005741991015644645
acc_y_dyn__quantile_0.4,0.0,650.7491168564779
acc_x_dyn__max,0.0,12522.634474245828
acc_y_dyn__variance_of_absolute_differences,0.0,416751.9172451587
acc_z_dyn__sample_entropy,0.0,0.08327689714346279
acc_x_dyn__quantile_0.6,0.0,496.14963512482456
acc_z_dyn__variance_of_absolute_differences,0.0,245693.04808060898
acc_z_dyn__quantile_0.6,0.0,459.60764920109335
acc_y_dyn__avg_amplitude_change,0.0,331.710802042169
acc_z_dyn__sum_of_absolute_changes,0.0,817059.009036703
acc_y_dyn__sample_entropy,0.0,0.09430805505944609
acc_y_dyn__harmonic_mean_of_abs,0.0,471.1356821105281
acc_x_dyn__sample_entropy,0.0,0.08426954057909299
acc_z_dyn__quantile_0.4,0.0,532.409055599318
acc_z_dyn__approximate_entropy_0.1,0.0,0.005948544183827755
acc_x_dyn__approximate_entropy_0.9,0.0,0.012111691407891007
