,acc_x_dyn__harmonic_mean_of_abs,acc_x_dyn__quantile_0.4,acc_z_dyn__approximate_entropy_0.1,acc_z_dyn__quantile_0.4,acc_x_dyn__sample_entropy,acc_y_dyn__harmonic_mean_of_abs,acc_y_dyn__sample_entropy,acc_z_dyn__sum_of_absolute_changes,acc_y_dyn__avg_amplitude_change,acc_z_dyn__quantile_0.6,acc_z_dyn__variance_of_absolute_differences,acc_x_dyn__quantile_0.6,acc_z_dyn__sample_entropy,acc_y_dyn__variance_of_absolute_differences,acc_x_dyn__max,acc_y_dyn__quantile_0.4,acc_y_dyn__tsallis_entropy,acc_y_dyn__katz_fractal_dimension,acc_x_dyn__cardinality,acc_x_dyn__variance_of_absolute_differences,acc_x_dyn__quantile_0.3,acc_x_dyn__quantile_0.9,acc_z_dyn__harmonic_mean_of_abs,acc_x_dyn__approximate_entropy_0.1,acc_y_dyn__quantile_0.3,acc_z_dyn__lower_complete_moment,acc_x_dyn__katz_fractal_dimension,acc_z_dyn__katz_fractal_dimension,acc_x_dyn__approximate_entropy_0.9
acc_x_dyn__harmonic_mean_of_abs,0.0,0.6130273566711046,0.049768723666651395,0.34853734563442457,0.04233006503698213,0.4824825196757522,0.027311300254306437,0.5803125752186882,0.5523827735471208,0.41355750628037785,0.4449338899506003,0.5284307281285959,0.08054247272961439,0.4507758585055086,0.7372166029496947,0.3260806343880463,0.07875198758811112,0.09362087881450885,0.1902748731128386,0.5333735389629286,0.7736512208397738,0.7823596342135368,0.48823341049525254,0.11176005363100741,0.48122508504949635,0.5158704782948467,0.11063673842178749,0.14130878869856772,0.08179131863091393
acc_x_dyn__quantile_0.4,0.6130273566711046,0.0,0.034166776883487585,0.22236931884704272,0.019473320885951786,0.458494166027985,0.007628472970107273,0.46537184638559126,0.499709205362921,0.3762478138848342,0.3461358057095886,0.009475029053812128,0.057136939187787894,0.4366252368365718,0.6256070540368925,0.31266287221940753,0.034243090941813555,0.08163918544809874,0.15150620072309334,0.43673728986094845,0.8413603468794332,0.6324957587749523,0.43167723008127984,0.046554220806527366,0.44245406196528364,0.4018926483666022,0.11166388275352854,0.13090106619511696,0.07622930944243414
acc_z_dyn__approximate_entropy_0.1,0.049768723666651395,0.034166776883487585,0.0,0.07879356571946197,0.08977698137430909,0.06291167941988535,0.06685071716315727,0.05474675344342502,0.03565021174899907,0.0013497763769852054,0.013270267352550566,0.0012673876511656319,0.06748739583738207,0.04470120872858963,0.047415377959116725,0.06511013363631026,0.031198368343970804,0.05852799141517104,0.4246191691800514,0.03587047654846958,0.020914425421389198,0.024594409848040146,0.08602733118484727,0.42913712420973915,0.05547797872775941,0.041567795664161064,0.018669117623521164,0.1648764539208129,0.04816572806399386
acc_z_dyn__quantile_0.4,0.34853734563442457,0.22236931884704272,0.07879356571946197,0.0,0.15610918934923773,0.3786601660445845,0.0639623798493515,0.5330155583142836,0.47361183513868654,0.07016071735056818,0.43645674148171376,0.34039322482159573,0.010007969357246635,0.3862949077817275,0.4243944925154397,0.22826668103235564,0.08580832606594396,0.115742074743511,0.15353260165908197,0.2840172229144502,0.3192878547093037,0.41610790152160887,0.5777185006989783,0.06992792987549652,0.3818530566971954,0.3320841219801353,0.1648307160219025,0.03474783106364043,0.17087715180626997
acc_x_dyn__sample_entropy,0.04233006503698213,0.019473320885951786,0.08977698137430909,0.15610918934923773,0.0,0.10080900855518395,0.575461721144985,0.24248867824627343,0.22511334897613677,0.0986002205264181,0.15059367024617654,0.10571578978092251,0.5931040676839366,0.1435025096468314,0.06486769731426115,0.08842539896400388,0.27536457276834236,0.5410288431077008,0.47882179377999984,0.06882777101177252,0.05414374655261977,0.06503268294887196,0.14940500640031962,0.09502297846398118,0.13042411695757786,0.07608776679755865,0.7196258506906889,0.5361869107992485,0.7457988393242724
acc_y_dyn__harmonic_mean_of_abs,0.4824825196757522,0.458494166027985,0.06291167941988535,0.3786601660445845,0.10080900855518395,0.0,0.052741408148655765,0.5327219444286206,0.7277597302270876,0.3447524013332268,0.42955175810753377,0.31517070786093954,0.05650380780038005,0.6525749167677936,0.5728034173607891,0.6198414302181167,0.10508881471717689,0.05964637934294567,0.16044196184938103,0.3361799879752955,0.5496922996865071,0.5912111636028143,0.46596093704938896,0.07705422793402142,0.8054767179965306,0.408185645263101,0.1454489572344025,0.10158801502097246,0.12956312284977956
acc_y_dyn__sample_entropy,0.027311300254306437,0.007628472970107273,0.06685071716315727,0.0639623798493515,0.575461721144985,0.052741408148655765,0.0,0.11398417088577661,0.09739098075187017,0.002175117066812132,0.04460903610391252,0.05693470845416116,0.5549395343387978,0.006795817034767283,0.02050695581895868,0.027599066370750852,0.3766282992748458,0.7008619509945325,0.4386583352397959,0.06350234524949168,0.011186315467220435,0.028563849747225725,0.031816247162918,0.1392169556085496,0.02725214812781016,0.002470067303392705,0.5221183697074072,0.5062532840814759,0.546617167172683
acc_z_dyn__sum_of_absolute_changes,0.5803125752186882,0.46537184638559126,0.05474675344342502,0.5330155583142836,0.24248867824627343,0.5327219444286206,0.11398417088577661,0.0,0.7731572536880653,0.5221549826430607,0.8554483099820047,0.45769771842491086,0.17915063326481062,0.6375658756097354,0.7425095414112647,0.34724219521218097,0.10138190503026116,0.296508285792746,0.2227056430874137,0.5887524767517858,0.6232022523136,0.719427216503383,0.6728010380527024,0.02622736577297707,0.5320772946920939,0.7032348552111907,0.34467415359364767,0.32110645364273105,0.3323231247369747
acc_y_dyn__avg_amplitude_change,0.5523827735471208,0.499709205362921,0.03565021174899907,0.47361183513868654,0.22511334897613677,0.7277597302270876,0.09739098075187017,0.7731572536880653,0.0,0.38910076507131336,0.583577718998818,0.4414155143987304,0.182833226294467,0.9064646402317444,0.6846066364492078,0.5248471553137477,0.1370800111355325,0.3119427885941042,0.19975973156667357,0.4824951871825837,0.6405598066922326,0.6995729473213742,0.5541556560160646,0.0001317611495057373,0.7749652331004722,0.4578620954400283,0.3292600393793736,0.2788650642464469,0.29027350743564145
acc_z_dyn__quantile_0.6,0.41355750628037785,0.3762478138848342,0.0013497763769852054,0.07016071735056818,0.0986002205264181,0.3447524013332268,0.002175117066812132,0.5221549826430607,0.38910076507131336,0.0,0.39862556535836396,0.26342188072630573,0.03190717929999567,0.31202311867395915,0.43679786624865985,0.27520094579626636,0.08635437594422814,0.10673952673839532,0.1372616280791499,0.3307814645093123,0.45531777300498233,0.4529058157116437,0.5635099943603699,0.043281611934257426,0.32842308945711834,0.6857915659148848,0.13800385035584634,0.09530798723779413,0.15432164949390847
