,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29
acc_z_dyn__variance_of_absolute_differences,0.22319196072176228,-0.044956787915735076,0.0876966212792902,-0.14548133086853648,-0.29784007291739356,-0.007549588509635593,0.14765273074878954,0.041376086639775767,0.38119600608162596,0.2667411349995731,-0.11054635583902664,-0.1655260670527901,0.25546456838445925,0.08890367748485045,-0.3139806298390347,0.04321510859317768,-0.035199692389895836,-0.008667974073970726,0.0038709695984478895,0.11043321159017389,0.05159248015715644,-0.2764213116335663,-0.16769359275778972,0.1461146642202673,0.3876668004126651,-0.08052896117901474,0.12074426127590576,-0.05029422446757553,0.24776353926253455
acc_x_dyn__quantile_0.4,-0.19955672791395776,0.09395586026963886,0.037439827869596466,0.05133763310299882,-0.3784602469071536,-0.21623655033859362,-0.16102331713909007,-0.4546679418928443,0.031203487581926474,0.1492141672371507,-0.059563610032677225,0.061824013038479966,-0.008066306024231449,-0.04728839788588528,0.05931216719493255,0.04250149852440709,0.022114515761789365,0.06353533354824463,-0.12739660227766766,0.18295432717119853,-0.14420743147460552,0.05210256700788779,-0.1135213742366065,-0.02239114148452044,-0.08018931847550652,0.5993258619501324,0.16548819023350192,0.0427330789324101,0.021793794616340616
acc_y_dyn__variance_of_absolute_differences,0.2320422505258705,-0.047598611559042416,0.1221663194305589,0.22609553403664306,-0.010317122989255911,-0.12028251846335124,0.18456314736486332,-0.07139114925490281,0.23853702365985727,0.01635950763403771,0.49677489035170463,0.01668570326458187,-0.1596516422731616,0.09254225912488083,0.04671831499499996,-0.15893682221499814,-0.12251330316615303,0.2934612059930794,-0.15899316667397811,-0.08533583600427623,0.06481076208232615,0.15989919014079093,-0.05437787528733473,-0.01608285415975795,0.3122656298226973,0.13130384212066426,-0.2668167297322752,-0.019452228226352043,-0.3246398149497674
acc_x_dyn__harmonic_mean_of_abs,0.2329051423783115,-0.09890504159678462,-0.06493186903517116,-0.15283083687618573,0.24586963603883238,-0.07864928585060402,-0.15392788217055736,0.0058030437673991025,-0.16078746543244507,-0.1575473765565253,-0.01335845029437096,-0.04939454171683932,0.22830726014603298,0.09336015985047236,-0.3405278999010262,-0.068260354490055,0.3436286326217684,0.3657444051938081,-0.39604856029552876,0.3690410120400418,-0.14166155708964237,0.06465397488262262,0.013052464280233246,-0.05889577744951121,-0.0898500923974755,0.012793973633818505,-0.034113833517192105,-0.028494186750067093,-0.01698429371580734
acc_z_dyn__lower_complete_moment,0.2154067687095149,-0.09556948965209763,-0.011887186025911213,-0.2403028081086708,-0.2958505838624646,0.29241503140005776,-0.08004087873110007,-0.057821615272944056,0.028286987860718118,-0.04736536522514512,-0.10920021281877225,-0.023751166304741143,0.16340645064517612,0.055220909630289056,-0.04291674819866745,0.14445501570447591,0.04649691054222489,0.2720858115245254,0.15225130549773355,-0.3947575026474191,0.1813483740827596,0.5663144911173191,-0.05083980124062458,-0.03281353130128386,-0.13900665675493082,0.04862167996928475,0.0017817116756943456,0.0071809136330162025,0.039926124797160345
acc_x_dyn__max,0.2692139784928729,-0.10400066924184123,-0.04080158318220551,-0.13330762047355213,0.15583028588612857,-0.12038462164896553,-0.003749343669908832,0.0039017655944834037,-0.0428923861034447,0.17675497460501938,-0.11279153500518763,0.03138068526315482,-0.08326838808171708,-0.041458963243364864,0.061919388933248644,0.11449210147210882,-0.2228495883100463,-0.2097826284631375,0.09216784329368538,0.08363316238078286,-0.36538253590303177,0.24272295557219264,-0.034074806798571756,0.0170514671233904,0.03102064948442129,0.09230896959983341,-0.1004379863130146,-0.6807672171867875,-0.006140583129828294
acc_x_dyn__quantile_0.9,0.27018489034453047,-0.10274969768051216,-0.02831264024115781,-0.12515450895250227,0.1898741399837868,-0.13071889908174594,-0.06526086062860742,-0.03762354181596242,-0.094871230426484,0.03524522974328836,-0.013118866302625796,0.026742826162234935,-0.04199223806321984,-0.044059362322893265,0.02076779729595419,0.13828360372951237,-0.23586681885583338,-0.18705104433440206,0.06922471406549302,0.05142925183918258,-0.3254837815700136,0.230172294013337,-0.15216584169419597,-0.06961016995012802,0.23756523401003388,-0.021450428079549774,0.08241435705265894,0.6755240739778413,0.042135602537962835
acc_z_dyn__harmonic_mean_of_abs,0.22368270969440665,-0.07417985142599809,-0.05619517011573239,-0.10166897149314877,-0.3451543588858369,0.1398169206910374,-0.051068723387518916,0.17554945552208634,-0.10844057861700791,-0.3115766087724112,-0.025777592150211484,0.07262425015057311,-0.13118919040246255,-0.0528154944503156,0.4342972744011677,-0.12641853623983992,0.012772559294499783,-0.01820842979427655,-0.21501213421452692,0.14463747506762198,-0.05602519272734765,-0.14940696709410484,-0.49239439005563074,0.26582309072506166,-0.06286949086306425,-0.08391936077723842,-0.04111888096408193,-0.01816301243996853,-0.0159067828064811
acc_x_dyn__quantile_0.3,-0.2515802172239037,0.10507732794453181,0.03118346865768066,0.09152107107287531,-0.3274332566297262,-0.0445809050645913,-0.009349994898218387,-0.16669691269867218,0.1208703019877412,0.12064676282311435,-0.04049688306032019,0.007444144097629778,-0.02770961802972342,-0.06357204816325002,0.06875141563369884,0.13059203341821204,0.06113569757598917,0.06620573805282702,-0.15207758758265846,0.20401694763122497,-0.262078120609158,0.2548080950137027,0.03856142328615736,-0.20990417930373778,0.023052952031720947,-0.6528113641838345,-0.206041394331286,-0.005530279840504002,-0.024156088168511874
acc_y_dyn__avg_amplitude_change,0.27047958155896673,-0.019451123493413332,0.10679279043959189,0.21778860295654,-0.018214701854171515,-0.09862173121675352,0.08374870235202773,-0.05351259842689347,0.1279718990207126,-0.035776727978971704,0.3344533064536459,0.09346057517136266,-0.0836730708643724,0.0010889710555436825,-0.009377867600407644,-0.12904077788945958,-0.07486136135977531,0.013000168033458033,-0.008740529544718868,-0.024279277608110283,-0.09160885451367845,0.018482014853412138,0.0622983259936279,-0.07469979520453937,-0.4463542565995933,-0.08917822418931809,0.12674423784131814,0.0025486076678191945,0.6616709215501364
acc_z_dyn__katz_fractal_dimension,0.10978371226282142,0.32411737808187246,0.13746557253747388,-0.03519327951604195,0.19081235193448884,-0.029243471726939207,0.11738548745519078,-0.13251015524121243,0.1858620395686172,-0.16006451565895297,-0.1523912189702406,-0.17077468357575604,0.24229596587691535,-0.37245198655368855,0.1494843408221751,-0.03887994796281607,-0.045770435032807366,-0.30489052443128123,-0.5133806842510075,-0.1500141757702897,0.2067906856791866,0.16950562530451377,0.032894166204333705,-0.0419905350673896,0.0362684763946179,0.02408281517799924,0.02632179930822281,-0.027361745482108384,0.03906426782426412
acc_x_dyn__variance_of_absolute_differences,0.20811559501523652,-0.056766098176229435,0.07348086278763892,-0.24559324244516545,0.12091972841031849,-0.13762110769568703,0.02686034111408976,0.023196173277729194,0.0105445842688476,0.5946021215157914,-0.1921551567169359,0.05899819837670033,-0.32895289037363984,-0.03118127860196565,0.32478277400086586,-0.06842142973950395,0.26801227981403297,0.1323644643585002,-0.0886695947194179,0.03707163461654208,0.3092420441509134,-0.058190381897522195,0.04842065571003627,-0.12517658755297517,-0.10963854345719544,-0.052424904503065424,-0.004131990058987907,0.09530630396388148,0.005203528002582322
acc_y_dyn__quantile_0.4,-0.16881793665592867,0.07525835451697227,0.04526275520983444,-0.4858495349426403,-0.007492578867750999,-0.1967080991359163,0.05816710675551764,0.11478006248662402,0.10224079671713465,-0.12800666823562648,0.4709227316301125,-0.15299242040343589,-0.17724435691039034,-0.03427360276872956,-0.010843492192433477,0.2882528706609142,0.07746535069062789,-0.021948132796988425,-0.011894264008234907,0.018858802945645042,0.023380597783279815,0.04548685132030294,-0.06344695433002691,-0.03954820907926873,-0.06032773957140017,-0.0855737407344349,0.4771533259715057,-0.10141015597009932,-0.1432206308958771
acc_y_dyn__quantile_0.3,-0.23139321238036875,0.0847814773959705,0.012141575472866813,-0.4550228882155862,-0.009319478786944719,-0.06767744043335788,0.025982923655967993,0.08871290954954197,0.0393818883061234,-0.06736538208098891,0.16043469944196262,-0.052274574545724956,-0.03188047724374506,-0.011895416996142445,-0.006569530663943677,0.07070084049202155,0.03373410234900132,-0.06014671169016147,0.02253755239005766,0.01420368954613977,-0.005385889843557339,-0.037526044665421684,0.024387386851167585,0.025639275369277795,0.013055674825785272,0.212978198473328,-0.7061428752533228,0.09285922999477429,0.3422833288526739
acc_z_dyn__sum_of_absolute_changes,0.274028426862613,-0.010872040816813453,0.09849953649697332,-0.13204154192688847,-0.2043855545999368,-0.03394149456719222,0.07162324785702356,-0.0071127374208762965,0.20610170365404226,0.01314828778798996,-0.017973471269030223,-0.08392024098516263,0.1226515049733686,-0.05322982491509999,-0.15685455866457462,-0.049018135631157506,-0.1033452552182921,-0.20585802697412697,0.10482398542183759,0.03365617807087858,-0.13569725259660906,-0.23312876451289735,0.14166841512927092,-0.09947322735487991,-0.5398656432978814,0.014143120478679817,-0.18419303234133005,0.14865374088302638,-0.4889392617592504
acc_x_dyn__approximate_entropy_0.9,0.12308011141747704,0.34575238838662614,0.02281516613919579,-0.0174926951969018,-0.13084542901293078,0.053574318456272446,0.18789198916601474,0.017284759437484865,-0.29607043824846474,0.14084224196115183,-0.008534249510161133,-0.05229739877277724,-0.2092137968442879,-0.11640468313815303,-0.13491868375579988,0.120509138230984,-0.03566659383622477,0.18295987319150608,-0.1468915479389186,-0.13223070255470212,-0.2241846035458088,-0.010174199146688385,0.3524727073425933,0.5938613930192251,-0.00896479272350232,-0.021688403708747108,0.025523002391284296,0.078515164199181,-0.009651940617674635
acc_z_dyn__quantile_0.4,-0.16348206111247898,0.03118049803455443,0.04626291234103094,-0.06762578191658468,0.3615802427077833,0.45689637063030697,0.04646551546887747,-0.3970741840236116,0.06929109071373882,0.2734294607116193,0.16515365792613518,0.042058913562122234,-0.008457684255373446,0.0384467204834503,-0.14905834964891004,0.015743482924062167,-0.04988033922319041,-0.026805207968304934,-0.05592708981157287,-0.005635398520943958,-0.037654474649648606,-0.03318230646447521,-0.45700453421392945,0.23047158802015366,-0.21748364716632257,-0.09881379027819757,-0.04837800183464685,0.007182116479888255,-0.05770727401832112
acc_x_dyn__quantile_0.6,0.16321069785520306,-0.03382554974687657,-0.0021812895326206124,-0.13602055839502716,-0.03799188138623388,-0.3912390414253425,-0.34405150072552304,-0.5255472522100522,-0.25342829322468735,-0.11319532030977357,0.10275115838969262,0.0397222474258037,0.07119668415465813,0.018219390192802772,-0.047996804079341926,-0.08029676589518822,-0.017083199966799138,-0.08199882192541068,0.1252591601380244,-0.22328459457746483,0.23124404148775526,-0.1879813682113535,0.007890807667440767,0.1635858093150805,0.0938883253299667,-0.29631989009410975,-0.09064338876330696,-0.08990656080278822,-0.013686215095147034
acc_z_dyn__quantile_0.6,0.17336555093819278,-0.05658031905997543,0.004516128679657179,-0.2071683629511481,-0.07672629436930985,0.5728603901288539,-0.08090384513195167,-0.3062246051633802,-0.015234268185657934,-0.103300351755719,0.16497318148656817,0.04702980949748189,-0.11964881151681708,0.0002782614886162697,0.1518044907297229,-0.04552277817126875,0.01787020146855655,-0.10233431591657899,-0.03155918424483423,0.1694109299145879,-0.07272258455815761,-0.18001254029169622,0.4422780872012182,-0.24089429898570694,0.2543503916077213,0.04963837993384686,0.0833525246623226,-0.03843586977245091,0.047554009032068814
acc_x_dyn__katz_fractal_dimension,0.12650944169119943,0.3449060968176897,0.08267915893121142,0.012928246726676267,-0.07189064450087752,0.03687623801092656,0.187713839799261,0.0015109197201372874,-0.29985327077952745,0.00912151976498423,0.006817796102509505,-0.0026256891547780936,-0.08755669243372823,-0.19418619436397927,-0.18509015675356386,-0.0975237874562419,0.2880904831997877,0.040118223005831205,0.1344432447324939,-0.3087621790446403,-0.2373022780418513,-0.18810973107066578,-0.3284164822322197,-0.4660023578597504,0.12314790370977098,0.038356443379795255,-0.018603084908570447,-0.07270113764235756,0.008772449699558914
acc_y_dyn__harmonic_mean_of_abs,0.22331311420668573,-0.09181990752024512,-0.02334789620158572,0.3560568188173915,0.015114805223159824,0.030311154347627215,0.029228007720470833,-0.07830402297439729,-0.0018616247979745572,-0.060031394269121505,0.0787219855134927,-0.09593797367607718,-0.04785987344294715,0.0007891205128609461,0.04502906634911607,0.7299288188382941,0.39075273617923384,-0.18878935448658868,0.023964569699215146,0.05970074332052194,0.13111073885038457,-0.08338932041466428,-0.04156815404428208,0.04535250038246421,-0.01601430603914241,0.0701125179303191,-0.15649281577225696,0.007019510388228777,0.003837183232660367
acc_x_dyn__cardinality,0.11196180302743616,0.2438869129617701,-0.4459242568968005,-0.028509246918062024,0.02515913907815673,-0.007319071618209657,0.16297019292383536,-0.0820868669508959,-0.03777185921862382,-0.06760134942652109,-0.044299185572276835,0.1381704474600607,-0.019488926041202028,-0.2676163198250554,-0.062163520587458714,0.2223076508107422,-0.43529907618851876,0.32454253746748746,0.11165508845187508,0.2905896129823598,0.3136760031991738,-0.1047114165855694,-0.07003581320632818,-0.17456672030800174,-0.05589362340281008,-0.022383416955936177,-0.03475046831124865,-0.019908071350216404,0.01783053205260448
acc_y_dyn__katz_fractal_dimension,0.10629404221091682,0.3387545148355374,0.08052338816645085,-0.01882679086977615,0.027016807604657682,0.005392270164224446,-0.08318648641774883,0.07936410072944647,0.19992737011722028,-0.03372463377646526,0.09476528333947369,0.5455711914660866,0.10438648838566857,-0.17185935455536702,-0.0565299344739738,-0.1436954586702192,0.3339838803132872,-0.15055305598415494,0.3406535051320935,0.2748260006958358,0.07765252318025453,0.224593935905273,0.016885371950348626,0.215753076602624,0.08430987764450437,0.0008989870131756653,0.017698018883219833,0.013629761652198787,-0.06646476631213817
acc_z_dyn__sample_entropy,0.07799398185705485,0.34002856855567737,0.06739889925651539,0.008630864644090245,0.21773606275214735,-0.034830295383990066,-0.02312252926348122,-0.1270893197136843,0.17158988454296045,-0.10032444772818631,-0.07035119259805171,-0.42041444014981943,0.20231564907354765,0.19798841893243718,0.4549680394906112,-0.016595047159752567,0.06800182920056759,0.311040072680511,0.37301857380906245,0.08561479263316714,-0.20234941383596486,-0.06963179298339585,0.004138164462827124,0.07107027712830086,-0.016465662158610967,-0.012216867615052938,0.01484417147161435,0.00927137470139078,0.018229436985356184
acc_x_dyn__sample_entropy,0.09747922816337085,0.3497034372733904,-0.025212329647385092,0.054323406421422055,-0.12329546595006526,0.041391738740290084,0.023764429694492106,0.009513288512551626,-0.23948848219806187,0.024959583523264866,0.009005075331614452,-0.28989320498208565,-0.20557936495275195,0.5130815592769123,-0.15637377255513696,-0.15320470515759346,-0.068688887885458,-0.33334175913009206,-0.000570413469238389,0.28155596780276326,0.2814493183975784,0.2549747343773759,-0.07287140450651196,-0.07199742588817414,-0.03579702232830363,0.007024845550387355,-0.018105456544123003,0.004389069135088003,0.002214885204284428
acc_y_dyn__tsallis_entropy,0.05292947035427983,0.14125736949304216,0.1356838823245588,0.1421741641402883,-0.0018889910567935588,0.1391707356573313,-0.7354074281452122,0.25961325712280303,0.0914320529569207,0.1465938499638254,0.11433536790871382,-0.2781819113388307,-0.1709817479426028,-0.32633494006609254,-0.13742666227895942,0.017727365952767474,-0.14018920752312405,0.07767886268190075,0.01057355991416682,0.022256631676577633,0.042848048142496306,-0.031428853162950514,-0.05125652395204059,-0.026070408051402896,0.010265795310754444,0.017021415145775983,-0.04907364661122257,-0.020582832460431154,0.01171776005994554
acc_y_dyn__sample_entropy,0.0590736327371106,0.34858651499873133,-0.03847957536281935,-0.04655263500593871,0.03806649716792548,-0.0014983075169479592,-0.26167975654489406,0.1568443416232601,0.11092939667941487,0.07393603784280915,0.001340257255239474,0.4309272147370237,0.13816897328310257,0.49139468155281457,0.09531472194532199,0.26237696719797615,-0.15137044502405972,0.018303643877010795,-0.28564675574051096,-0.2580542366269987,-0.09912814398205769,-0.1892827682210267,0.010995544651359757,-0.1282284015710389,-0.017331627824076552,-0.003331174588142188,0.008359409503828016,-0.016101266967595448,-0.0239122056794995
