PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3529372545780048,0.3529372545780048
PC2,0.1644339117781204,0.5173711663561251
PC3,0.0648346760612696,0.5822058424173947
PC4,0.05799269846479982,0.6401985408821945
PC5,0.04745161858479497,0.6876501594669895
PC6,0.04252148329415047,0.73017164276114
PC7,0.03736137010091215,0.7675330128620521
PC8,0.03237447482527819,0.7999074876873303
PC9,0.026400289510899115,0.8263077771982295
PC10,0.022444709399374884,0.8487524865976044
PC11,0.020345225852502605,0.869097712450107
PC12,0.018409304389873125,0.8875070168399801
PC13,0.01458954401379999,0.9020965608537801
PC14,0.01242838256400392,0.914524943417784
PC15,0.011815788201639801,0.9263407316194238
PC16,0.010353586092702479,0.9366943177121262
PC17,0.008681612250314445,0.9453759299624407
PC18,0.008264660115788103,0.9536405900782288
PC19,0.007699460933670654,0.9613400510118995
PC20,0.007100627201580158,0.9684406782134796
PC21,0.006674405580575503,0.9751150837940551
PC22,0.00593728271057759,0.9810523665046327
PC23,0.005103568980325417,0.9861559354849581
PC24,0.0045962472661132,0.9907521827510712
PC25,0.0028829456190938253,0.9936351283701651
PC26,0.0023335140281402042,0.9959686423983053
PC27,0.0016913552611359278,0.9976599976594412
PC28,0.00148568437302479,0.999145682032466
PC29,0.0008543179675340172,1.0
