feature,pca_energy_score
ppg_bp_0p5_3,0.1153823849826275
ppg_p90,0.11394231222465338
ppg_dom_bpm,0.11332832390245842
ppg_spectral_centroid,0.11252486778346046
ppg_bp_ratio_1_2__0p5_3,0.11217969253123417
ppg_crest_factor,0.11215451361764446
ppg_harm2_bandpower_pm0p1,0.11017792029261178
ppg_clearance_factor,0.10984148682286683
ppg_p95_p5,0.10978284271699895
ppg_trim_mean_10,0.10977806183736098
ppg_spectral_rolloff_80,0.10927797341604227
ppg_iqr,0.10924528864719912
ppg_p95,0.10895761471243531
ppg_hjorth_mobility,0.10866992091353839
ppg_bp_2_3,0.10821614197907663
ppg_bp_ratio_3_5__total,0.10737743234218022
ppg_bp_ratio_hr_total,0.10684682872437394
ppg_spectral_rolloff_90,0.10680544689280429
ppg_dx_p95_abs,0.10659324771294339
ppg_tke_p95_abs,0.10601193395856014
ppg_psd_peak_median_ratio,0.1058460877832542
ppg_p1,0.1052217735922947
ppg_dom_bandpower_pm0p1,0.10490320609459465
ppg_spectral_rolloff_95,0.104551216261245
ppg_p99,0.10452052367419998
ppg_tke_std,0.10409296526401379
ppg_sample_entropy_m2,0.10360812308994446
ppg_hjorth_complexity,0.1025579733774108
ppg_bp_0p1_0p5,0.10204335019412786
ppg_zcr,0.10178806483616157
ppg_bp_ratio_2_3__0p5_3,0.0987485263135405
ppg_spectral_flatness,0.09833811822689259
ppg_autocorr_peak_width_sec,0.09769190241947703
ppg_spectral_slope,0.09743298060461142
ppg_autocorr_lag_sec,0.09741518653574706
ppg_perm_entropy_o3,0.0969378519882287
ppg_spectral_entropy,0.09637896173576532
ppg_psd_peak_mean_ratio,0.09625054184008754
ppg_autocorr_peak2,0.09519277198317848
ppg_autocorr_peak,0.09481700197565252
ppg_dx_kurtosis,0.09470201680761796
ppg_skew,0.0941243087428059
ppg_ddx_kurtosis,0.08801035656707619
ppg_spectral_kurtosis,0.08247132551312142
ppg_spectral_skewness,0.08220991502331747
ppg_median,0.08207100502788431
ppg_autocorr_energy_hr,0.08192045099944101
ppg_snr_dom_band,0.08143158877411359
ppg_harm2_to_dom_power,0.08028313106218546
ppg_autocorr_lag2_sec,0.07944513616735464
ppg_diff_mean,0.0675771314797112
ppg_autocorr_peak2_peak1_ratio,0.0634342718041163
ppg_ddx_mean,0.055719485528961374
ppg_mean,0.050304460792012826
