,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54
ppg_p95_p5,0.1352860497022842,0.222060901395031,-0.07517950475381344,0.04691858613545134,0.011622699581795133,-0.09872082136008017,-0.20006749307002733,-0.042953364477944955,0.01940347806145354,-0.00037814876988945256,0.005112506990321897,-0.06024531099258751,0.013813071053132203,0.05837462546857941,-0.0035141882205824287,-0.052709631509671395,0.000828196577033119,0.0084026778206228,-0.06907413416690111,0.0008753132252564133,-0.00533776962722482,0.05370689102749365,-0.09440407607412757,0.06116572722072971,0.01086047864739062,0.01779996078480829,-0.01805516470007612,0.1551110493831364,0.061825685517448825,-0.012815035001142056,0.1407658636362789,-0.02270228686238336,-0.05289038884922387,-0.047707692266976895,0.0006490965335896152,0.0107210652055426,-0.03762671848036057,-0.16337531323433335,0.08996069933066594,-0.006387839348668487,-0.0023570852034532452,0.007764688469860063,-0.013525156180097694,-0.09381795043335814,-0.028036956766195935,0.044569802971764286,0.17941575577940277,-0.06432896689664977,0.20187187070811133,0.32579329985406835,0.16945309187237,0.17278922284263173,0.2709978376724552,0.651404104393367
ppg_trim_mean_10,-0.09012590517540345,-0.19643827568447564,-0.07835437736141418,-0.1090869616568645,-0.16256339092540387,-0.01796542814427081,-0.1930426673513856,0.008177024513497028,-0.09076895000786775,-0.1303449835514517,0.02880889404842299,-0.09090813598477482,0.13344962981890643,-0.10698617075427543,-0.30315935170805763,-0.06300489437731623,0.14296693906419772,0.08752862790611676,-0.08563303087285933,0.09840378241807182,-0.09964722582265428,0.17103205771895108,0.22426562297677094,0.24843204626535886,-0.2815244068373425,0.14304544114602008,-0.3246449893839617,-0.03484104361305532,-0.23769308626886362,-0.048247547730555,-0.18768924956991778,-0.03696179456063603,-0.07785588197964788,0.1598563707693198,0.12650231969886416,-0.06855919044044277,0.037704308477250315,-0.08214045685102872,-0.14400285607766639,-0.11794985280748094,-0.032593352685271776,-0.062107637821322635,-0.14838715434936914,-0.09798777250171906,0.11962369665393664,0.012738236428317411,0.05674279147188354,-0.035572828450310554,0.2149361757980789,-0.024946382705032504,0.09180357644932052,0.051765259814222905,0.03050952562109024,-0.06453802609186893
ppg_crest_factor,-0.1311528824839453,0.1504250255504736,0.20283092284192963,-0.10846007502538492,-0.01730151162936854,0.17927799852236131,-0.03827967567667834,0.04923380101690189,0.06429431714663097,-0.02450369374123218,-0.023078871094132432,-0.03545341512375258,0.043497599185597424,-0.10634087465978176,0.08686748085108702,0.019932535714982928,0.027124025886225922,0.005786536165797301,-0.053853365268757385,-0.12796638479204017,-0.0873382723919679,0.2757537124967146,-0.22819064581110873,-0.12679695279083483,0.30337259801580113,0.19840010792555907,-0.12525718335520136,-0.4082375572105932,-0.2578739229281822,0.006147028977114738,-0.04748368550842508,-0.19455416252478283,-0.2540067302005048,-0.3296709016714273,0.017165174590494277,-0.09485026348431976,0.06710903157713127,-0.08467692701968332,0.01010526823247622,-0.0013684473223625551,-0.0037968250113487763,-0.08050872780730751,0.03839073374215821,0.08543731730987299,-0.007420278879394023,-0.09629448807302678,0.046435296194596735,-0.16663825950046293,-0.01355002715240812,-0.0004680220757785772,0.017010113348368376,-0.009377556297541972,0.04008866715205807,0.0077759072933815815
ppg_clearance_factor,-0.1912149231771491,0.14539310872757907,0.16768097634437443,0.004876799844607966,0.004625825450600857,0.07021906733079722,-0.06340434161804842,0.02758095158365291,0.015189572340792365,-0.062220982339152575,-0.04990461096141581,0.06321245077486487,0.04087669488834943,0.012310215845581174,0.018529365251034165,0.06341714806549764,-0.028743502576007506,-0.1022559308263163,-0.0426471569209666,-0.03684606693543531,-0.03815225244247611,0.10197424689288023,-0.10312203612653467,-0.00016316276874978226,0.0234366746491409,0.15675575154431307,-0.08456478647127944,-0.10341473960236026,0.03677716609840514,-0.0021846090102703945,-0.046921538768033615,-0.051942218111434055,0.09730195699489849,0.17630822446867492,0.09359659738046182,-0.1044472082494195,-0.09524176997522726,0.143021149468225,0.0706491908586575,0.12196098421599956,0.050399724620858635,0.03945376398017345,0.11774054828642845,-0.26700154483947547,-0.16171119336195167,0.26805026105899543,-0.15066144496248118,0.6721716402272867,0.1102891436269767,-0.050252780316796045,0.08111124253167033,0.06169734852128405,-0.0311412386019127,0.06366948909263014
ppg_tke_std,0.10118735726285129,0.23503609974978418,0.06226017977502482,0.10492127887901184,-0.028364893694489367,0.04192583579242872,0.01084220805619085,-0.00443631320866994,-0.008317609428096845,-0.01745234518709654,0.10866252618605726,0.15901696657951245,0.03980628213497178,0.10032535067105694,0.12203015648705075,0.15762708197081385,-0.12747278679605176,-0.045449823304311104,0.1500200236384946,-0.011043021038136133,-0.14864036814625506,0.006288893511010973,0.27523593748955877,0.10279828112133144,-0.08036175420269726,0.06659126077243072,-0.15188937053461335,0.09935216923530285,-0.018818169060918835,-0.035683885030670166,0.11962846064307422,0.03873606607613357,-0.05132872618778028,-0.07014167172584414,0.0415923489371471,0.002626352238024432,0.03686787195261612,0.21123192148951556,-0.019718493050601665,-0.14979951056728477,0.01809981716567354,-0.33448950336845823,0.2836441069620726,-0.05660068274682693,-0.10712401385490197,0.03490895684490131,0.0489288927613932,-0.1354486350730229,0.1127716898365839,-0.4248353221967571,-0.14485785090727882,-0.0952580852863607,0.28945395935339613,0.054434963543130155
ppg_tke_p95_abs,0.10329743116650217,0.2255800206904743,0.044010090308012284,0.10862915029836763,-0.04635846019373918,-0.03598226911768355,-0.0764567840531081,-0.06814269604527634,-0.020617371132446424,-0.03393728954267819,0.11802040957580592,0.04802585958428926,-0.04400270652135986,0.125194092292501,0.24520125903466308,-0.023744242824915524,-0.20752888785545867,0.11365473236524362,0.2111386054336243,-0.00019511667251445597,-0.11333570287223982,0.00943413891019041,0.32452282419313716,-0.04996933636881241,-0.05890477108902398,-0.08339007968462989,-0.01939949027782407,-0.02194039061232074,-0.08726306640399534,0.03327775596540847,-0.14816588704405753,0.14122658129558385,-0.08766457412186864,-0.1838436550699336,0.030773469581352977,-0.010376172207076886,-0.033572107951082675,-0.2866007091919883,0.20926608133907937,0.15865738203460886,-0.16425004875600613,-0.11454328451169843,-0.15428962065687124,-0.03579148979454941,0.0976640351607676,-0.12335311953405168,-0.24692874216569496,0.12359107171868862,0.14546215076267757,0.16584572320165647,0.20937496799115057,0.10411501265590073,-0.17892422746666364,-0.1874516049202432
ppg_dx_p95_abs,0.14282639566707023,0.21975630746785801,-0.031329238079586874,0.025733345183017235,0.05171926799961488,-0.04524232002678545,-0.18517053488684193,-0.01968595044474436,0.06643158869975031,0.02251357599986037,-0.041556357889523096,0.008655853146007753,0.03369797321310289,0.10330936438840123,0.06348418865145196,0.06919621961179756,-0.035188622611302275,-0.038484526124384744,-0.016935851689626157,-0.1235678379760991,-0.005426838796848632,0.011194708110162897,-0.14707169158208633,0.046800550699809,0.059501159565254924,-0.07005673053420369,0.027121451365835908,-0.028278947608518477,0.09261173313017837,-0.036177298891904235,-0.11758381060041141,-0.18396898019393604,0.024694603613906213,0.1973236258045938,0.21664559734588604,-0.054425404120145016,-0.0276918475014251,-0.08571471699176444,-0.20934342953389584,-0.03109645090922772,-0.06387870485460828,0.15990648551661396,-0.40000234206756463,0.13021172572640657,0.2904344456693654,-0.13375239513241832,-0.31744951127066046,0.03254868780692965,-0.016581213361039092,-0.3550833890453494,-0.15861104292468692,-0.096527358248469,0.13316214047709776,0.14672824650698263
ppg_dx_kurtosis,-0.011534322586550542,0.2087665216729774,0.10837675483924267,-0.08835004866823871,-0.060506107372481015,0.36409502807007715,-0.09775587303405017,0.04743526747406995,0.1266607173039301,-0.10848922742887379,-0.03134865264339615,-0.07037197646755688,0.0803520963276064,-0.07477699982469282,0.04883573849721022,-0.048534944690030446,0.1329144854550877,0.042748340482949454,-0.09635592301727446,-0.06021684323350901,-0.06097179314902201,-0.10006808523002905,0.07492288060731685,-0.10382071703696004,-0.07769236247874828,0.042158906051363715,0.0354992381805809,0.060200003801319873,-0.12980423043625214,-0.037347658078997086,0.15288791761248743,0.08036938424639542,0.07161446561393829,0.322220737732454,-0.6196715667782263,0.11156154700971829,0.17725473123179702,-0.04499919118976377,-0.009360865566840904,0.1961857529777989,-0.050700895561696574,0.014364269523380255,-0.034649422344188566,0.012380158051884277,0.10127998705136915,-0.07599346896217797,-0.04702673721154148,-0.029772604074676013,0.07781361242984385,-0.08588922446467366,0.00739914278211623,-0.009275348740299484,0.01342094076748417,0.020775960568455765
ppg_ddx_mean,0.006739800323608637,0.009887102114766557,0.0260859667334798,0.016718587601015706,0.5543609407306824,0.07725450741180336,0.10909834071127837,-0.05896456506431418,-0.20709653826155844,-0.19667066523351448,0.10740798822885189,-0.20350161715209447,-0.1566114672605678,0.13772564542711946,0.19194971458748106,-0.11295436267050879,0.3563452652280682,0.023125061060596253,-0.14570894409280055,0.11846643885614844,-0.02500657517334154,0.3680402692419489,0.2367196404336595,0.1004050588809395,0.01522452074223405,-0.11742722314913605,0.010572226535647433,-0.12492249831223073,0.1253000819095542,-0.02884692274166271,0.11213739120216523,-0.057327959101140746,0.06857569076307454,0.026707628103818104,0.007201774700029515,0.024940356038030104,-0.05164012109021628,0.0416189453278992,0.035549182815842295,0.003954674929537064,0.006149715863192583,-0.01708499197943132,-0.021267231791092397,-0.00988230247484382,0.02360789412636269,-0.010670698166899265,-0.026695704950848928,-0.006385252686575894,-0.026047020407247323,-0.023497805597576013,-0.009008815613432655,-0.005638698608580323,0.004876016563331394,0.008165239782300548
ppg_ddx_kurtosis,0.0013954868693402047,0.16081298373616393,0.059576255935262216,-0.14979698814708217,-0.06757915122212713,0.4324539933233568,-0.08934669111750343,0.07228186502369786,0.1486162874880128,-0.12315501859286496,-0.050301452514220024,-0.1464228321977998,0.09277641588518995,-0.16506551274373907,0.02395853705594077,-0.13550931361848267,0.2346507501379439,0.025078306463987537,-0.07454295001354524,-0.060798993655832106,0.030826593720000378,-0.28312927650930986,0.19215937773569547,-0.22150715816079775,-0.07220364966485529,-0.06891262105703892,0.062310958558277924,0.129856966615371,0.06515324297650057,0.07038385549254421,0.08585566151751736,0.08864938864359413,0.014752972542419945,-0.16820745961628747,0.47155631700682576,0.015202200329932677,-0.15976906110629582,0.016108545628620678,0.04307931526263602,-0.22272876216516838,0.04439824622414949,0.0679846730119652,-0.015062442740965631,-0.02919121818651138,-0.01563209081730281,0.019859736534058252,0.0003001041958163586,0.009141834852560614,-0.0259704397819015,0.03896517762703406,-0.023685318756132306,-0.003923126859647012,-0.009372683813722417,-0.02348319753067779
ppg_hjorth_mobility,0.20395128008212152,-0.09595409027895403,0.13795610894105947,0.04186405580686771,0.0008991737442217735,0.13767836711346795,-0.10368015306319071,0.058612354164738166,0.023781732728695396,-0.07053480398916805,-0.027285837410968128,0.10714541115052498,0.09345692296740626,0.03682998990243436,-0.024845943148498865,0.1279818884105756,0.039912903365238755,0.08940369661235245,-0.18760486123413223,-0.03722190236188119,-0.04870277864269522,-0.10992652753058009,0.03754119619296363,-0.01214651381144399,-0.11948666920486464,-0.2121964825243699,-0.009445640245078823,-0.1027253446895883,0.3482875279522205,-0.24535185452438812,-0.24760168868033017,-0.19726847627549265,0.052835681317917715,-0.08412311060796861,0.0926638219209584,-0.1814922428925077,0.22812235432161843,-0.030575013055523514,-0.18315068925828065,0.35198785164672636,-0.15974193482910326,-0.09060701284862625,0.27170743814108256,0.14909232926480712,0.0304487617158734,0.11990279395410378,0.10753947626954652,-0.04476510643164329,0.03296552768501573,0.08670055138005298,0.03149422671698855,0.07557963463448768,-0.02814379159911538,-0.0027720416214808696
ppg_hjorth_complexity,0.1846930924565954,-0.03061074965159286,-0.2435747448555057,-0.10162830666691013,-0.02685317670922811,0.08068366363237509,0.0505106057155007,-0.0478140306650528,-0.07207973903219851,-0.020857250259095638,-0.03640938300734575,-0.016783941374677064,-0.08014104467860161,-0.1492398891864736,0.09139425598770176,-0.07423668346769652,-0.02126107651542891,0.013919648628191214,0.024958520488602164,-0.01763466692395349,0.09706072683786948,-0.023877645001488562,0.105831358187067,0.1326359437744129,0.24088800876993888,0.0947800501645257,0.16215220856849763,0.14386436120857116,-0.3243106389725867,0.1683186106257622,0.048900828554213266,-0.126496670663296,-0.024457540895931728,0.11205611859403754,0.07857546693502901,-0.2706667077159104,-0.33869921287162436,0.07218235158756936,-0.14161472577932313,0.37646583529082356,0.012025731036953861,-0.11001601344543757,0.2259962510052426,0.05784226672792641,0.23042350527293315,0.15519791195775468,-0.05431606805151698,-0.05137123881542589,0.022381612805761092,0.01230631559365616,-0.013644304684770212,0.048930556132674975,-0.004764547139554875,0.013105343411550119
ppg_perm_entropy_o3,0.20877588925145413,-0.11222525607001176,-0.02519023023651316,-0.039877842435144244,-0.013272792008498617,0.0509483177991015,-0.017963912243572154,0.0035572845040112177,-0.0730739567487251,-0.002722616480173551,-0.035208696248897,0.21888581764864945,-0.04678858704597455,-0.03109122174345047,0.07451001669673149,0.008263129200034108,-0.02373886119598534,0.15925603202298494,-0.2842242356378014,-0.17497841144218856,-0.18396290514439093,0.0841657328023703,-0.08111748914955115,0.17322184393103987,0.14823938289382793,0.16641338610077105,0.25814681785416715,-0.05904307592474667,-0.16503955221366196,-0.4603535138399322,0.03811031614217256,0.485846811449089,0.12298421972125748,0.007308489426424078,0.14255034073768796,0.10526311202225884,0.026239519240329842,-0.025173825327051785,0.025039494434139303,-0.10097278117864023,0.012273120683594152,0.02198962376261305,0.0034385400491298984,-0.027198384440344985,0.012092626594958094,0.014012613349937824,-0.043589101724554935,0.02369591311406146,-0.005595661896335591,-0.0017215763860042037,0.0017368266102043822,0.02881185186843774,0.002854632685053529,-0.011256042123345217
ppg_sample_entropy_m2,0.1551485057292203,-0.16550691601952028,-0.058659135457953614,0.0028445230805536972,0.05524477661100882,-0.21236247226589583,0.028352537869643098,0.033926358289131,-0.11041872279939484,0.05274371207109448,-0.06114139536018297,0.1710304393159467,-0.03803493237493394,-0.004651906768441405,0.07551496214250258,0.22586151585159847,0.14238236232484908,0.16904054736325164,-0.0511883482169255,0.06257245360518596,-0.06331697740031392,-0.19812867583804433,0.21351966864705257,-0.4398314078518306,-0.03235768598296426,0.2969929788332538,-0.16177121339121575,-0.09100145810686683,-0.08039250845401733,-0.1309091852872934,0.384217359434552,-0.2598797372186695,-0.01974021461267117,0.0745903688433289,0.04589106270069161,-0.06732409411652257,-0.021368474137831342,-0.17410914180788595,0.015886975792090252,-0.003342991987299676,-0.0015616807261396443,0.1370969026848935,-0.016625574419821786,0.035907050377177945,-0.04266399612742274,-0.09054820933645238,0.009360954033315102,0.11499839230752536,0.011466074914706664,-0.020973155068576502,-0.0032059101115940354,-0.013307370146052263,-0.0037032464695851324,0.024247573016091012
ppg_dom_bpm,0.116150806818186,-0.11656392197663772,0.15329870542473842,0.161238207112255,-0.01072172511915309,0.10431722503623961,-0.10346736369588569,0.277699611879202,-0.09943196384693075,0.22174118504421061,0.0850865356892608,-0.08934995806308191,0.09046751784671075,0.21660627151737316,-0.10012965772884906,-0.2283365015874419,0.11717841405023044,-0.14934950707070505,0.18295001900433083,0.11760918942418806,0.06719012052985074,0.1461280936909798,0.07117583851362104,-0.27058360526396236,0.3194535429265053,0.1537146521646623,-0.06378766133727086,0.3494591904612268,-0.039401938580098717,-0.2918377862498436,-0.23292660922230146,-0.007232511529500857,-0.07486639497233877,0.05565498697941085,0.019717679209880205,0.08395805627784322,-0.0426690620401953,0.11444328909741434,-0.0009701688123183588,0.0848046872788358,-0.057961652211553,0.01703459153678938,-0.04036075033976523,-0.015056063753207852,-0.04072858975019741,-0.05380920317145725,0.031944614629483906,-0.001570152582064257,0.012330830302937329,-0.011470543611258927,-0.04251926465541172,0.03465143596102942,-0.005826376039960287,-0.0035776473949092613
ppg_bp_0p1_0p5,0.1035445123782282,0.22153319908261399,0.004754405433379092,0.11849694732949094,-0.05674459778635782,-0.11685176440698543,-0.05139846761518559,-0.027166202862296502,-0.13589230698065421,-0.11691068125358368,-0.0009184807995683258,-0.05751148142164027,0.0196969342834405,-0.05878448707141962,-0.0375391367281115,-0.2598187925621721,-0.17298015753763563,0.24692911269893375,-0.04875591351744321,0.2074816432159048,0.06184092366637167,0.0066374281189126305,0.11211995024249748,-0.06786227013955462,0.006752197165408036,0.06769762478079272,-0.013893640122012885,-0.03160254662319323,-0.007248017100538046,-0.01591772097306677,0.05572378753218296,0.09408670815590003,-0.0668411818802267,-0.284321270048764,-0.15392850491956167,-0.1946580927606886,0.21930217854985276,0.3773923789552246,-0.327828146212037,-0.1280431353052621,0.09485959379924477,0.3012420170251513,0.018477785323659818,0.0514276205405505,0.13066591517168438,0.05259806495844353,-0.06217603108427309,0.13723063442659164,-0.07691351793598936,0.03744995030687149,0.006212545103310041,0.0016491808983481564,-0.07393871729760648,0.05346554990630609
ppg_bp_2_3,0.08323546708947675,0.1812556415905373,0.09700283247425831,0.11153770132694012,-0.07646705999579893,-0.0179078510191563,0.3564513935059032,0.1125110897320401,-0.15053065446273894,-0.01478899833614394,0.03850558959079448,0.0657567439760924,0.009578838480662398,-0.16579983708547436,-0.22666963911273907,0.1289286290362437,0.22538585795437716,-0.14861518474621177,-0.1080312682869019,-0.07837871838737598,-0.0031166276578823426,-0.011912262845555775,-0.10312835322685172,0.1632747487985353,-0.0061126283757405794,0.08662390131520514,-0.054681085232930554,0.2150424131654744,0.0839835311041326,-0.02028783975693983,0.127313372330088,-0.062332938213338185,-0.06372722306115669,-0.09829048274274615,-0.00586568356864809,-0.032397503211512066,0.03840572498576275,0.004403349828437111,-0.07089527928945291,-0.08751688769123121,-0.12916780156718943,-0.2622180092561124,0.015789244799713914,-0.05694340726557494,0.11960860056332184,-0.23069523917539958,-0.23758331779866282,0.051012943365696534,0.0005592214740367113,0.08135769005629341,0.037698608753409524,-0.05653831565901076,-0.4154848709658889,0.16546253641770248
