,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
ppg_p95,0.23285666023139742,-0.05401247177892436,-0.21632055717136575,-0.2841567849784133,-0.034097178040505695,0.14158087524646926,0.12290397055863522,0.19537257959646237,0.04349957884611376,0.09167774054777075,-0.0538080705730021,-0.2517461838822023,-0.03957998594694749,0.297084507706282,0.3606390577720302,0.05546413938603101,-0.031239176827759837,-0.23983202259984093,0.07231661048299833,0.20306421970835953,-0.15264067001186635,-0.006513560994070677,0.06321608961699539,-0.01969783183244017,0.2162334074966524,0.15731830315802603,-0.1940333189810804,0.045182095474845,-0.09770053439353668,-0.4334495453892174
ppg_hjorth_mobility,0.11052466082796084,0.2614001031617834,0.1452189159532283,-0.10223779055314249,0.10294262513310032,-0.11367083259328059,0.019212361082884537,0.10740589923310481,0.2490438124826049,-0.11117237593306926,-0.07418655089216074,-0.21943791571507887,0.2438253515492971,0.24431051960774897,-0.5876110468387175,0.2396013706882385,-0.24033018824267185,-0.17099977508311526,-0.1076644486313834,0.005448079827933517,-0.1648656568440477,0.09186641982903121,0.20519034451794355,0.03158671276524164,0.03896460459444368,-0.06802558921570674,0.04434731917085057,-0.12916130591227828,-0.021696871059346,0.0030801346752328887
ppg_bp_2_3,0.2017259260944024,-0.08160439080717632,0.19828297805261863,0.3965612150092689,-0.20513957320995435,-0.03275681918216092,-0.09936469939433563,0.3481867532496078,0.08086492778488448,-0.006093124053711869,0.126957996949167,-0.10364376070961182,-0.017736520369993403,0.22529043041773755,0.19054175650969277,-0.030476627397238314,-0.04511028589190177,-0.08156184272513724,-0.01996971725120649,0.00704244439545662,0.06267628964341561,-0.24248583261372567,0.16327611466924813,0.10913479585240916,-0.3506727303387242,0.018860327098042914,0.17307952082938505,0.04922001401789626,-0.41149966925797826,0.15682736118779364
ppg_bp_ratio_3_5__total,0.05110250057072518,0.20305097822807203,0.24375651586124747,-0.30325091065797594,-0.36065594447482924,-0.16750898679535947,0.07265468870900164,-0.07873115333634743,-0.19429495385318463,0.22297849221356345,0.49942345848733444,-0.04578276089845751,-0.124186780800867,-0.10059667659903841,-0.1329169931198285,-0.0046427429527360125,0.30191923537894777,-0.3384311143120482,-0.018539282259842402,0.046661793533364554,0.15370892399581748,0.02640220483189709,0.006889329035654526,0.07528451938140243,-0.001987781491874342,0.05945972375032184,-0.0011362565169881064,-0.10517857705052487,-0.0097787856977632,0.0011959851180839936
ppg_bp_ratio_hr_total,0.11956292964354806,0.20832033094073915,-0.22967958126444246,0.2892305020501443,0.31453643485936683,0.06652055353695902,0.024154473987348105,0.07815573696798707,0.011325357023773752,0.0005726661708989397,-0.12745776714540602,0.0028121802094959445,0.31178207587109563,-0.19868783314664945,0.06896445038683546,-0.0778824212622226,0.39675913882141634,-0.2760143590416474,-0.03712406290780377,0.09319500040890248,0.226198372639688,0.21431696669900166,0.07140328532832894,0.32674947845627733,-0.019881878224594456,0.158470007776978,-0.012508737205222864,-0.23147653981892502,-0.007608596656629676,0.0056242711347306885
ppg_spectral_rolloff_90,0.10583749659113294,0.2686134693682458,0.1561706964710811,-0.10184569941599077,-0.037800270415498397,-0.1806488265398035,0.023699200569361586,0.063632970975497,-0.19555228513487152,-0.13562090383098901,-0.18397273484525048,0.17728793256250164,0.12889243725756705,0.1266297357140481,0.14406762305636203,-0.1626438340636268,-0.050302910723978904,-0.029343001362920767,0.6509496731016813,-0.4209523608589219,-0.09332829765855208,0.0012199088349200708,0.007421239079783702,0.024992110769496752,0.01404966094299039,0.03849244538125429,-0.0020955650816773712,-0.16124727546392595,0.0009073359709598198,0.0061739110534065516
ppg_dx_p95_abs,0.27228817142031464,-0.06482998579788463,-0.07252819098735448,-0.20967485700704147,0.12313530154381983,-0.06296113597767934,-0.10165169746715969,0.024683706229823594,0.03698090909110991,0.0828230954361082,-0.0197658309604484,-0.10921413461323443,0.027857746073430514,0.08209004695482544,-0.13435304684163554,-0.004526817336732528,0.22364953341650054,0.14342117809850422,-0.11942851594378624,-0.2240299661407675,-0.24128330071330106,-0.23814191026501125,-0.37255874320315413,0.28712106349035055,-0.36594281923995375,0.16861948099581237,-0.34198530145518297,0.11897954749769225,0.1262378063862113,0.12502017002650778
ppg_tke_p95_abs,0.2526818238270986,-0.09967399507531577,0.07524467484616415,-0.08018326822217425,0.11730740880101664,-0.002389107467882523,0.08152584771768531,-0.43192581199580055,0.018999905521948884,-0.23115348881819794,0.04062653104106283,0.2537374512031434,0.06386807430256086,-0.22394049406510905,-0.04485194366123707,-0.20413423861785573,-0.0637229519870697,-0.15467327878388337,0.009157395556037774,0.2561951574417596,-0.3852356199666853,-0.1912533363796479,0.10023105997612047,0.055195060524348916,-0.15654712434929616,0.1736852499031884,0.2845443735236348,0.05230595364007395,-0.16643299151265026,-0.17764967480463284
ppg_psd_peak_median_ratio,-0.12805084029592947,-0.2374970647506689,0.2045910785145851,-0.1750438203576159,-0.23155594909548516,0.15932887348801508,-0.13683369609675303,-0.08429610025832861,0.006373679570733652,-0.07347429730839483,-0.1453330682110007,0.06906068794443346,0.05114086054780104,0.09710687525901611,0.08678906024643142,-0.18524266848936555,0.11487602008199807,0.12200392329029944,-0.12310329912019936,0.045187521149814405,-0.16265835032286427,0.27836839271531255,0.29769944135388215,0.37681111799248945,-0.12356159620275813,-0.3652387560899194,-0.23562595082457613,-0.27337952906979746,-0.04425359448361392,-0.06266913332956997
ppg_p1,-0.2646116555445781,0.09148435194848568,0.043477921807923814,0.17232232800002098,-0.17491920746974285,0.02431655278416033,-0.08380774200248733,-0.02794535082972385,-0.19288332387779986,0.17517949759204446,-0.1921963831674289,-0.05634794137570289,0.04783222470839436,-0.01998772949180847,0.04872273475691593,-0.20308634584467386,-0.09934934285008082,-0.2512902477410282,-0.30493452034960544,-0.21540548896944586,-0.3067062845771486,-0.022964670840588175,0.31290724428971234,-0.1347770498350408,0.007281306640501111,0.4363424151027068,-0.13894291806118797,0.10818481255104308,0.19846291948850972,0.11315285958325716
