PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3711724820889083,0.3711724820889083
PC2,0.3125975904120229,0.6837700725009312
PC3,0.10777531999964671,0.791545392500578
PC4,0.04799231993058692,0.8395377124311649
PC5,0.027396416605342103,0.866934129036507
PC6,0.023279066667235768,0.8902131957037428
PC7,0.020403425398406443,0.9106166211021492
PC8,0.016640782756427146,0.9272574038585764
PC9,0.01149447103711378,0.9387518748956901
PC10,0.010288209900557633,0.9490400847962478
PC11,0.009904518336978672,0.9589446031332265
PC12,0.007591594763555017,0.9665361978967815
PC13,0.005697222665865593,0.972233420562647
PC14,0.004725291433157142,0.9769587119958042
PC15,0.004111412212926878,0.9810701242087311
PC16,0.0038570335902692,0.9849271577990003
PC17,0.0027882631141526388,0.9877154209131529
PC18,0.002528089662892639,0.9902435105760455
PC19,0.001770500335277328,0.9920140109113229
PC20,0.001551595894273134,0.993565606805596
PC21,0.0013709967401244066,0.9949366035457204
PC22,0.0010868889869952475,0.9960234925327157
PC23,0.0009472591266393229,0.996970751659355
PC24,0.0008046908253741624,0.9977754424847292
PC25,0.0007223626938038794,0.998497805178533
PC26,0.0004941486296079088,0.998991953808141
PC27,0.00043167401779687986,0.9994236278259379
PC28,0.00032572181063502396,0.9997493496365729
PC29,0.00012789581687479317,0.9998772454534477
PC30,0.00012275454655240903,1.0
