feature,nan_ratio,variance
acc_y_dyn__quantile_0.1,0.0,5246.940751919247
acc_y_dyn__iqr,0.0,5702.2272116810545
acc_y_dyn__variance_larger_than_standard_deviation,0.0,0.046800385270152046
acc_y_dyn__var_of_abs,0.0,27197931.886301592
acc_y_dyn__binned_entropy,0.0,0.03001624601989684
acc_y_dyn__crest_factor,0.0,0.23305552026067286
acc_y_dyn__range_of_abs,0.0,12697.049830814187
acc_y_dyn__hjorth_mobility,0.0,0.019427871835339793
acc_y_dyn__count_above,0.0,0.017637706309864748
acc_y_dyn__count_below,0.0,0.017637706309864748
acc_y_dyn__count_below_mean,0.0,31.25434003765854
acc_y_dyn__count,0.0,0.0
acc_y_dyn__autoregressive_model_coefficients_4,0.0,0.009867419400716547
acc_y_dyn__autoregressive_model_coefficients_3,0.0,0.07517478544899246
acc_y_dyn__autoregressive_model_coefficients_2,0.0,0.10400904047075024
acc_y_dyn__autoregressive_model_coefficients_1,0.0,0.02322939452269867
acc_y_dyn__autoregressive_model_coefficients_0,0.0,0.07340798235141117
acc_y_dyn__area_under_squared_curve,0.0,1188507502004.2305
acc_y_dyn__area_under_curve,0.0,7112108.03991931
acc_y_dyn__rms_to_mean_of_abs,0.0,0.013504858133926706
acc_y_dyn__cardinality,0.0,14.612191048382238
acc_y_dyn__hjorth_complexity,0.0,0.8582690814781319
acc_y_dyn__petrosian_fractal_dimension,0.0,1.7108318004479933e-05
acc_y_dyn__clearance_factor,0.0,1.8613138650548895
acc_y_dyn__katz_fractal_dimension,0.0,0.11316465824539935
acc_y_dyn__higuchi_fractal_dimensions_k=6,0.0,0.014343735574613182
acc_y_dyn__higuchi_fractal_dimensions_k=5,0.0,0.008530021395622938
acc_y_dyn__higuchi_fractal_dimensions_k=20,0.0,0.040851132730711406
acc_y_dyn__higuchi_fractal_dimensions_k=10,0.0,0.0352693451636915
acc_y_dyn__no._of_slope_sign_changes,0.0,8.12838504745817
acc_y_dyn__avg_amplitude_change,0.0,137.353489489086
acc_y_dyn__spectral_coefficient_of_variation,0.0,1304140.8299025444
acc_y_dyn__moment_order_4,0.0,3.902343894107617e+19
acc_y_dyn__moment_order_3,0.0,11346097611316.625
acc_y_dyn__mean_of_auto_corr_lags,0.0,0.04068539491269806
acc_y_dyn__impulse_factor,0.0,0.8288923536230547
acc_y_dyn__no._of_mean_crossings,0.0,12.025872696841006
acc_y_dyn__shape_factor,0.0,0.013504858133926706
acc_y_dyn__var,0.0,290385183.9880171
acc_y_dyn__range,0.0,37499.55113414982
acc_x_dyn__percentage_of_positive_values,0.0,163.36178877115384
acc_x_dyn__ratio_value_number_to_sequence_length,0.0,0.0
acc_x_dyn__adf_usedlag,0.0,0.0008062885296096357
acc_x_dyn__adf_pvalue,0.0,0.08248046968794269
acc_x_dyn__adf_teststats,0.0,1.6077223304254697
acc_x_dyn__zero_crossing_rate,0.0,0.0025477324109288643
acc_x_dyn__winsorized_mean,0.0,107.12681524193269
acc_x_dyn__variance_of_absolute_differences,0.0,712034.0863007297
acc_x_dyn__sum_of_reoccurring_data_points,0.0,0.0
acc_x_dyn__sum_of_reoccurring_values,0.0,0.0
acc_x_dyn__sum_of_positive_values,0.0,1535175.5331050484
acc_x_dyn__sum_of_negative_values,0.0,1509302.8421421403
acc_x_dyn__total_sum,0.0,434277.71794455923
acc_x_dyn__stochastic_oscillator_value,0.0,806.9340426392846
acc_x_dyn__signal_to_noise_ratio,0.0,0.08799742976180486
acc_x_dyn__signal_resultant,0.0,141430.12653105374
acc_x_dyn__ratio_positive_to_negative,0.0,0.10741386830805764
acc_x_dyn__max_has_duplicates,0.0,0.0
acc_x_dyn__ratio_negative,0.0,0.004703211289945877
acc_x_dyn__ratio_positive,0.0,0.004703211289945877
acc_x_dyn__ratio_beyond_r_sigma_10,0.0,0.0
acc_x_dyn__ratio_beyond_r_sigma_7,0.0,0.0
acc_x_dyn__ratio_beyond_r_sigma_6,0.0,0.0
acc_x_dyn__ratio_beyond_r_sigma_5,0.0,3.442749732122317e-07
acc_x_dyn__ratio_beyond_r_sigma_3,0.0,0.00011554354954499962
acc_x_dyn__ratio_beyond_r_sigma_2.5,0.0,0.0003877562962460111
acc_x_dyn__ratio_beyond_r_sigma_2,0.0,0.0007963295935663512
acc_x_dyn__ratio_beyond_r_sigma_1.5,0.0,0.0011783244655232804
acc_x_dyn__ratio_beyond_r_sigma_1,0.0,0.00583112140117386
acc_x_dyn__ratio_beyond_r_sigma_0.5,0.0,0.012174702886115734
acc_x_dyn__percentage_of_reoccurring_values_to_all_values,0.0,0.0
acc_x_dyn__percentage_of_reoccurring_datapoints_to_all_datapoints,0.0,0.0
acc_x_dyn__has_duplicates,0.0,0.0
acc_x_dyn__min_has_duplicates,0.0,0.0
acc_y_dyn__max_of_abs,0.0,12942.300976897708
acc_y_dyn__trimmed_mean_abs_0.15,0.0,1579.9128745978992
acc_y_dyn__max,0.0,9994.498446491398
acc_y_dyn__min_of_abs,0.0,4.3703198638962215
acc_y_dyn__min,0.0,10241.921410469504
acc_y_dyn__median_of_abs,0.0,1448.4239875101257
acc_y_dyn__median,0.0,252.23348476173936
acc_y_dyn__kurtosis_of_abs,0.0,3.484620128584554
acc_y_dyn__kurtosis,0.0,1.8794094080411414
acc_y_dyn__skewness_of_abs,0.0,0.36311606920897604
acc_y_dyn__skewness,0.0,0.5263902798739326
acc_y_dyn__std_of_abs,0.0,870.6687250224309
acc_y_dyn__std,0.0,2590.4679727594225
acc_y_dyn__trimmed_mean_abs_0.3,0.0,1491.1427996185005
acc_y_dyn__trimmed_mean_abs_0.25,0.0,1508.2108379988413
acc_y_dyn__trimmed_mean_abs_0.2,0.0,1542.2995799042185
acc_y_dyn__trimmed_mean_abs_0.1,0.0,1629.303599388677
acc_x_dyn__large_std,0.0,0.0
acc_y_dyn__harmonic_mean_of_abs,0.0,241.68542309146534
acc_y_dyn__geometric_mean_of_abs,0.0,920.5194432449371
acc_y_dyn__mean_of_abs,0.0,1789.1994959672813
acc_y_dyn__trimmed_mean_0.3,0.0,198.5308873276131
acc_y_dyn__trimmed_mean_0.25,0.0,180.4336381962081
acc_y_dyn__trimmed_mean_0.2,0.0,158.61995565871732
acc_y_dyn__trimmed_mean_0.15,0.0,143.8878219424112
acc_y_dyn__trimmed_mean_0.1,0.0,131.77872709980753
acc_y_dyn__mean,0.0,118.81900915820493
acc_x_dyn__number_cwt_peaks_5,0.0,2.5676873563727343
acc_x_dyn__number_cwt_peaks_1,0.0,1.20444301932671
acc_x_dyn__benford_correlation,0.0,0.029585413542909642
acc_x_dyn__cid_ce,0.0,1.0140140067978527
acc_x_dyn__lempel_ziv_complexity,0.0,0.0012636917622301236
acc_z_dyn__number_cwt_peaks_5,0.0,2.974801367206839
