PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3157547797677095,0.3157547797677095
PC2,0.1657144512260479,0.4814692309937574
PC3,0.08491707221021438,0.5663863032039718
PC4,0.07414522999024992,0.6405315331942216
PC5,0.053686924596388644,0.6942184577906103
PC6,0.0376204299090442,0.7318388876996546
PC7,0.03247539768381766,0.7643142853834722
PC8,0.02883294605815827,0.7931472314416305
PC9,0.026572397545628856,0.8197196289872594
PC10,0.02233812585380244,0.8420577548410618
PC11,0.01879849948288103,0.8608562543239429
PC12,0.016417133598081418,0.8772733879220243
PC13,0.015879729752181708,0.8931531176742059
PC14,0.01342268248513575,0.9065758001593417
PC15,0.013174199991795487,0.9197500001511372
PC16,0.011305576589894313,0.9310555767410315
PC17,0.009397612606813016,0.9404531893478445
PC18,0.008951670581952084,0.9494048599297966
PC19,0.008615267872198667,0.9580201278019953
PC20,0.006698131825894802,0.9647182596278902
PC21,0.006472840389126171,0.9711911000170164
PC22,0.006131009029538042,0.9773221090465544
PC23,0.00543193924535254,0.9827540482919069
PC24,0.004123959581135608,0.9868780078730426
PC25,0.00372910396378451,0.9906071118368271
PC26,0.0031275591290467358,0.9937346709658739
PC27,0.0022026536614068192,0.9959373246272807
PC28,0.0015324608510482894,0.997469785478329
PC29,0.001435696592388924,0.9989054820707179
PC30,0.0010945179292825128,1.0000000000000004
