PC,feature,abs_loading
PC1,acc_x_dyn__higuchi_fractal_dimensions_k=10,0.2551726505878743
PC1,acc_z_dyn__hjorth_mobility,0.2515235599199411
PC1,acc_z_dyn__svd_entropy,0.2505412564019137
PC1,acc_z_dyn__higuchi_fractal_dimensions_k=20,0.25009570633675615
PC1,acc_x_dyn__hjorth_mobility,0.24622610738763384
PC1,acc_x_dyn__higuchi_fractal_dimensions_k=20,0.244735634131249
PC1,acc_x_dyn__higuchi_fractal_dimensions_k=5,0.2330789293199694
PC1,acc_z_dyn__sample_entropy,0.2235511122650113
PC2,acc_z_dyn__var_of_abs,0.3813827636646521
PC2,acc_z_dyn__max,0.3605225076619118
PC2,acc_z_dyn__lower_complete_moment,0.3561908232419357
PC2,acc_z_dyn__variance_of_absolute_differences,0.3487967590153629
PC2,acc_z_dyn__harmonic_mean_of_abs,0.3022663057716203
PC2,acc_x_dyn__lower_complete_moment,0.28613151681347826
PC2,acc_x_dyn__quantile_0.7,0.26893023501919366
PC2,acc_y_dyn__harmonic_mean_of_abs,0.24615272337638708
PC3,acc_z_dyn__local_minima,0.3402226009661465
PC3,acc_x_dyn__mean_of_auto_corr_lags,0.33905392488889957
PC3,acc_z_dyn__local_maxima,0.3385931682019427
PC3,acc_y_dyn__sample_entropy,0.3299224058268002
PC3,acc_y_dyn__approximate_entropy_0.3,0.3213842537351004
PC3,acc_x_dyn__longest_strike_above_mean,0.3144577888439369
PC3,acc_z_dyn__permutation_entropy,0.2716306032567053
PC3,acc_x_dyn__approximate_entropy_0.3,0.21367019206222712
PC4,acc_x_dyn__local_maxima,0.34301591811285015
PC4,acc_x_dyn__local_minima,0.33962436827682174
PC4,acc_x_dyn__higuchi_fractal_dimensions_k=5,0.31713944189219917
PC4,acc_z_dyn__approximate_entropy_0.3,0.30106511610397774
PC4,acc_z_dyn__sample_entropy,0.2770248436489733
PC4,acc_x_dyn__permutation_entropy,0.272055945180309
PC4,acc_z_dyn__svd_entropy,0.2680883017697476
PC4,acc_z_dyn__higuchi_fractal_dimensions_k=20,0.2563630658828623
PC5,acc_y_dyn__approximate_entropy_0.3,0.39457681646080234
PC5,acc_x_dyn__mean_of_auto_corr_lags,0.3675954046857649
PC5,acc_y_dyn__sample_entropy,0.3405809034448984
PC5,acc_x_dyn__longest_strike_above_mean,0.24856734475426184
PC5,acc_x_dyn__hjorth_mobility,0.24185120314411573
PC5,acc_z_dyn__approximate_entropy_0.3,0.23809152331025848
PC5,acc_x_dyn__approximate_entropy_0.3,0.22976786008208752
PC5,acc_x_dyn__higuchi_fractal_dimensions_k=20,0.21101499963120013
PC6,acc_y_dyn__higuchi_fractal_dimensions_k=10,0.460404303672558
PC6,acc_z_dyn__approximate_entropy_0.3,0.3439686743885043
PC6,acc_y_dyn__sample_entropy,0.3178083562812302
PC6,acc_z_dyn__variance_of_absolute_differences,0.309518733632865
PC6,acc_y_dyn__harmonic_mean_of_abs,0.29116686065275615
PC6,acc_x_dyn__approximate_entropy_0.3,0.25959003397544383
PC6,acc_z_dyn__sample_entropy,0.23037451480964466
PC6,acc_y_dyn__approximate_entropy_0.3,0.2166164287943733
PC7,acc_z_dyn__permutation_entropy,0.415360793064142
PC7,acc_x_dyn__lower_complete_moment,0.3652108303347704
PC7,acc_z_dyn__local_maxima,0.3145352334910219
PC7,acc_z_dyn__local_minima,0.3038314850187278
PC7,acc_x_dyn__quantile_0.7,0.285955184936864
PC7,acc_z_dyn__quantile_0.6,0.2630816425332201
PC7,acc_x_dyn__longest_strike_above_mean,0.2425463382339804
PC7,acc_z_dyn__lower_complete_moment,0.2270683641452222
PC8,acc_z_dyn__quantile_0.6,0.388036690078749
PC8,acc_x_dyn__lower_complete_moment,0.3470246790169863
PC8,acc_z_dyn__lower_complete_moment,0.3345327050841292
PC8,acc_z_dyn__permutation_entropy,0.26916300725392933
PC8,acc_x_dyn__mean_of_auto_corr_lags,0.26667918801908364
PC8,acc_x_dyn__quantile_0.7,0.26649258972038775
PC8,acc_z_dyn__sample_entropy,0.21960097859866817
PC8,acc_x_dyn__permutation_entropy,0.19966832101123763
