,PC1,PC2,PC3,PC4,PC5
eda_scl_min,0.17651588053943187,-0.8277090611755014,0.5009522579685248,0.18052337055438913,-0.014071314269742126
eda_scl_slope,0.5018085503320038,0.2614549697264768,-0.013907739871484168,0.71467825952397,-0.41093921418438034
eda_scr_rate,0.4654390703832581,0.3480988713883109,0.5979795686504858,-0.5303557330765908,-0.15276412984834747
eda_scr_amp_sum,0.5324570204039344,0.03211437180302726,-0.14307671182082332,0.08826327169459187,0.8289733638366004
eda_phasic_energy,0.4657105494987362,-0.3526114741683511,-0.6089358751289196,-0.4093637615984469,-0.3469830587238436
