,PC1,PC2,PC3,PC4,PC5
eda_scl_slope,0.501808550332004,0.261454969726477,-0.013907739871483,0.7146782595239706,-0.4109392141843791
eda_phasic_energy,0.4657105494987362,-0.3526114741683506,-0.6089358751289207,-0.4093637615984462,-0.3469830587238442
eda_scr_rate,0.4654390703832581,0.34809887138831086,0.5979795686504857,-0.5303557330765917,-0.15276412984834786
eda_scr_amp_sum,0.5324570204039342,0.032114371803027376,-0.14307671182082332,0.0882632716945902,0.8289733638366008
eda_scl_min,0.17651588053943218,-0.8277090611755021,0.5009522579685245,0.18052337055438838,-0.014071314269741895
