feature,reason,value
eda_scr_amp_mean,nan_ratio>0.1,0.6251180358829084
eda_scr_amp_std,nan_ratio>0.1,0.6251180358829084
eda_scr_amp_max,nan_ratio>0.1,0.6251180358829084
eda_scr_rise_mean,nan_ratio>0.1,0.6251180358829084
eda_scr_rise_std,nan_ratio>0.1,0.6251180358829084
eda_scr_recovery_mean,nan_ratio>0.1,0.6251180358829084
