feature,pca_energy_score
ppg_red_dx_kurtosis,0.17398890283753893
ppg_red_impulse_factor,0.1711137148195997
ppg_red_ddx_kurtosis,0.16861522086882988
ppg_red_signal_energy,0.16461577999599497
ppg_red_shape_factor,0.16413744960829138
ppg_red_kurtosis,0.16159123552624294
ppg_red_tke_mean,0.16024724020595907
ppg_red_max,0.15994909171484253
ppg_red_min,0.15977781454436701
ppg_red_mad,0.1589129241256114
ppg_red_ddx_std,0.15859051728230322
ppg_red_crest_factor,0.15830097202478777
ppg_red_tke_std,0.15432684216645656
ppg_red_clearance_factor,0.15424942736537128
ppg_red_median,0.14167144486049782
ppg_red_skew,0.12846162166029265
ppg_red_ddx_mean,0.1234558100585284
ppg_red_mean_cross_rate,0.10351582231450969
ppg_red_trim_mean_10,0.10348168278699532
ppg_red_mean,0.10040201505650925
ppg_red_zcr,0.08923469714943875
ppg_red_diff_mean,0.08017282507409136
