PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.32431206357191544,0.32431206357191544
PC2,0.22644132375567175,0.5507533873275872
PC3,0.08740087191723571,0.6381542592448228
PC4,0.07884789266940545,0.7170021519142282
PC5,0.05352936902109813,0.7705315209353264
PC6,0.04431787415398993,0.8148493950893163
PC7,0.04260784902259488,0.8574572441119112
PC8,0.03265980161881319,0.8901170457307244
PC9,0.026800949825347007,0.9169179955560713
PC10,0.023233904017598287,0.9401518995736696
PC11,0.013775125977100114,0.9539270255507697
PC12,0.010126757062419355,0.9640537826131891
PC13,0.008736720481356985,0.9727905030945461
PC14,0.008128869544168353,0.9809193726387144
PC15,0.005857845037909963,0.9867772176766244
PC16,0.003630904716352671,0.990408122392977
PC17,0.0025349071699962205,0.9929430295629733
PC18,0.0022762453745800806,0.9952192749375534
PC19,0.0012700495925428363,0.9964893245300962
PC20,0.001235569653756742,0.9977248941838529
PC21,0.001004688711940478,0.9987295828957934
PC22,0.0008344086043125672,0.999563991500106
PC23,0.00024883456798516375,0.9998128260680912
PC24,0.00018717393190875088,0.9999999999999999
