,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22
ppg_red_dx_kurtosis,0.25801604740048223,0.2049510643451298,0.03533894719002167,0.05973383434179577,-0.11830515772877295,-0.09835876357136558,-0.41331728739510637,-0.2500748071720038,0.03469508718373203,0.1786526332391621,0.0027136483895630835,0.06251510965399068,-0.09021383731203998,0.5937070265189155,0.32334887649978583,-0.2683003966154421,-0.21889135061726528,0.012814317194106833,-0.04174419594754477,0.02765642059217092,-0.06159927162895129,0.03138347871413691
ppg_red_impulse_factor,0.2539010004079657,0.3305927910837345,-0.03220557038096637,0.07716221111178165,0.014557670369391788,0.019344863553995357,0.1070252454396115,0.12165825745470149,-0.009116441949600276,-0.06827391162822374,-0.15288427627717527,0.00026429798509097806,0.009907956137366157,-0.0907297370183599,-0.11889511366951923,-0.07102919200968623,-0.047117749085175596,0.04910894080438364,0.01515443813404233,0.021439001770472307,0.14225866334034076,0.8433399420866268
ppg_red_ddx_kurtosis,0.23541947860004517,0.16862178887682605,0.059449562263201756,0.01989074434443828,-0.11693376489880339,-0.10661725557351168,-0.48981278071345274,-0.4026644638093846,0.09892202458983142,-0.010086653707524396,0.37055411088413265,0.0077180077246203765,-0.05162342700673625,-0.48114138469288653,-0.25613341605374873,0.17770695494217065,0.0769970949445246,-0.00901879034132745,0.010121814621117853,-0.0154051555137155,-0.007618850397316381,-0.010366430556212539
ppg_red_signal_energy,0.2725948179438538,-0.27460782656934524,-0.004468976707855679,-0.08027679561703792,-0.01949047643647094,0.025887148857403654,0.1580792941422785,0.04945345851111251,0.0061217990449740035,-0.1662647267162894,0.17924842325785012,0.02957455886895457,-0.4406653835142332,-0.08791971712823726,0.06337233437697208,0.08660408635560402,-0.6110764432930231,0.09473438282994655,0.00957180483779846,0.08627046263752451,0.3825721095497032,-0.07021838235268871
ppg_red_shape_factor,0.23123820005788023,0.3321122809973144,-0.023911583824250373,0.026420812423086255,0.018011806217722724,0.020199422777366232,0.17057895004012483,0.2051051593785064,-0.018735999950550013,-0.004317030540390229,0.08551878295627056,-0.022523018308296564,-0.09274730802261023,-0.3841561075283366,0.21830072856759344,-0.6348067049465839,0.04118249417912016,-0.24179060792683746,0.02285227759538049,-0.09214552846268295,-0.05087211258634922,-0.2762243714846948
ppg_red_kurtosis,0.22267442137248158,0.3431062805543098,-0.03652754752656852,0.07060793668141879,0.06740623261148,-0.014646903533127533,0.08165324652954974,0.053103630715175966,-0.007632167255721243,-0.01980045824060346,-0.30104012366217514,-0.060361363127369026,-0.5779684357036539,0.10110135533842216,0.07453788632669146,0.43982676343272475,0.3656044948237395,-0.03597416955210763,-0.006422283987208025,-0.006025734192434451,0.00677868674368505,-0.19761916132326002
ppg_red_tke_mean,0.2738223982716974,-0.28451382557174604,0.018571118396292545,-0.0011721869852287215,0.0033839231734653983,0.026497919368133154,0.03579344027816747,0.11557402979872643,-0.07253694634723376,0.32745113321233016,-0.1055631096275089,-0.0033887296120003203,-0.18004817500666398,-0.12241491585472655,-0.17533735658731783,-0.012404019172330992,-0.13241145190294235,-0.002197263178408124,-0.11235037616995344,0.3075433649972844,-0.7033769048845142,0.08337786310670016
ppg_red_max,0.3209274614601902,-0.14137236242983062,-0.03430445699314537,-0.058138367180847035,0.050082093596744516,-0.01642739902841757,0.13801684466971054,-0.1023838705900175,0.006004129782176521,-0.2607853743988222,0.05886881077688987,0.13603186651964805,0.25508495011571203,-0.07103008046109814,0.4175314677287095,0.20637116013411597,0.0873370578648108,0.0035541440428118803,-0.6007572702934022,-0.26191558885629823,-0.14870352985767546,0.06197348022259263
ppg_red_min,-0.3185791591741741,0.16000678085633818,-0.01736424319154213,0.039716319086398263,0.1369521392396327,-0.029138238231343015,-0.05934519199921198,0.038919778998163956,-0.012254636940689593,0.2461273391122237,-0.019121122276035726,0.17406578212239104,-0.23363732915806376,0.01308716453909088,-0.36168654974040276,-0.14664860615310493,-0.11725448116257135,-0.021287040017199964,-0.7024412646220163,-0.11247598862699346,0.16328626874591343,-0.031176568748935873
ppg_red_mad,0.2648141243363884,-0.27547198216977625,-0.004599316569670172,-0.06660339179524098,-0.040662947063185524,-0.0038585677422742293,0.07560307519978396,0.00451751843043722,0.09371006189932289,-0.3216652643460681,0.1837938003538422,-0.05836302274869031,-0.17416027271486242,0.35995025199278785,-0.48778117477283756,-0.2844104453017643,0.29592708433461945,-0.030431590854070368,0.030966309106476065,-0.34556545749440304,-0.0687893226771706,0.01921803591150878
ppg_red_ddx_std,0.31010236512622014,-0.22809616533813887,0.018798836676695775,0.014756638319029748,-0.032250917854132574,0.00970062688486433,-0.01655584872131143,-0.0014483899050185946,-0.03773814112655088,0.14814759729173876,-0.056001247953481416,-0.035830760686296974,0.18813417949860037,0.0431980822132617,-0.057399799389147695,-0.12033309141126976,0.3755214710075542,-0.11283048886567067,-0.20163137401636172,0.5911398374814385,0.4657862477611363,-0.07870485286124695
ppg_red_crest_factor,0.2696593108754546,0.2513545140500172,-0.030918443832660302,0.12290413081422133,-0.029114044307185203,-0.006697775533724218,0.009917783652468377,-0.018099478286281098,0.0007797356058015206,-0.2730679774735708,-0.44037965787268324,0.050555166970533305,0.39292592637752893,0.033901951660706676,-0.3886240517575857,0.043542660506932174,-0.33526580754570223,0.13530190467695616,-0.020345211568515244,0.03568406117648151,-0.03409678810154556,-0.365573208006957
