,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
eda_stress_skin_skew,0.21290117836773573,0.3856272985258395,-0.31520291867518846,0.325096272228176,0.44050896333916284,0.3123067946751274,0.09235763870656954,-0.05144168389505232,-0.5115528190174501,-0.19099230619784383
eda_cc_slope,0.42260326079882193,-0.32511336043145744,0.2616470757489199,-0.15194649610072905,0.2704505095969996,0.3342966808035567,-0.0821506109814196,0.20885373526625767,0.28185708167278384,-0.5562832802268833
eda_cc_mad,0.47860771908451155,-0.3473525469314642,0.2796129791482236,0.09259700349273592,0.15581569361892209,0.09653024864869289,-0.09794755715241273,-0.053958241276223465,-0.24742516833927583,0.6754274107891802
eda_stress_skin_kurtosis,0.40610164009530136,0.41713277666878984,-0.32612807806715016,0.13811479399867063,0.04242891257287412,-0.025931325737284613,-0.12508700522706326,0.09746656645550354,0.660337751378512,0.26829350027513554
eda_cc_min,0.4099916050297103,0.025255495844153274,0.03122527839340217,0.2656743481988057,-0.3636685080079157,-0.5344727310298079,-0.4151742665873297,0.024746304825920835,-0.25836025052275063,-0.3194733356839254
eda_stress_skin_min,-0.4532171264015336,-0.09858273136550691,0.030136063882411367,0.3394225950176435,0.2932431846048048,0.1037174535818866,-0.7091298982518112,0.24291551831597408,0.07088277168139585,0.07150801779352176
eda_stress_skin_range,-0.08696016697759912,-0.17719426388269527,0.2512295260470543,0.7602097262527421,0.08662663043662658,-0.17183399959738946,0.4578865744549924,-0.07059944553586875,0.2484021872039899,-0.08139950649074072
eda_cc_skew,-0.024231985563593475,0.421634962583109,0.5502412770283742,-0.0825335372955122,0.16629796854496898,-0.003001407554351304,-0.20961631462905503,-0.6516463849324642,0.10883884841530386,-0.06298883560428532
eda_stress_skin_slope,0.009822390247409671,0.08130814975836038,0.09537671601880986,0.26488098120802933,-0.6731093333012326,0.6718657203404986,-0.0841978740178405,-0.04940589693368771,-0.004875279016987413,0.00037354532790454713
eda_cc_kurtosis,-0.01873665879128422,0.47412876440172136,0.5203684563648308,-0.05377425551365156,-0.015745508007959895,-0.057980895295165945,0.15348478821777678,0.6705475993891307,-0.12750467753713698,0.09009461777699536
