feature,reason,value
eda_cc_rms,|corr|>=0.95,0.9999999999999954
eda_cc_range,|corr|>=0.95,0.9999999999999941
eda_cc_median,|corr|>=0.95,0.9999999999840959
eda_stress_skin_median,|corr|>=0.95,0.999999964601738
eda_stress_skin_rms,|corr|>=0.95,0.9999999554432567
eda_cc_max,|corr|>=0.95,0.9999996973217437
eda_cc_mean,|corr|>=0.95,0.9999996973174751
eda_cc_std,|corr|>=0.95,0.9999928205900139
eda_cc_iqr,|corr|>=0.95,0.9999657943635456
eda_stress_skin_max,|corr|>=0.95,0.9999362199595568
eda_stress_skin_mean,|corr|>=0.95,0.9999356624909468
eda_cc_mean_abs_diff,|corr|>=0.95,0.9999296092118627
eda_stress_skin_std,|corr|>=0.95,0.9999121510746779
eda_stress_skin_mean_abs_diff,|corr|>=0.95,0.9996970518009722
eda_stress_skin_iqr,|corr|>=0.95,0.9995426009344945
eda_stress_skin_mad,|corr|>=0.95,0.9991342680021165
