,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
eda_cc_max,0.2301427790511501,-0.2742710271320424,0.6120230956466328,-0.009616329078788377,-0.013108397813259114,-0.010510160109980623,0.4584893802655526,-0.45693745815103554,0.2284981957436618,-0.16014646434440175
eda_cc_mean_abs_diff,-0.06421895057284396,-0.0026424205746983674,-0.009235593917407695,0.03635491159132101,-0.9488775499319348,0.26723009178481555,-0.09702249130259244,-0.06021124696851232,0.07974498306057436,-0.05730114384076851
eda_cc_slope,0.2449911571765619,-0.21151673322024953,0.6160160496788735,0.022397008070768477,-0.05460616677946732,-0.11307461234762678,-0.48345608975085014,0.46864097077374794,-0.1320140146553583,0.169449264862246
eda_cc_skew,-0.0007183325357771896,0.03168547773320966,-0.06975656482353976,0.7204907645837413,-0.16519509805382887,-0.6634182575872042,0.08331459793939536,-0.020727884655500177,0.01306744054615011,0.008225810425876062
eda_cc_kurtosis,0.025788620746574654,0.09089500325793619,0.09359566865875887,0.6846822727942984,0.22331702100165587,0.6754973680153997,-0.06532410972803339,0.0006029040207359778,0.05169951364295245,0.020382663505030717
eda_stress_skin_std,-0.5606965178871918,0.08922929363898383,0.2682406310851135,-0.009749588086987584,-0.035359929559958446,0.008180269957481869,0.19564756194796742,-0.13610027780210063,-0.21783039432614787,0.7071356879070101
eda_stress_skin_min,-0.5183658334594504,0.06883764804892836,0.2068722185624021,-0.003611997738251636,0.012372630042070095,-0.0016957843226750573,0.31670119825677945,0.5836074339549535,0.320451525189192,-0.37417463298962167
eda_stress_skin_slope,-0.4465570123670343,0.17942539926153023,0.22555590546811224,-0.011430070640813864,0.11268027015108699,-0.11784797953459393,-0.5933694216692963,-0.4554763638797533,0.096616975202522,-0.3491724927811543
eda_stress_skin_skew,0.1655645554527935,0.6511007306079621,0.2431565991308486,-0.029684375842486937,-0.07198898906201215,0.00041700154079002416,0.2027864757088815,0.023364159823788797,-0.6010087124132277,-0.28387959275315416
eda_stress_skin_kurtosis,0.2689153803637819,0.6339850927350192,0.08654931565408253,-0.09522370733668471,-0.00592916363302787,-0.07289139355289966,-0.06040305729311546,0.020071678827860037,0.6328289195805878,0.31514588463140264
