,ppg_red_mean,ppg_red_std,ppg_red_min,ppg_red_max,ppg_red_range,ppg_red_median,ppg_red_iqr,ppg_red_mad,ppg_red_skew,ppg_red_kurtosis,ppg_red_diff_mean,ppg_red_diff_std,ppg_red_diff_mean_abs,ppg_red_diff_rms,ppg_red_signal_rms,ppg_red_signal_energy,ppg_red_zcr,ppg_red_p1,ppg_red_p5,ppg_red_p10,ppg_red_p90,ppg_red_p95,ppg_red_p99,ppg_red_p90_p10,ppg_red_p95_p5,ppg_red_p99_p1,ppg_red_trim_mean_10,ppg_red_mean_abs,ppg_red_rms,ppg_red_crest_factor,ppg_red_shape_factor,ppg_red_impulse_factor,ppg_red_clearance_factor,ppg_red_mean_cross_rate,ppg_red_tke_mean,ppg_red_tke_std,ppg_red_tke_mean_abs,ppg_red_tke_p95_abs,ppg_red_dx_mean,ppg_red_dx_std,ppg_red_ddx_mean,ppg_red_ddx_std,ppg_red_dx_kurtosis,ppg_red_ddx_kurtosis
ppg_red_mean,0.0,0.2530974025651758,0.1525072533243976,0.3582762388149818,0.28800678912685374,0.6799888627832545,0.2198932148038765,0.2109662608846192,0.055133268672163664,0.036503799172234945,0.3316523338154337,0.18893250339524814,0.15430668056354438,0.19354437192297963,0.24721096172715568,0.37763283784611623,0.011904793937966576,0.158972003050412,0.17791762203827768,0.17050220034604283,0.28117961315828566,0.2919935216938496,0.35561410641639235,0.2233203679977399,0.23478719265114242,0.2817547784524613,0.8214030941093783,0.23413373238515015,0.24721096172715568,0.023878429244106564,0.00540474301462079,0.024438491571833674,0.022400890173060618,0.007808106994188707,0.36138711946227897,0.36551063399687905,0.36138711946227897,0.21973809441898967,0.3316523338154337,0.18893250339524814,0.0774041341197984,0.03256629372332392,0.04116324028026384,0.010753728262712686
ppg_red_std,0.2530974025651758,0.0,0.949299320222061,0.9481916820896995,0.9869648426692101,0.3819078604889601,0.9690553924251814,0.9614126622212751,0.06147251092271192,0.043337315045207804,0.6394396540535023,0.9215421972306831,0.8884922269100384,0.9257412024221978,0.999868401425524,0.7945646993589481,0.02793142656349117,0.9524078307982407,0.976505047743688,0.9867252328290219,0.950806464915548,0.9688598282173241,0.9603517183723885,0.9925370277707457,0.9932933018009009,0.9909280419129006,0.05975341390980501,0.9957313312830676,0.999868401425524,0.13890080006064603,0.07241097453642972,0.1116723774879784,0.09589219398648773,0.013697774201462896,0.8472830976029132,0.8179957187167628,0.8472830976029132,0.945325614548799,0.6394396540535023,0.9215421972306831,0.584698298918813,0.6691900359158163,0.13181698728108915,0.2451994871983069
ppg_red_min,0.1525072533243976,0.949299320222061,0.0,0.8407448481469996,0.9403103357528506,0.35004586320398334,0.8835632874507278,0.8846590624028874,0.043453566731087724,0.08272225187455079,0.5000422904263863,0.9301210127651468,0.8916226170345394,0.9313365059601656,0.9491614190241842,0.6811620907674341,0.05334602719105455,0.9988812660756902,0.9786722973734858,0.9372400053557227,0.9021023106243884,0.9024568050985513,0.8568255664184349,0.942308046335623,0.9635506080001673,0.9496928833212399,0.010875119430688595,0.9361853771642216,0.9491614190241842,0.18169520621151933,0.12361087830582808,0.15609869328796724,0.14119016784765573,0.008493872907047869,0.8063687057897692,0.7848813155034607,0.8063687057897692,0.9254367264283204,0.5000422904263863,0.9301210127651468,0.4730263506059432,0.7474289194363596,0.1720213918835656,0.2823481639410764
ppg_red_max,0.3582762388149818,0.9481916820896995,0.8407448481469996,0.0,0.9748200699294908,0.43628966583901485,0.9011667982100514,0.8809225731364114,0.12628466440126918,0.09322330931242072,0.7992073108921776,0.8299574088797252,0.7751710117950564,0.8377117306915229,0.9465728178148247,0.9176990722599335,0.028362466371556892,0.8466558174555743,0.8944764272200001,0.9313537961488039,0.8477271819445455,0.9054576015307921,0.998206577807468,0.9147973684069861,0.9182354147973618,0.9669733895652391,0.07894930144195697,0.9308791269108729,0.9465728178148247,0.1758092563278457,0.09936391419402546,0.14886589468113043,0.13338850532699,0.00109084292968311,0.9110939151460884,0.8879172772355265,0.9110939151460884,0.8913945845205151,0.7992073108921776,0.8299574088797252,0.7057005907804331,0.5080434059506643,0.12309899084882231,0.19359968468656594
ppg_red_range,0.28800678912685374,0.9869648426692101,0.9403103357528506,0.9748200699294908,0.0,0.41840018381445465,0.9303333202340909,0.9180600636656352,0.06147985548717581,0.09266557254287996,0.7082902371182105,0.9047496443521522,0.8544576407819066,0.9101242540282964,0.985890505617915,0.8573641762310841,0.03979828880562409,0.9435649313641483,0.9652994747736371,0.9714146207019462,0.9043791553108885,0.9408117617917402,0.98031578187971,0.9630953481776985,0.9740052596738278,0.9989322257641724,0.05410279308746818,0.9706819090848139,0.985890505617915,0.1853379848691518,0.11336557272122899,0.1578605368817771,0.1419919884678451,0.0028126171724626244,0.9047798309772707,0.8813623419170263,0.9047798309772707,0.9414368798935774,0.7082902371182105,0.9047496443521522,0.6383896150715875,0.6271665657952432,0.14822257304614794,0.23797492853164257
ppg_red_median,0.6799888627832545,0.3819078604889601,0.35004586320398334,0.43628966583901485,0.41840018381445465,0.0,0.33310379402157364,0.3155496968127474,0.25517500182358127,0.016953282732688785,0.4574479420830093,0.2800738357384186,0.22624832826099336,0.28594692267804334,0.3788923543516965,0.5237333233362654,0.03341098819933891,0.3607504864940795,0.39929340466716157,0.3951269053059856,0.2691716120295478,0.28738929821313547,0.42393884559163414,0.3479951232869852,0.35546543222051563,0.41119095534298017,0.4993844577710069,0.3585862838414984,0.3788923543516965,0.01792700816515737,0.006350339651851156,0.01323785686944017,0.010757534098882249,0.02948944308275275,0.5121574399857349,0.5227492912205186,0.5121574399857349,0.32239402476691376,0.4574479420830093,0.2800738357384186,0.27460405470652266,0.062430913647007175,0.04869143617907611,0.021853681570640958
ppg_red_iqr,0.2198932148038765,0.9690553924251814,0.8835632874507278,0.9011667982100514,0.9303333202340909,0.33310379402157364,0.0,0.9926728215805152,0.06586900330123233,0.03942835812161387,0.592394186795056,0.8851539015374835,0.8759333054497901,0.8891906864975649,0.9701007316612794,0.7311248382137495,0.01630780859380215,0.886037487979943,0.9220137002310025,0.9586203691642198,0.9461175183163738,0.9487636019993486,0.9157484425509895,0.9741932253400727,0.9536951252168653,0.9351701362836835,0.09886421553387229,0.9852544249847754,0.9701007316612794,0.06273485365089936,0.03573027197201099,0.025912177183311583,0.004920553249055849,0.026450412766540653,0.7558623976358564,0.7174620656256188,0.7558623976358564,0.9059883747141055,0.592394186795056,0.8851539015374835,0.5520639979019445,0.6496171126039143,0.08799245177199058,0.2142835407105671
ppg_red_mad,0.2109662608846192,0.9614126622212751,0.8846590624028874,0.8809225731364114,0.9180600636656352,0.3155496968127474,0.9926728215805152,0.0,0.06837652648291061,0.04064590911440836,0.5568213274431751,0.8984454356838325,0.8963030062205898,0.9016409845771437,0.9622194780871365,0.6897032066268868,0.03576804941018153,0.8858880140563155,0.9172264816561265,0.9491085719604436,0.9541814091615405,0.9514122328368163,0.8981387833533574,0.9722630995253436,0.9522733911850811,0.9246140309551892,0.08586309603118857,0.9794357333897423,0.9622194780871365,0.06512606431691075,0.03389697666485559,0.02761343532974721,0.006570289499943697,0.01165438633881193,0.7259387137266106,0.6850201972603692,0.7259387137266106,0.9108287848851497,0.5568213274431751,0.8984454356838325,0.5266656024144585,0.685312066221427,0.08758776090714414,0.22174159171633354
ppg_red_skew,0.055133268672163664,0.06147251092271192,0.043453566731087724,0.12628466440126918,0.06147985548717581,0.25517500182358127,0.06586900330123233,0.06837652648291061,0.0,0.23335654520280014,0.020127665849277516,0.06311721841402995,0.06774425571039717,0.06343822582438174,0.06188718604329314,0.02925523215910106,0.001459267381479812,0.04388754608502893,0.021461427162987518,0.01317940873798652,0.12342045147599694,0.15641023772840917,0.13160922916207557,0.062338827404408576,0.060983033513964925,0.05910189308035081,0.09342340277289711,0.0625037060658881,0.06188718604329314,0.1476471737306687,0.16811450819884222,0.18238258098315127,0.19175944015028326,0.0064946704491221086,0.019258781879790847,0.009618735820282085,0.019258781879790847,0.06959913939976436,0.020127665849277516,0.06311721841402995,0.04783195739285117,0.058496651115395266,0.05751003607249788,0.10595717439141852
ppg_red_kurtosis,0.036503799172234945,0.043337315045207804,0.08272225187455079,0.09322330931242072,0.09266557254287996,0.016953282732688785,0.03942835812161387,0.04064590911440836,0.23335654520280014,0.0,0.056735198780053106,0.0838736751573523,0.03717585855502663,0.08436296910606633,0.04292703365275315,0.05551097954494,0.13043888893256417,0.07667702818687015,0.03830123980176616,0.011717529142628766,0.0037757214980144167,0.04671762076887424,0.08628777093718303,0.005107573466900659,0.043021666486907,0.08512252769263529,0.0029335683024164505,0.011233627487079706,0.04292703365275315,0.8101539817558672,0.7446221014230412,0.8828614966267323,0.8794308662886826,0.09926852856153315,0.06916091700739062,0.07856704065493766,0.06916091700739062,0.08455330824709277,0.056735198780053106,0.0838736751573523,0.07794876988490712,0.07865933549952132,0.5630119900421101,0.41987351260308015
