PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3291087993838493,0.3291087993838493
PC2,0.19811993244500103,0.5272287318288503
PC3,0.10953375307126065,0.636762484900111
PC4,0.0974414953988292,0.7342039802989402
PC5,0.08297095345686539,0.8171749337558056
PC6,0.051566081280136865,0.8687410150359425
PC7,0.03698884913264406,0.9057298641685866
PC8,0.015939713043600385,0.921669577212187
PC9,0.0140280425154086,0.9356976197275956
PC10,0.013224481826567581,0.9489221015541631
PC11,0.01238723974219701,0.9613093412963601
PC12,0.010291112248760023,0.9716004535451201
PC13,0.009050400913062728,0.9806508544581829
PC14,0.00703006744935568,0.9876809219075385
PC15,0.006378297070659476,0.994059218978198
PC16,0.0036964943572971184,0.9977557133354952
PC17,0.0007297603207752762,0.9984854736562705
PC18,0.0006672292342160429,0.9991527028904865
PC19,0.000491429009725823,0.9996441319002124
PC20,0.00025748419944005935,0.9999016160996524
PC21,9.838390034766246e-05,1.0
