feature,nan_ratio,variance
ppg_mean,0.0,2253578479.7146173
ppg_std,0.0,132437960.84942946
ppg_p95_p5,0.0,1003635833.6297544
ppg_p99_p1,0.0,2149987593.386544
ppg_trim_mean_10,0.0,2263571628.6984425
ppg_mean_abs,0.0,2253578479.7146173
ppg_rms,0.0,2222501498.1856456
ppg_crest_factor,0.0,0.0316340509383512
ppg_shape_factor,0.0,0.00015385803230535096
ppg_impulse_factor,0.0,0.04169112721835637
ppg_clearance_factor,0.0,0.046534636741102316
ppg_mean_cross_rate,0.0,0.00050449577344393
ppg_tke_mean,0.0,1.366321303815996e+16
ppg_tke_std,0.0,1.0775106568985179e+18
ppg_tke_mean_abs,0.0,1.366321303815996e+16
ppg_tke_p95_abs,0.0,4577697.8755550105
ppg_dx_mean,0.0,27611.38354154094
ppg_dx_std,0.0,13468863.968194794
ppg_ddx_mean,0.0,151.58849811958197
ppg_ddx_std,0.0,26452229.86156857
ppg_dx_kurtosis,0.0,227.60137641113317
ppg_p90_p10,0.0,577992935.8491985
ppg_p99,0.0,2887666741.9505525
ppg_p95,0.0,2157134710.705678
ppg_diff_mean,0.0,27611.38354154094
ppg_min,0.0,2966453201.690825
ppg_max,0.0,2917006727.409301
ppg_range,0.0,2239735950.044591
ppg_median,0.0,2305023838.7160716
ppg_iqr,0.0,201361928.234401
ppg_mad,0.0,35322285.804991454
ppg_skew,0.0,0.650406795899434
ppg_kurtosis,0.0,4.235435051761408
ppg_diff_std,0.0,13468863.968194794
ppg_p90,0.0,2039678805.3958213
ppg_diff_mean_abs,0.0,622099.2139477748
ppg_diff_rms,0.0,13465114.568956051
ppg_signal_rms,0.0,2222501498.1856456
ppg_signal_energy,0.0,9.548338368175704e+24
ppg_zcr,0.0,0.0
ppg_p1,0.0,2948325707.067678
ppg_p5,0.0,2855437521.3106494
ppg_p10,0.0,2764126577.0905013
ppg_ddx_kurtosis,0.0,152.70882547668188
