feature,nan_ratio,variance
eda_scr_amp_std,0.655300328149522,0.0
eda_scr_amp_max,0.655300328149522,0.000333872774706222
eda_scr_recovery_mean,0.655300328149522,0.0
eda_scr_rise_std,0.655300328149522,0.0
eda_scr_rise_mean,0.655300328149522,0.00027179646913401217
eda_scr_amp_mean,0.655300328149522,0.000333872774706222
eda_phasic_auc,0.0,0.1801129654081923
eda_phasic_max,0.0,0.0006181370552178062
eda_phasic_std,0.0,7.392576400543991e-05
eda_phasic_mean,0.0,4.5903141738990056e-05
eda_scr_amp_sum,0.0,0.0006891177183613815
eda_scl_mean,0.0,1904.549767842853
eda_scl_std,0.0,2.9480235521322743e-05
eda_scr_rate,0.0,0.056470452019162676
eda_scr_count,0.0,0.2258818080766507
eda_scl_auc,0.0,7559158.028968318
eda_scl_slope,0.0,1.2954607509678794e-07
eda_scl_range,0.0,0.0003349514130841706
eda_scl_max,0.0,1904.8648828910718
eda_scl_min,0.0,1904.2348075696952
eda_phasic_energy,0.0,0.00043863716614193107
