,eda_cc_mean,eda_cc_std,eda_cc_min,eda_cc_max,eda_cc_range,eda_cc_median,eda_cc_iqr,eda_cc_mad,eda_cc_rms,eda_cc_mean_abs_diff,eda_cc_slope,eda_cc_skew,eda_cc_kurtosis,eda_stress_skin_mean,eda_stress_skin_std,eda_stress_skin_min,eda_stress_skin_max,eda_stress_skin_range,eda_stress_skin_median,eda_stress_skin_iqr,eda_stress_skin_mad,eda_stress_skin_rms,eda_stress_skin_mean_abs_diff,eda_stress_skin_slope,eda_stress_skin_skew,eda_stress_skin_kurtosis
eda_cc_mean,0.0,0.639187905103011,0.999999030912012,0.999999033386068,0.6391510535906694,0.9999999999484155,0.6392370331751162,0.6393114572686308,0.9999999999999775,0.639151053590668,0.05350089154699205,0.0863526505430505,0.2152146260983472,0.13999070344903336,0.26965223818836537,0.13780256932037693,0.1421473938213498,0.269533757803194,0.13999011863068575,0.2697161872407132,0.27011028870367404,0.1399992225717588,0.2689201244045895,0.34342498084130446,0.008513609127448953,0.025110503263872375
eda_cc_std,0.639187905103011,0.0,0.6381167203959238,0.6402564942759006,0.9999934608151163,0.639187649583492,0.999988901101798,0.9999860269539532,0.6391880624047788,0.9999934608151168,0.5551346709688753,0.07038533338202871,0.3147166754636105,0.38732938991370536,0.45008057284463043,0.3854225457215867,0.38921062740844126,0.4498491229431075,0.38732466982051766,0.4501647967995932,0.45043041142139373,0.3873415760488556,0.44961893184734714,0.39200523261027115,0.016087373020772136,0.02140364522997094
eda_cc_min,0.999999030912012,0.6381167203959238,0.0,0.9999961291628219,0.6380798099329131,0.9999990311556822,0.6381659443884651,0.6382404228791126,0.9999990306272709,0.6380798099329116,0.052558539870883096,0.08631099341418112,0.2148943907408692,0.13945163272294503,0.26914930814653426,0.13726442409146955,0.14160741012690667,0.2690310802535847,0.13945105482791398,0.2692131930090069,0.2696071819872978,0.139460139677417,0.26841746493468016,0.3431124928315332,0.00849761195992726,0.025096772073115697
eda_cc_max,0.999999033386068,0.6402564942759006,0.9999961291628219,0.0,0.6402196926933793,0.9999990327249723,0.6403055087388724,0.6403798186775544,0.9999990336703994,0.6402196926933779,0.05444293166461577,0.086370323888097,0.21553472060057485,0.14052872081804157,0.270153826298889,0.13833967048787757,0.1426863185433308,0.2700350477643351,0.14052812761483927,0.2702178524036834,0.2706119276709947,0.14053725220517993,0.26942193050255153,0.34373636171773,0.008532979162825161,0.025114188403619606
eda_cc_range,0.6391510535906694,0.9999934608151163,0.6380798099329131,0.6402196926933793,0.0,0.6391508033699881,0.9999669391724821,0.9999678987169627,0.6391512108883195,1.0000000000000007,0.5550613785669564,0.07158430381556226,0.3145487143781839,0.3871936917216797,0.450007778290637,0.3852860811083224,0.38907529726877566,0.4497798335325718,0.38718908612272657,0.4500876964108819,0.4503633936527844,0.38720589021194907,0.4495254682522079,0.3919441889118619,0.015218438057692686,0.02086025516082464
eda_cc_median,0.9999999999484155,0.639187649583492,0.9999990311556822,0.9999990327249723,0.6391508033699881,0.0,0.6392367800603113,0.6393112258492853,0.9999999999483369,0.6391508033699872,0.05350046439098803,0.08635958312213961,0.2152143716867452,0.1399905573154947,0.2696521696458826,0.13780242182156135,0.14214724791614192,0.26953369626553625,0.13998997293414978,0.26971611797205386,0.2701102598976689,0.13999907640932582,0.2689198762106412,0.3434249546197769,0.008512623905589703,0.02511301978723258
eda_cc_iqr,0.6392370331751162,0.999988901101798,0.6381659443884651,0.6403055087388724,0.9999669391724821,0.6392367800603113,0.0,0.9999952808017301,0.6392371904752395,0.9999669391724825,0.5551869581129256,0.06986847147633633,0.31491099788691423,0.38750861269213766,0.4502043953155086,0.3856022333165198,0.3893895777446591,0.4499678573135941,0.3875038211752022,0.4502954454962412,0.45055412451889426,0.3875207774335385,0.4497538204507417,0.39206332125330073,0.01693811663080795,0.022436306018969218
eda_cc_mad,0.6393114572686308,0.9999860269539532,0.6382404228791126,0.6403798186775544,0.9999678987169627,0.6393112258492853,0.9999952808017301,0.0,0.6393116145501991,0.999967898716963,0.5550654791572387,0.07253740225393424,0.31486570007459513,0.3874485520375363,0.4501374225359261,0.38554203348513905,0.389329067078996,0.4499078022539822,0.3874439687571163,0.45022511563373596,0.4505044369706336,0.3874607121890625,0.44965756119042616,0.39200419391259994,0.016138666553689816,0.022674831557925906
eda_cc_rms,0.9999999999999775,0.6391880624047788,0.9999990306272709,0.9999990336703994,0.6391512108883195,0.9999999999483369,0.6392371904752395,0.6393116145501991,0.0,0.6391512108883187,0.05350105992215289,0.0863526516696016,0.21521464355684516,0.13999080077728246,0.2696523275892334,0.13780266650230302,0.14214749129533746,0.2695338471283559,0.139990215957341,0.26971627667167364,0.2701103781235214,0.13999931990197867,0.26892021368905883,0.3434250529154645,0.008513613703214176,0.025110506572519984
eda_cc_mean_abs_diff,0.639151053590668,0.9999934608151168,0.6380798099329116,0.6402196926933779,1.0000000000000007,0.6391508033699872,0.9999669391724825,0.999967898716963,0.6391512108883187,0.0,0.5550613785669545,0.07158430381556288,0.31454871437817844,0.3871936917216792,0.4500077782906377,0.3852860811083219,0.3890752972687751,0.4497798335325723,0.387189086122726,0.45008769641088237,0.45036339365278494,0.38720589021194873,0.44952546825220846,0.39194418891186095,0.015218438057693365,0.020860255160824844
