,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
eda_cc_mean_abs_diff,0.40319485823183643,-0.009790236753064452,-0.401182289453994,0.07983198547092774,-0.06798197902143595,0.41123483280386997,-0.014224729159475643,-0.002133771361192421,0.3885962585095464,-0.5874249714419287
eda_cc_slope,0.36676027853526105,-0.012302374892532155,0.19584936689231605,0.017799902137344035,-0.45668548595807734,0.5796281509486135,0.17168378215751257,-0.14833013185959396,-0.27609799254333905,0.3929682704949504
eda_stress_skin_min,0.44561658453889924,0.05694520158146513,0.28598641993065566,-0.05664930927036975,-0.12677849286969947,-0.22366660286420056,-0.5352567760280602,0.33366559569787335,-0.4029204321974514,-0.29480293547638436
eda_cc_kurtosis,-0.11337629571782977,0.011132301406781469,0.5106418377037,-0.3023317821285474,0.5682557575910916,0.5233652401523107,-0.11549563604053338,0.0716886990615475,0.0977676327776791,-0.09999746179103733
eda_stress_skin_slope,0.43710412016967237,0.021996335867531427,0.17070747571257902,-0.05224949032688948,0.3357080360286519,-0.290716335314007,0.5328894460286122,-0.4356653763953073,-0.22980378591844458,-0.22974760686915044
eda_cc_min,0.26730064384508306,-0.01784068003491052,-0.5659762598243597,0.03521414837760372,0.5439517490065715,0.11696666724398523,-0.19480289140414367,0.09452714408558656,-0.30350810154646,0.39761475241615846
eda_stress_skin_mean_abs_diff,0.4769201229038977,0.02256855044090337,0.21276527690862393,-0.02610859930240122,0.058179266964378126,-0.2534869044677635,-0.0334840588744595,0.1588054405804591,0.66576752772247,0.43458019503571077
eda_stress_skin_skew,0.019791818151177868,-0.7067599144618429,0.0805724860982435,0.23672887479702304,0.06397113299535992,0.018531190516657536,0.3634495748567967,0.5400289596032751,-0.07962049800315403,-0.055355363883876615
eda_stress_skin_kurtosis,-0.024698056266761314,0.7039473420866478,0.022653869630132148,0.2578337184094999,0.059150703757029625,0.06487770164663088,0.39060016267256104,0.520482299026668,-0.06990586977917279,-0.02813642109968869
eda_cc_skew,-0.02298520803215745,-0.004818036205900037,0.2375039409903731,0.8783654569138013,0.16813713372164232,0.06303867293996952,-0.25055675378215164,-0.2739154061929755,0.03820809673953424,-0.001517748054222655
