feature,reason,value
ppg_green_signal_rms,|corr|>=0.95,1.0
ppg_green_mean_abs,|corr|>=0.95,1.0
ppg_green_tke_mean_abs,|corr|>=0.95,1.0
ppg_green_dx_mean,|corr|>=0.95,1.0
ppg_green_dx_std,|corr|>=0.95,1.0
ppg_green_impulse_factor,|corr|>=0.95,0.9999614455092738
ppg_green_rms,|corr|>=0.95,0.9999313254449483
ppg_green_p1,|corr|>=0.95,0.9999079363459424
ppg_green_mean,|corr|>=0.95,0.9999000751354956
ppg_green_tke_mean,|corr|>=0.95,0.9998700752927671
ppg_green_max,|corr|>=0.95,0.9998538173647836
ppg_green_diff_rms,|corr|>=0.95,0.9997969977208649
ppg_green_range,|corr|>=0.95,0.9994880332916644
ppg_green_crest_factor,|corr|>=0.95,0.9994659216834916
ppg_green_p10,|corr|>=0.95,0.9986332779839231
ppg_green_p95,|corr|>=0.95,0.9985397503979554
ppg_green_p5,|corr|>=0.95,0.9977175390777153
ppg_green_trim_mean_10,|corr|>=0.95,0.997364482913195
ppg_green_p95_p5,|corr|>=0.95,0.9913753347392128
ppg_green_signal_energy,|corr|>=0.95,0.9899908392837452
ppg_green_ddx_std,|corr|>=0.95,0.9807374229449134
ppg_green_p99_p1,|corr|>=0.95,0.972758291301229
ppg_green_p99,|corr|>=0.95,0.9708065307994127
ppg_green_p90,|corr|>=0.95,0.9673867134477722
ppg_green_std,|corr|>=0.95,0.9603290657340188
