PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.359823100812262,0.359823100812262
PC2,0.1637876974001235,0.5236107982123854
PC3,0.1125345367145822,0.6361453349269677
PC4,0.07415889230833676,0.7103042272353044
PC5,0.06629877612467824,0.7766030033599827
PC6,0.05883946369638243,0.8354424670563652
PC7,0.052664916551206524,0.8881073836075717
PC8,0.03706588386000212,0.9251732674675738
PC9,0.029824791541036556,0.9549980590086103
PC10,0.02065196763402262,0.975650026642633
PC11,0.01124340970965801,0.986893436352291
PC12,0.006211149809047529,0.9931045861613386
PC13,0.0024302936479635635,0.9955348798093021
PC14,0.0019043079208776721,0.9974391877301798
PC15,0.0012040331010536834,0.9986432208312335
PC16,0.001053330595689131,0.9996965514269226
PC17,0.00026737929434937044,0.999963930721272
PC18,3.60692787279653e-05,1.0
