PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.39329828715667836,0.39329828715667836
PC2,0.1828944445167692,0.5761927316734475
PC3,0.11348696280455076,0.6896796944779983
PC4,0.07251196349248293,0.7621916579704812
PC5,0.055924001054335974,0.8181156590248171
PC6,0.05051685474954077,0.8686325137743579
PC7,0.04382846637052844,0.9124609801448863
PC8,0.03328444523935505,0.9457454253842413
PC9,0.02261900900572897,0.9683644343899703
PC10,0.01295483378925937,0.9813192681792297
PC11,0.011646645778648353,0.992965913957878
PC12,0.0031932776165495484,0.9961591915744276
PC13,0.0015238260085485651,0.9976830175829762
PC14,0.0011806390085983673,0.9988636565915745
PC15,0.0005372875557358108,0.9994009441473103
PC16,0.0003021045492281014,0.9997030486965384
PC17,0.00020016691137211343,0.9999032156079105
PC18,7.21804702042252e-05,0.9999753960781147
PC19,1.4064366963110362e-05,0.9999894604450779
PC20,1.0539554921992872e-05,0.9999999999999999
