feature,nan_ratio,variance
ppg_infra_mean,0.0,89.9039280617874
ppg_infra_std,0.0,2555128.624961497
ppg_infra_p95_p5,0.0,6549039.544956753
ppg_infra_p99_p1,0.0,93802003.71502364
ppg_infra_trim_mean_10,0.0,625.2558450220499
ppg_infra_mean_abs,0.0,346007.91208613466
ppg_infra_rms,0.0,2555148.5385876736
ppg_infra_crest_factor,0.0,4.381190875292145
ppg_infra_shape_factor,0.0,0.4106659722954573
ppg_infra_impulse_factor,0.0,95.1909904187648
ppg_infra_clearance_factor,0.0,4516.125574278875
ppg_infra_mean_cross_rate,0.0,0.0006514136375962973
ppg_infra_tke_mean,0.0,8977890410319.896
ppg_infra_tke_std,0.0,2330565490318688.5
ppg_infra_tke_mean_abs,0.0,8977890410319.896
ppg_infra_tke_p95_abs,0.0,323932.6161229232
ppg_infra_dx_mean,0.0,235.70692152671523
ppg_infra_dx_std,0.0,373225.43011803465
ppg_infra_ddx_mean,0.0,15.716162563515347
ppg_infra_ddx_std,0.0,563600.3650275542
ppg_infra_dx_kurtosis,0.0,961.4652750256346
ppg_infra_p90_p10,0.0,2711208.521854541
ppg_infra_p99,0.0,20335160.529650155
ppg_infra_p95,0.0,1818317.913473717
ppg_infra_diff_mean,0.0,235.70692152671523
ppg_infra_min,0.0,191787853.44451526
ppg_infra_max,0.0,323032481.4755516
ppg_infra_range,0.0,947512148.2141293
ppg_infra_median,0.0,1930.4546672499514
ppg_infra_iqr,0.0,537957.0553102284
ppg_infra_mad,0.0,134420.96585660198
ppg_infra_skew,0.0,0.9887082551323214
ppg_infra_kurtosis,0.0,148.55949477392102
ppg_infra_diff_std,0.0,373225.43011803465
ppg_infra_p90,0.0,698830.2811789728
ppg_infra_diff_mean_abs,0.0,35446.170912894624
ppg_infra_diff_rms,0.0,373429.7853584004
ppg_infra_signal_rms,0.0,2555148.5385876736
ppg_infra_signal_energy,0.0,2.887386068140385e+20
ppg_infra_zcr,0.0,0.0004976142408248728
ppg_infra_p1,0.0,27984359.485265464
ppg_infra_p5,0.0,1515427.5369711209
ppg_infra_p10,0.0,670637.2359152777
ppg_infra_ddx_kurtosis,0.0,1094.2540202846108
