,ppg_infra_mean,ppg_infra_std,ppg_infra_min,ppg_infra_max,ppg_infra_range,ppg_infra_median,ppg_infra_iqr,ppg_infra_mad,ppg_infra_skew,ppg_infra_kurtosis,ppg_infra_diff_mean,ppg_infra_diff_std,ppg_infra_diff_mean_abs,ppg_infra_diff_rms,ppg_infra_signal_rms,ppg_infra_signal_energy,ppg_infra_zcr,ppg_infra_p1,ppg_infra_p5,ppg_infra_p10,ppg_infra_p90,ppg_infra_p95,ppg_infra_p99,ppg_infra_p90_p10,ppg_infra_p95_p5,ppg_infra_p99_p1,ppg_infra_trim_mean_10,ppg_infra_mean_abs,ppg_infra_rms,ppg_infra_crest_factor,ppg_infra_shape_factor,ppg_infra_impulse_factor,ppg_infra_clearance_factor,ppg_infra_mean_cross_rate,ppg_infra_tke_mean,ppg_infra_tke_std,ppg_infra_tke_mean_abs,ppg_infra_tke_p95_abs,ppg_infra_dx_mean,ppg_infra_dx_std,ppg_infra_ddx_mean,ppg_infra_ddx_std,ppg_infra_dx_kurtosis,ppg_infra_ddx_kurtosis
ppg_infra_mean,0.0,0.10269139863313645,0.035379580348653426,0.029121392090345255,0.032921029012057436,0.07149744153146827,0.2545446305839457,0.25379329484845553,0.03684142129220909,0.0048687176735499466,0.006086560635608339,0.07816511359320634,0.21156624888691009,0.07814716595146687,0.10271909344087335,0.011152888037143129,0.0628016357678609,0.0775869685113102,0.2667574813956713,0.2923912492120858,0.2535301639197916,0.2107152902643889,0.08900744462828704,0.2741373154842715,0.2393507703235636,0.08382031726079217,0.38912164586097653,0.22009769654389114,0.10271909344087335,0.0018924358731769934,0.024589272150688724,0.01981238475159973,0.030171080488989293,0.07250096075906587,0.001564064850190937,0.015345921703348125,0.001564064850190937,0.2090892883827706,0.006086560635608339,0.07816511359320634,0.03654525321857546,0.041470693058277094,0.03328638372231579,0.03979849298301091
ppg_infra_std,0.10269139863313645,0.0,0.9380365855553037,0.9273145949196897,0.9634740637880177,0.016589689319399435,0.3530901725758881,0.35203351010429296,0.004605820054526879,0.621257054864602,0.5642486826610155,0.9618648359661067,0.7077940753448162,0.9620537834813256,0.9999999991064361,0.9361541137667945,0.04848547569292658,0.9579375024500757,0.7236717918066863,0.4214895118036521,0.5079800913773902,0.7772705425920308,0.9961907394045925,0.4675277785097669,0.7576738795534397,0.9870568879707766,0.4145304642229406,0.846744681665969,0.9999999991064361,0.4627009151162925,0.43533709371250046,0.5091651324621653,0.26193950390849874,0.013400910530722772,0.8304718717793631,0.7921351697774004,0.8304718717793631,0.7336655427743619,0.5642486826610155,0.9618648359661067,0.5504557446383259,0.8104382543334202,0.8339497586701538,0.5940957784308695
ppg_infra_min,0.035379580348653426,0.9380365855553037,0.0,0.8691906313372361,0.957413567768915,0.04139025183150123,0.12098408787218252,0.11941386125563232,0.1280269548013291,0.6295464423433107,0.38984278577330633,0.9622402655186134,0.5403038290145298,0.9622911929262081,0.9380329141120788,0.9811291289588675,0.018439473276403266,0.857302555459983,0.5538011111858993,0.20354027790965468,0.3203769409656535,0.6681494411387299,0.9498687587331757,0.26388515212343444,0.6184614621364021,0.9105223372882713,0.5761160267260641,0.6850232907046723,0.9380329141120788,0.46493002400432554,0.45950254424631126,0.5021340512085438,0.2580575783005297,0.07033647566928292,0.9639406868813601,0.9476993324581575,0.9639406868813601,0.5647550399765652,0.38984278577330633,0.9622402655186134,0.3869448088457388,0.9069315920478392,0.9179770048829712,0.6360572213919027
ppg_infra_max,0.029121392090345255,0.9273145949196897,0.8691906313372361,0.0,0.9749403632814916,0.057206169900638086,0.07495085506621574,0.07435546343228754,0.14858080651531674,0.744158620766737,0.7879620706146881,0.8255501992963792,0.44595552093935836,0.8259609782798726,0.9273099021858334,0.9299676052310138,0.005065371674932124,0.9808583818913363,0.4571323651537498,0.12633174626851298,0.20032233314204972,0.49795430975305505,0.9298312264456339,0.1645341307467966,0.482280674927424,0.9686789415467482,0.33739873719867175,0.6270988503953131,0.9273099021858334,0.5712843243968317,0.5344737546009907,0.6430955462006761,0.3711351804047302,0.03844544862666122,0.7283982656906252,0.6924453547328362,0.7283982656906252,0.48118258960197513,0.7879620706146881,0.8255501992963792,0.7818371530604054,0.6126207488413276,0.8279329285604313,0.5379118801193681
ppg_infra_range,0.032921029012057436,0.9634740637880177,0.957413567768915,0.9749403632814916,0.0,0.05202365188272455,0.09819403328754714,0.09713994186114638,0.02915516661011375,0.717740797731188,0.635473962286601,0.9149441863630438,0.503472672006537,0.9152069482740331,0.9634696719592223,0.9844105606063501,0.011253577930380003,0.9584153005088332,0.5160711720434085,0.16533701363115774,0.2611044206384576,0.591352248769253,0.9702668198603914,0.21479228085144397,0.5598458440981079,0.9752475516296419,0.4561994882756041,0.6743499793373052,0.9634696719592223,0.5427400070438136,0.518804864672431,0.6014080042857758,0.3328026364466209,0.054092433716092035,0.8589832108551424,0.8306836600790352,0.8589832108551424,0.5350420439004849,0.635473962286601,0.9149441863630438,0.6305938806139805,0.7657334090450785,0.8964212969586492,0.6002446950267366
ppg_infra_median,0.07149744153146827,0.016589689319399435,0.04139025183150123,0.057206169900638086,0.05202365188272455,0.0,0.15089974763408825,0.1234755110673368,0.15418895013341988,0.030705970059594034,0.03165649598033081,0.01832385995754029,0.08186557334287396,0.0183624151711538,0.016586822653777162,0.07407495667042713,0.006656886689588068,0.02064229403848887,0.14426506087007743,0.17026464591078141,0.051607353685685114,0.026162575018401895,0.0381205993821325,0.11088205674660186,0.08318250886102814,0.029023965384776588,0.045823679022772686,0.06851907756339082,0.016586822653777162,0.03730685685975057,0.09680157512614264,0.07017023163069967,0.10301317244214789,0.025580020336042647,0.061966325832031786,0.06334888848249907,0.061966325832031786,0.08077796050815907,0.03165649598033081,0.01832385995754029,0.04336268170493951,0.03163895439799648,0.014833398697970776,0.06542248037355554
ppg_infra_iqr,0.2545446305839457,0.3530901725758881,0.12098408787218252,0.07495085506621574,0.09819403328754714,0.15089974763408825,0.0,0.9989592628150212,0.011531215927680711,0.17330756076064,0.03440361234616958,0.3635832819296026,0.878534167575608,0.36344030800274296,0.3531045167730001,0.04247737649889585,0.2729151651881877,0.23350945974554183,0.8558547014672778,0.9782701027921273,0.9458507682523728,0.7788595159681185,0.3068032334702688,0.9667482907846302,0.822096058161592,0.270392002446053,0.12724329712125287,0.789612187745431,0.3531045167730001,0.1528277110965734,0.20158704599023375,0.18108955822260733,0.16274381263547308,0.2908793376696507,0.052712798839300884,0.0031194659911146,0.052712798839300884,0.8453409961386978,0.03440361234616958,0.3635832819296026,0.08412789589438653,0.2898997311212069,0.051259303368530316,0.06482143028424721
ppg_infra_mad,0.25379329484845553,0.35203351010429296,0.11941386125563232,0.07435546343228754,0.09713994186114638,0.1234755110673368,0.9989592628150212,0.0,0.005789769359499985,0.17654296750445178,0.03195743285380242,0.3617697850466725,0.8774669183004274,0.3616281440033095,0.35204779439719996,0.04132790320020862,0.27541634234961276,0.2330992582208735,0.8549908725758912,0.9767908218550297,0.9477315799920909,0.7791171170532527,0.30554566152645773,0.9669674520270982,0.821816259824838,0.26958241847596537,0.12284382538028545,0.7887142872555032,0.35204779439719996,0.156260756448934,0.19980440371926345,0.18062800684948319,0.15979318956557495,0.29228388432044555,0.05064379525170329,0.0009065968410863934,0.05064379525170329,0.8432072175821542,0.03195743285380242,0.3617697850466725,0.08294286512979514,0.28746522156249,0.05400166075567799,0.06266830816708491
ppg_infra_skew,0.03684142129220909,0.004605820054526879,0.1280269548013291,0.14858080651531674,0.02915516661011375,0.15418895013341988,0.011531215927680711,0.005789769359499985,0.0,0.35418537922262144,0.4021440249295232,0.10889061424218621,0.05685300772174608,0.10854345162016535,0.004603587336756899,0.030116939582647887,0.03009540099860964,0.11812766059639854,0.08232397417985983,0.0549208252918509,0.09086218892060065,0.138421422221564,0.0020562645900338516,0.07344532759699515,0.11253815890976879,0.06547872543021936,0.3606084587711884,0.03345004012370662,0.004603587336756899,0.22878455764621006,0.3980419717235351,0.40897581168109787,0.5701666333315343,0.14019253243033694,0.21163133373383541,0.23433255676716322,0.21163133373383541,0.05202001354471117,0.4021440249295232,0.10889061424218621,0.3852572142111365,0.26310673882527585,0.11652266211286523,0.10805723207614559
ppg_infra_kurtosis,0.0048687176735499466,0.621257054864602,0.6295464423433107,0.744158620766737,0.717740797731188,0.030705970059594034,0.17330756076064,0.17654296750445178,0.35418537922262144,0.0,0.6015101455805159,0.5290148695298761,0.13337544950133592,0.5293686960507294,0.6212508457986289,0.6724555691101833,0.15455846194444794,0.7052455150703258,0.13921007337613622,0.1338341252419977,0.07932365372001053,0.18600299132142165,0.6363239698807117,0.10683480280851416,0.16497425853119363,0.681480736643552,0.255248988476957,0.29309719578353166,0.6212508457986289,0.8427393638509267,0.7918854976789295,0.8376301137821124,0.6191684966553647,0.25608979504179546,0.5118221522395201,0.49566712608541713,0.5118221522395201,0.16822259629698819,0.6015101455805159,0.5290148695298761,0.611821776664813,0.3742402021151342,0.7383951402530138,0.4764680062007705
