feature,pca_energy_score
ppg_infra_diff_mean_abs,0.2004495882592426
ppg_infra_ddx_mean,0.1984570036451146
ppg_infra_shape_factor,0.19560745638294447
ppg_infra_ddx_std,0.19551744605748916
ppg_infra_clearance_factor,0.1934754469378022
ppg_infra_tke_std,0.18885863107636242
ppg_infra_crest_factor,0.18527696675632493
ppg_infra_dx_std,0.18227008825741814
ppg_infra_kurtosis,0.17993318106295747
ppg_infra_max,0.17661722559916976
ppg_infra_trim_mean_10,0.1718076867401241
ppg_infra_dx_kurtosis,0.17161371144171497
ppg_infra_mean_cross_rate,0.17000912727976197
ppg_infra_signal_energy,0.1684096828584648
ppg_infra_zcr,0.16131813807623258
ppg_infra_mad,0.15985027781589917
ppg_infra_ddx_kurtosis,0.13840556127654208
ppg_infra_skew,0.1363406938984721
ppg_infra_mean,0.1342957131280324
ppg_infra_median,0.10543079913738113
