,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
ppg_infra_mean,0.003206326680928647,0.07589818629025741,0.2656857850787335,0.36960861407954354,-0.30224825014630796,0.4479567531136673,0.517200321197424,0.2503322333519744,-0.026006989657730177,-0.29073054052535197,-0.26866360973046166,-0.07501367541397615,-0.009238380213893987,0.02072530120177128,0.015209402561262946,0.02877748092745845,0.0010853438719865553,-0.014237745209439264,0.0076091721341246185,0.002029961097498248
ppg_infra_max,0.3217079388809036,-0.0004455301543182382,-0.13677182084888753,0.1146967839838189,0.08764421484703679,-0.19718976405000843,0.25798369937187177,-0.12725366360109844,-0.0534452108021677,0.009299916119841569,-0.12014194978541216,0.08780387151473164,-0.09100624474368149,0.04381178059758011,0.14771913157125685,-0.45263483696081247,0.012514037745082102,0.5154042849254181,-0.12290149779318513,-0.43867668676678184
ppg_infra_median,-0.013941425527223992,-0.06603416525654943,0.01607478713054146,-0.19584417848563956,0.6729179777986424,0.5415592843739149,0.15640328887413962,-0.3116012923046358,0.27780574457921264,-0.04375743462568448,-0.0928615129645241,-0.007888784983756947,0.022235255519860015,-0.007844439741635127,0.026348985075333637,0.0049195882711302345,0.002734647873839331,0.006198971465103002,-0.007557101899455034,0.00396236369667143
ppg_infra_mad,0.021176203138510923,-0.31638609394222905,-0.3272559371948854,-0.40338418584092056,-0.1612823724507055,0.18534855605942316,0.20270412915940833,0.12890179066373336,-0.2522619760610118,0.010603154085863613,0.11383971382096271,0.022230984979864463,-0.009165452565091473,0.5671720376991788,0.24428641371457194,0.20259972881992572,-0.03885057405709393,0.09366926190039902,-0.025383961776335708,0.030739744920204135
ppg_infra_skew,0.02232460753799459,0.2979548259743887,-0.37536271272896526,-0.027950509878294737,-0.2752139825470854,0.07219395709230852,0.21453140206254895,0.03992955429999057,0.6404669782491962,0.06424152334231041,0.332413403842431,0.3141271336551606,0.07054671927866048,-0.07912206399932135,0.06478171243576804,0.0016216986279588602,-0.022022046445773436,-0.02899223127128987,-0.006737884654183313,0.012904668908136803
ppg_infra_kurtosis,0.28737954364115903,0.22008807439936587,-0.1035195282991397,0.07079034606805694,0.1145914397842317,0.028820830013439266,-0.043551588747131754,0.04889745218865284,-0.00898835033784402,-0.366760730954114,0.5185233001449797,-0.6110068431975516,-0.20627449132211692,0.060320727826331404,-0.067714484974343,0.023984734019253745,-0.07464567113634614,0.033741471165526296,0.011514632733391489,-0.003975842245702582
ppg_infra_diff_mean_abs,0.16840391315531944,-0.3323295693559396,-0.26243487527436155,-0.2998548730486831,-0.15622131674680093,0.13504744655262602,0.1448987460923655,0.06158029702034844,-0.1554727510442983,-0.0505470112996088,0.004020303691328236,-0.10686655702449471,0.0856005826354858,-0.48495441892222,-0.24985601306584146,-0.3013238393455833,0.00673545497505873,-0.39966458364967056,-0.06602648913526091,-0.19222149546555198
ppg_infra_signal_energy,0.3375376944143202,-0.08141267950693513,0.019335256433363,0.08816440176935718,-0.012342729920112242,-0.1615907028096018,0.07589078425550459,-0.18759077896382836,0.10164859315234988,-0.030942379091659918,-0.13924727493219086,0.02855390878927662,-0.16332708380015887,0.21141285802837734,0.13340848909782882,-0.3163611588278516,-0.02847564970417628,-0.3318433454884499,-0.34205245673024465,0.5961549865068089
ppg_infra_zcr,-0.030634450220189673,-0.25872240304896965,-0.3538036360174608,0.46376006988169954,-0.045823909039915664,0.2420612965624673,-0.3052738815931282,-0.05859464725788154,0.024957965975223685,0.0988317946889814,-0.08509190158380578,-0.024426421310894744,0.01790210058168789,0.013894532639461794,-0.045674484471376516,-0.022663478032305118,-0.6391576351557915,0.06596157832826964,0.017285531930687322,0.006435327680502984
ppg_infra_trim_mean_10,0.18537255689190923,-0.09922998371200643,0.39648539054786985,0.1430003482012897,-0.1386635132961877,0.2731106524663895,0.08752066346626806,-0.27650291066963695,-0.229216678559061,0.4710322725943672,0.5484924779527349,0.1463649389939663,-0.012222389529341467,-0.03791001030330177,-0.014889500010688542,-0.0376233773863216,-0.0004139193223278797,0.009837725173952896,-0.013967733053789306,-0.003966608018966233
ppg_infra_crest_factor,0.24625547591808541,0.24932931904049677,-0.09840836284273534,0.009142331424507457,0.19578539848766793,0.19917522959971382,-0.22775971424184704,0.25158754292815816,-0.3459475764497654,-0.2828813597423084,0.06619514552687075,0.6241927056481068,-0.25619999793796056,-0.05888181680328564,-0.08144365810415943,0.013944793570089159,-0.002949157514971423,-0.056252559122222906,0.0010721650227409583,0.038009442401402034
ppg_infra_shape_factor,0.24460667281905912,0.30860749409159294,-0.08813952423458843,-0.05106417734707325,-0.11532231694852213,0.22017341224366802,-0.2665909023398879,-0.06097607703094856,-0.1553902780382952,0.09761155403641865,-0.1666641156926289,-0.17475415972065264,0.31744363748878474,-0.23865377582801942,0.6589791939074378,0.05759190460282542,0.0868401089965534,-0.04136816695236711,-0.03805521757787847,0.0010883551336541906
ppg_infra_clearance_factor,0.1744617506004811,0.3477080489678204,-0.14942855145350847,-0.11268399730137948,-0.24949343799931387,0.2642368445094195,-0.2016007761957669,-0.19818412968693838,-0.0018465007400702053,0.26512581180825645,-0.31020830347468953,-0.14641590166257099,-0.09364837381505847,0.28990731917782625,-0.5145719516061464,-0.049624506808856786,0.22047317623825297,0.05577110551762507,0.028234857547390968,-0.03326578158523324
ppg_infra_mean_cross_rate,-0.06752540666778023,-0.32016810213686003,-0.3128479737219066,0.47808753303358276,0.08061769103957152,0.08811427016507979,-0.1315031544098578,0.02111332733164844,0.029160161444166208,-0.008474629592887766,0.10229257276313114,-0.005272088061459797,-0.010007538414105047,0.03617883146431458,0.052774978717619936,0.03146075002781033,0.7175206934074162,-0.051995166473769776,-0.014412682733936807,-0.012002883439847718
ppg_infra_tke_std,0.30286072793054925,-0.15778122419982696,0.20180529811858833,0.027908774180247745,-0.09755921054828301,-0.07957625460983123,-0.14796051176426334,-0.16424319854573674,0.25579178818481346,-0.12498903710321714,-0.09769879312818931,0.08670265639186821,-0.1996301159016206,0.23432046984629795,0.1647408577151166,0.16557660000916102,-0.0392495573307833,-0.4371111870103535,0.30189278628167765,-0.495968107910723
ppg_infra_dx_std,0.319554439043548,-0.21307145362283814,-0.028999783852148926,-0.07161195259199325,-0.08359236887487496,-0.0428937668509779,0.05235845940942702,-0.0767586719482698,0.05401536943013228,-0.06463002315472251,-0.07980466607914197,0.024349492062340196,-0.021696175246870175,-0.2125837363950669,-0.02397149951544148,0.04185302076334507,0.059375151364328985,0.31559180474787896,0.7065171982098087,0.40585710381379114
ppg_infra_ddx_mean,0.18247304305390932,0.18054050215441073,-0.29196895663164457,0.2083282054863173,0.22810503108598404,-0.2606608791362547,0.4450427769785893,-0.1477554611182798,-0.24068315806734003,0.25065197315555704,-0.11220495803639165,-0.015275212579240567,0.009484382368717735,-0.1004387329363491,-0.09630187918433535,0.512514401540855,-0.07276025273802926,-0.20955618940552884,0.018889856231385505,-0.018048302757148662
ppg_infra_ddx_std,0.28250241998390807,-0.26019158367474343,0.12434279773035964,-0.09757595276396844,-0.16328481161781516,0.010523800371710298,-0.1362642554752964,-0.05961328630856077,0.19490707488776562,-0.13677525800260892,-0.07834509914014569,0.03563955680708597,-0.08505771161924382,-0.24419536239814907,-0.11731744362000926,0.5102945900497671,0.03565672996666859,0.32163790618981203,-0.5184066435133586,-0.0037212906342213563
ppg_infra_dx_kurtosis,0.3346440700112287,-0.045358292831347714,0.10614691936045353,0.08320499372707243,0.1406355482813067,-0.0765425437337102,-0.04316263408405937,0.16272370296626637,0.049157252538223235,-0.12097277604340302,0.0720564819993557,0.08703691292027117,0.8054208958030293,0.2622468675207723,-0.25558369699964184,-0.013549582520294343,-0.014465736814161727,-0.016970876035493274,-0.015387024953279142,-0.01585255363054284
ppg_infra_ddx_kurtosis,0.24651855863636823,-0.07245312566849448,0.09442757725359938,-0.021236965054997982,0.22807910461307182,0.0376447085051745,-0.029340266854207434,0.7022143860739279,0.2152874745500222,0.5135067393765967,-0.07913144706297981,-0.1450395957202228,-0.1934566233873899,-0.011468010773153299,0.0416076760811693,-0.021192162460609003,-0.007390955094942496,-0.007622556836873126,0.0023432517130903955,-0.00410193676084844
