PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.39329828715667814,0.39329828715667814
PC2,0.18289444451676884,0.576192731673447
PC3,0.11348696280455113,0.6896796944779982
PC4,0.07251196349248301,0.7621916579704812
PC5,0.05592400105433598,0.8181156590248171
PC6,0.05051685474954086,0.8686325137743579
PC7,0.04382846637052852,0.9124609801448864
PC8,0.03328444523935507,0.9457454253842414
PC9,0.022619009005728944,0.9683644343899704
PC10,0.012954833789259398,0.9813192681792299
PC11,0.011646645778648343,0.9929659139578783
PC12,0.0031932776165495497,0.9961591915744278
PC13,0.0015238260085485684,0.9976830175829764
PC14,0.0011806390085983716,0.9988636565915747
PC15,0.0005372875557358122,0.9994009441473105
PC16,0.0003021045492281014,0.9997030486965386
PC17,0.0002001669113721141,0.9999032156079107
PC18,7.218047020422505e-05,0.9999753960781149
PC19,1.4064366963110387e-05,0.9999894604450781
PC20,1.0539554921992926e-05,1.0
