feature,pca_energy_score
acc_y_dyn__quantile_0.3,0.15770444172804934
acc_x_dyn__variance_of_absolute_differences,0.15262434339662678
acc_z_dyn__harmonic_mean_of_abs,0.1524810451328002
acc_x_dyn__katz_fractal_dimension,0.15167694114132185
acc_x_dyn__cardinality,0.15131770591518343
acc_y_dyn__avg_amplitude_change,0.15117434208652844
acc_x_dyn__approximate_entropy_0.9,0.15034572588017533
acc_y_dyn__variance_of_absolute_differences,0.1500904554769546
acc_x_dyn__quantile_0.9,0.1500025012144521
acc_z_dyn__katz_fractal_dimension,0.14979623064256628
acc_x_dyn__quantile_0.3,0.14968420436993846
acc_z_dyn__quantile_0.6,0.1492320029334095
acc_x_dyn__max,0.14921633870241663
acc_y_dyn__quantile_0.4,0.1487461709871251
acc_z_dyn__lower_complete_moment,0.14861482310788016
acc_z_dyn__variance_of_absolute_differences,0.14833488916360027
acc_x_dyn__harmonic_mean_of_abs,0.14658038994972192
acc_z_dyn__sum_of_absolute_changes,0.14505548966436949
acc_x_dyn__approximate_entropy_0.1,0.14498210769815437
acc_y_dyn__katz_fractal_dimension,0.1449674899707955
acc_x_dyn__quantile_0.6,0.14439156091561656
acc_y_dyn__harmonic_mean_of_abs,0.14335628637159512
acc_z_dyn__approximate_entropy_0.1,0.14192275303461563
acc_x_dyn__sample_entropy,0.14155050419233878
acc_z_dyn__quantile_0.4,0.14144303566133948
acc_x_dyn__quantile_0.4,0.14070242769657632
acc_y_dyn__sample_entropy,0.13571676549851278
acc_z_dyn__sample_entropy,0.13192539483211158
acc_y_dyn__tsallis_entropy,0.11482510434206328
acc_x_dyn__harmonic_mean,0.05504344197193574
