,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
acc_x_dyn__harmonic_mean_of_abs,0.231771821977857,0.10955993663492275,-0.1509869906392432,-0.0031513922244918577,-0.13920084718685202,-0.19952975414477517,-0.10440894078865821,0.0002638959867855919,0.09888418190184328,-0.26808196081805996,-0.12217812389059039,0.1608717938535519,-0.029359267195207112,-0.2525175390825677,-0.20296728033471922,-0.23575959853838496,0.047560669622888595,0.20424273797381004,0.12446510549479121,-0.12070738994709906,-0.6811448182846005,0.03912848390037326,-0.02492623715469425,0.05001750742118995,0.07091751160902231,-0.09644539867701332,0.0021622287372330957,0.013373005463756357,0.018869321961959278,0.0007915041793044572
acc_x_dyn__quantile_0.4,-0.16576005882329056,-0.04897576782376881,0.04834883286473352,0.22255410364986786,0.5685308779927042,0.07404959467093251,-0.022324575735970447,-0.023182721036708872,0.15126812999341635,-0.24669375403674718,0.008393334322672016,-0.049790505824388216,3.853343599204361e-05,0.12621040255475893,0.038248032646958315,0.0783051610139641,-0.013852079785674005,-0.058143160655732454,-0.0522346315839823,-0.079451981982596,-0.17324103376755234,0.03872669514660054,-0.03196326972546415,0.01413414456854109,0.09713931661823329,-0.010442535170049831,-0.15507671461744885,-0.10909033837323014,0.6226154646551851,-0.014339376260579564
acc_z_dyn__approximate_entropy_0.1,0.050490242500744575,-0.1154939991713323,-0.3922723844370779,-0.322487580004442,0.23220994902900116,0.14286834839188758,0.07171096856712218,-0.04788940009988385,-0.02401340076484726,0.20026920668450485,-0.4900199743760656,0.14886741630520814,-0.11625168326305618,-0.10287976744917636,-0.26823365224897255,0.41904499278282986,-0.07133818883602397,0.02518359611418018,-0.19832698431219867,-0.02625159847742277,-0.022230778110626282,0.06770099267915426,0.11243613924341382,0.057006815346258934,-0.051456476505542574,-0.01999277134971745,0.00736395929824836,-0.0014276201403175689,-0.00572412014047379,-0.0018027822184733407
acc_z_dyn__quantile_0.4,-0.14522638024459028,-0.05169708484968688,0.12012579316748544,-0.1565983331901523,-0.2770187740213059,0.3426909942862185,0.3310003812279831,0.010615057908912486,0.41593500247244114,-0.32566909608925104,-0.20828670103699168,-0.10103243255559749,-0.06350154960873257,0.048602184998623586,-0.016894520634649208,-0.04436022362771247,0.04374385799475899,-0.05098900522005485,-0.048645883837275694,-0.1061959609652148,0.0026378956368908733,-0.08439630672426693,0.1243743749210467,-0.47682680187012066,0.03245851215634327,-0.12877069236023964,-0.005562071967696081,-0.03718336373254706,-0.02202654142745135,0.06691720273845805
acc_x_dyn__sample_entropy,0.11524517070070477,-0.34361744207621914,0.037933025241492446,0.012463896344921002,0.04472505649068308,0.11552667051090784,-0.030987642544510495,-0.00036746969400597675,-0.20561261222475058,-0.04026788491394639,-0.2049891409200412,-0.0852238891218537,0.3373732329728333,-0.24050710788274104,0.15487035265533436,-0.3296094065168909,-0.19918328848007422,-0.13207527736311023,-0.2706916577324057,-0.19989002308515802,0.0031788515440360856,-0.469755235203682,0.16115188330740718,0.14909065666576896,0.11628730372604408,0.015268662102830217,-0.005915172532253782,0.010781751341006614,0.003446636087359373,-0.011228888824099231
acc_y_dyn__harmonic_mean_of_abs,0.20835505501491736,0.10977936938290049,-0.17231997822679235,0.2383181583039488,-0.018112677639244658,0.19741189761275543,0.1752675710489499,-0.011089272137036879,0.012899104125373604,-0.0015958944110331622,-0.043460248830937465,0.2955228314067649,0.2756425746366044,0.2570881533670877,0.2946980527243338,0.08971791525719808,0.3264884914674204,0.48506690474350367,-0.15365678247396378,-0.21172930154683223,0.050938270555254586,-0.060611960992277523,-0.08153876077812515,0.02085478159197725,-0.019653826175911143,0.15114549245643413,-0.06370224401198411,-0.0581239311994295,-0.0630382665045161,0.0568074288340085
acc_y_dyn__sample_entropy,0.08193759457343318,-0.35045010494734374,-0.018844609933862375,-0.029453781238822224,-0.01641139043003078,0.03816427239449339,-0.22373650915526166,0.013374808793123026,0.2205328906379083,0.06330109269327064,0.04936511300208593,0.1131556318982156,-0.24589530648857558,-0.32484356029918676,0.5629774542725012,0.029899165606867062,0.024355000439097694,0.03787288040905022,0.08006144088567718,-0.15961209464666046,0.0726628636826393,0.40940633873469007,0.195035474515084,0.009079280617782638,0.13322994761892476,-0.04308333461216649,-0.02229210678838302,-0.0021762480075712414,-0.015489776016786139,0.01735383733581444
acc_z_dyn__sum_of_absolute_changes,0.2818296165860186,0.05645046799978324,0.16865792565221227,-0.05545199402020739,0.06906876808764793,-0.04063811613767703,-0.046817437713762344,0.00911704792484742,-0.04328089512012889,0.07604189118641783,0.08166958469932509,-0.08164296488763123,0.03419474824396914,0.002059390665313936,-0.14582722832129286,0.021267473150212938,0.0792460906862078,-0.1703891783119267,-0.20026850271809712,-0.32000050010841574,0.08333960895346751,0.15442962764839074,-0.23483822666164567,0.003298479135816328,0.026006903854957377,-0.41844891509686916,-0.17744225267668554,-0.2512103812849115,-0.09170133934223701,0.5391976087274483
acc_y_dyn__avg_amplitude_change,0.27198746188625567,0.05676227747720191,0.06714362350081003,0.19096601774922886,0.006026017718575726,0.06875351096773595,0.1619455036940197,0.005859230152826884,0.07989976623542243,0.07987387184620606,0.04814462732951528,0.32512660347989586,0.049317736817406456,0.06143621313142686,-0.024047691330139412,-0.008476346441167399,-0.15047223168847293,-0.24461668166108533,-0.07753265231343989,0.0378523611352587,0.03582136299269687,0.08040387072447139,-0.02257742249906014,-0.012595899922918433,0.03525782574030841,-0.44916958551418074,-0.09374726224652458,-0.08220753504684215,-0.0657416238331331,-0.6339952985646381
acc_z_dyn__quantile_0.6,0.17233428991597974,0.07455380139907666,0.1117385863312966,-0.2979747581090072,-0.12781133566582814,0.44990400019621885,-0.06769672214446812,-0.0032446781584745056,-0.00784943341492953,-0.3716096338280896,0.12746417837516477,-0.0045410174735494024,-0.051061888832247875,0.11591085935308632,-0.02825531822448897,0.07099696970075503,-0.32275231828080164,0.0070574645714847365,0.04080355149834397,-0.1296593245021905,0.0511670113305089,0.15477155735479992,-0.23879106691494775,0.4575195493955381,-0.006239460349350987,0.193409912425855,0.04085687156231497,0.06178493280816562,0.018050982398400906,-0.0703492336012836
