PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.43693670673119384,0.43693670673119384
PC2,0.1486954763443331,0.5856321830755269
PC3,0.05114123521101898,0.6367734182865459
PC4,0.04519535085260298,0.6819687691391488
PC5,0.04040443384104745,0.7223732029801962
PC6,0.03491005428922039,0.7572832572694166
PC7,0.033299557841884486,0.790582815111301
PC8,0.03145759346920048,0.8220404085805015
PC9,0.024204802022087475,0.8462452106025891
PC10,0.0234016665708175,0.8696468771734066
PC11,0.018118825402784214,0.8877657025761908
PC12,0.014540018312259182,0.90230572088845
PC13,0.012420850046907666,0.9147265709353576
PC14,0.011414289588725755,0.9261408605240833
PC15,0.010638681323495363,0.9367795418475786
PC16,0.009784168140422786,0.9465637099880014
PC17,0.007699396730747729,0.9542631067187491
PC18,0.007485441274070654,0.9617485479928198
PC19,0.005923402186063575,0.9676719501788834
PC20,0.005141468493557038,0.9728134186724404
PC21,0.004750403022361228,0.9775638216948016
PC22,0.003992773755630526,0.9815565954504322
PC23,0.0036768656528874963,0.9852334611033197
PC24,0.003439783889130704,0.9886732449924504
PC25,0.002906626819917563,0.991579871812368
PC26,0.002372691168929778,0.9939525629812977
PC27,0.002027818846431705,0.9959803818277294
PC28,0.0017194957614440108,0.9976998775891734
PC29,0.0014615342161361606,0.9991614118053096
PC30,0.0008385881946900286,0.9999999999999997
