PC,feature,abs_loading
PC1,ppg_infra_diff_std,0.3290697494759611
PC1,ppg_infra_max,0.32348893441941656
PC1,ppg_infra_signal_energy,0.3133825588157123
PC1,ppg_infra_diff_mean_abs,0.29724424097768476
PC1,ppg_infra_ddx_std,0.28378880380368937
PC1,ppg_infra_p10,0.2831791456671474
PC1,ppg_infra_tke_std,0.2713185185168589
PC1,ppg_infra_trim_mean_10,0.2259401635645949
PC2,ppg_infra_impulse_factor,0.4097470092393292
PC2,ppg_infra_kurtosis,0.40205204033802305
PC2,ppg_infra_crest_factor,0.3917977312280716
PC2,ppg_infra_shape_factor,0.36810119009932407
PC2,ppg_infra_dx_kurtosis,0.2970100002442833
PC2,ppg_infra_ddx_kurtosis,0.29601681797382734
PC2,ppg_infra_diff_mean_abs,0.16544054610962108
PC2,ppg_infra_signal_energy,0.16141371473469668
PC3,ppg_infra_trim_mean_10,0.4070246676327796
PC3,ppg_infra_mean,0.3773048657941483
PC3,ppg_infra_ddx_mean,0.37041909785518057
PC3,ppg_infra_dx_mean,0.32208532248261346
PC3,ppg_infra_median,0.3055504554703977
PC3,ppg_infra_mad,0.29113960696658814
PC3,ppg_infra_tke_std,0.2769590146424775
PC3,ppg_infra_ddx_std,0.2495882409158713
PC4,ppg_infra_dx_mean,0.41717756772782943
PC4,ppg_infra_mad,0.3972675708109418
PC4,ppg_infra_ddx_mean,0.3918313073254838
PC4,ppg_infra_mean,0.3090593035114291
PC4,ppg_infra_diff_mean_abs,0.29066409027561657
PC4,ppg_infra_ddx_kurtosis,0.24984801524738634
PC4,ppg_infra_ddx_std,0.21584135708718277
PC4,ppg_infra_max,0.19093697298811071
PC5,ppg_infra_skew,0.7410118994750149
PC5,ppg_infra_median,0.42127697390198104
PC5,ppg_infra_zcr,0.2992325007777917
PC5,ppg_infra_mean,0.2180185246442501
PC5,ppg_infra_dx_kurtosis,0.16026699082166213
PC5,ppg_infra_ddx_kurtosis,0.13984291710220229
PC5,ppg_infra_ddx_mean,0.1396088351186586
PC5,ppg_infra_p10,0.13543166290166914
PC6,ppg_infra_zcr,0.7299156859134026
PC6,ppg_infra_median,0.4406768556312945
PC6,ppg_infra_mean,0.26707658925411365
PC6,ppg_infra_tke_std,0.2041273055708366
PC6,ppg_infra_mad,0.20320944078110886
PC6,ppg_infra_crest_factor,0.1470027302614433
PC6,ppg_infra_diff_mean_abs,0.13878871199983306
PC6,ppg_infra_signal_energy,0.12036515898937883
PC7,ppg_infra_mean,0.48685550547036494
PC7,ppg_infra_ddx_kurtosis,0.40119654826874407
PC7,ppg_infra_zcr,0.357555988724521
PC7,ppg_infra_skew,0.3492956909708128
PC7,ppg_infra_mad,0.3007069910090628
PC7,ppg_infra_dx_kurtosis,0.22584534304893655
PC7,ppg_infra_tke_std,0.22426905769588318
PC7,ppg_infra_shape_factor,0.21719719320499087
PC8,ppg_infra_zcr,0.41261124621919654
PC8,ppg_infra_median,0.4123989319888383
PC8,ppg_infra_ddx_kurtosis,0.39774594835709604
PC8,ppg_infra_dx_kurtosis,0.3693733772500066
PC8,ppg_infra_shape_factor,0.35547884781812294
PC8,ppg_infra_mad,0.251917404844614
PC8,ppg_infra_impulse_factor,0.18474224911542597
PC8,ppg_infra_skew,0.17063371631769547
