,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
ppg_infra_mean,0.052980432872266024,-0.020489494293920503,-0.3773048657941498,0.3090593035114309,-0.21801852464425067,-0.26707658925411576,-0.4868555054703618,0.02820376597094183,-0.42228528187396275,-0.07024196197926663,0.016875390921881755,0.030925459725942937,0.0010292613568764861,-0.1625687190277416,-0.14008381495250055,-0.37952949640196726,0.14543971498852035,0.021905461008601714,-0.058866249563143874,-0.0341735344324406,0.036736624023041134
ppg_infra_max,0.32348893441941673,-0.12724769311775305,0.11992186256574726,0.19093697298811182,0.019841065539839848,0.0007617962851336926,-0.004943073890561934,0.04509572843147802,0.04930876941678056,-0.016641465222429826,-0.02214042592214934,-0.044830180761410494,-0.06389023003889327,0.0019305133795772139,0.015295084332660778,-0.3320505172342035,-0.616727734743916,-0.11130513322580236,0.39315215803009484,0.3306815114054129,-0.222320090698092
ppg_infra_median,-0.029458238812131197,0.02268852109414758,-0.3055504554703989,0.14659106802575828,0.4212769739019807,-0.4406768556312956,-0.16190959119354292,-0.4123989319888336,0.5412085070926201,0.0987195770191471,0.009609572099650828,-0.035644562671640255,0.012978711899706565,-0.015645147791715604,-0.07906334381087879,0.06084235303077083,-0.03096482859864886,-0.008267182548291377,0.019773948906980966,-0.0031793194584470736,0.0002424547481955521
ppg_infra_mad,0.16654561786225716,-0.1434827875574481,0.2911396069665909,-0.39726757081094,0.05510189991034908,-0.20320944078111136,-0.3007069910090699,-0.25191740484460495,-0.29148376706801005,0.003527354430503619,0.06293014971675341,0.038132130424956646,-0.126029801944228,0.3394412521556275,-0.4760014947543607,0.21903979108484725,-0.06670318357614673,-0.05570273170775101,0.07922702775057204,-0.01912865026769706,0.025098367229709862
ppg_infra_skew,0.016955688220906966,0.023567540668185075,0.17919425151367335,0.07976423289260076,-0.741011899475016,0.08028426434006224,-0.34929569097081603,-0.17063371631768426,0.4603276591483546,0.14127759217498556,0.020141125126287924,0.01398643980188144,0.032520373003029186,0.08529796677141062,0.054595307310345044,0.10077182036137912,0.0018349910837322026,-0.005150584779087952,-0.0016956870238679668,-0.007163928795270103,-0.0011851377762478457
ppg_infra_kurtosis,0.18064755170378943,0.40205204033802344,0.005388205113880951,0.06397950469156595,0.013722458447120363,0.004842884750283853,0.060069250351125265,-0.037655493686531136,-0.1239951310141919,0.30809945304587794,0.6942390627692353,-0.42387024915335486,0.051966457508911844,0.08464441835745314,0.056947277698901656,-0.014495120281025854,0.02035080992889753,-0.10114412780794894,-0.014527631071487572,-0.013237809185353265,0.00879749437621825
ppg_infra_diff_std,0.3290697494759617,-0.1521368244371258,-0.08537922899108219,-0.11890767949100187,-0.036806692012689955,0.02049187632811185,0.05511469228674845,-0.027707876199650833,0.03201055734126795,0.031270488906846756,0.012246690621684611,-0.010492552267376014,0.07777450238261045,-0.21254835090965396,0.07062188806763461,0.02822299291357317,-0.08765223561436854,0.05711906659600826,0.14176422808596717,0.03297245364706146,0.8661159239278434
ppg_infra_diff_mean_abs,0.29724424097768504,-0.1654405461096215,0.0322843556058514,-0.29066409027561607,-0.03795576448792276,-0.13878871199983417,-0.06021048838780186,-0.13727355715170061,-0.08824233662342398,0.010369651351717725,0.056739188135241134,-0.007432208312829429,0.21414118408769112,-0.5115988396006809,0.22550239711589304,0.169948746297006,-0.19693178938777617,0.0353293341617923,-0.47839671187728594,0.061163032430057926,-0.29059930001795403
ppg_infra_signal_energy,0.31338255881571203,-0.16141371473469648,-0.07193141056541462,0.18545250952937184,-0.004822249033687006,0.12036515898938029,0.15056189821173666,0.0769980118990948,0.11750899015023955,0.019265384052287702,-0.03322250937753408,-0.05826028057616042,-0.10055713129546928,0.18913054266628979,-0.20716347323821602,-0.12202944515758192,-0.2578045062339469,0.11861064947981811,-0.31528742910668245,-0.700134388916637,-0.023835719625702276
ppg_infra_zcr,-0.006151088131789019,-0.010702162714212756,-0.008181166375925525,-0.175027740111099,-0.299232500777791,-0.7299156859134015,0.3575559887245378,0.4126112462191861,0.12523900671706167,-0.10632367148218302,0.08714241273058891,0.0014241750547878658,-0.034077317450939774,0.10635110684026623,-0.019402949421772422,-0.03304813050679169,0.002645095924762306,-0.0034767252401054637,0.012882481342166945,0.004684933750000997,-0.0013552317773487606
ppg_infra_p10,-0.2831791456671474,0.14796300556127165,-0.24500329920164504,0.16246659002186403,-0.135431662901669,0.06390999674611693,0.06134968968876729,0.170489811650607,-0.078166353026665,0.08027087813554341,-0.017645028906757086,-0.04124114215761025,0.12051330433940376,-0.27272442372212796,-0.48407763863156367,0.4891510113850692,-0.4112857377408924,-0.07830695374463255,0.05025924470628179,0.02622484981472913,0.025856231283457806
ppg_infra_trim_mean_10,0.22594016356459573,-0.1194047156019272,-0.4070246676327798,0.16044252376712703,-0.04947710084002644,-0.01704988598729093,-0.05167254972947448,0.022035600934785914,-0.19398316719571326,-0.11077676479706883,-0.048060619638752106,0.021708583437743772,0.024942430975436983,0.45831461624779846,0.44122031578451426,0.5117184266369099,-0.057383840804409315,-0.022356922501147587,0.07618654600811511,0.05252217550214688,-0.07172928761507877
ppg_infra_crest_factor,0.18251081715395717,0.3917977312280717,0.056386799913144436,8.792351943616015e-05,-0.03628098954350996,-0.14700273026144273,0.09461388871153963,-0.07450230641351421,-0.15258260860913256,0.4393030899857066,-0.5922163830114291,-0.025745376381449848,-0.06449542537286068,0.004032605120704715,0.08432234855423608,-0.02353006964031883,0.01859205284019334,-0.4257077990079779,-0.07035679219806616,-0.06973369440390444,0.04122056045081723
