PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.379778380917467,0.379778380917467
PC2,0.1761403804948587,0.5559187614123258
PC3,0.1294921039140214,0.6854108653263472
PC4,0.0724270544698221,0.7578379197961693
PC5,0.05714570776224543,0.8149836275584148
PC6,0.05339694867229183,0.8683805762307066
PC7,0.04414358221764757,0.9125241584483542
PC8,0.03286047811905143,0.9453846365674057
PC9,0.02103235752580368,0.9664169940932094
PC10,0.01143440153929274,0.9778513956325021
PC11,0.00838217637496719,0.9862335720074693
PC12,0.0041908416807464105,0.9904244136882158
PC13,0.0033663405684303998,0.9937907542566462
PC14,0.002177760235887013,0.9959685144925332
PC15,0.0017499849759516376,0.9977184994684849
PC16,0.0013669102487497867,0.9990854097172347
PC17,0.0004379995623139124,0.9995234092795486
PC18,0.0002442584740149676,0.9997676677535636
PC19,0.00014886757603483535,0.9999165353295985
PC20,5.712180790264227e-05,0.9999736571375011
PC21,2.6342862499335366e-05,1.0000000000000004
